name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
保利金香槟 精装修 钥匙房 紧邻地铁,单价31708元/平米,130,| 1室0厅 | 41平米 | 西北 | 精装,中楼层(共24层)  2012年建板楼  -,
新福方里 万全道学区 中楼层 阳面房,单价55000元/平米,220,| 1室1厅 | 40平米 | 南 北 | 其他,低楼层(共7层)  1998年建板楼  -,
黄金地段 精装3居 南北通透 过五唯一  后期税费低,单价48859元/平米,850,| 3室2厅 | 173.97平米 | 南 北 | 精装,高楼层(共16层)  2002年建板楼  -,
四庆楼 阳面中独 公产房 一次性税费低,单价53572元/平米,180,| 1室0厅 | 33.6平米 | 东 南 | 简装,中楼层(共6层)  1985年建板楼  -,
泉山里 南北朝向 低楼层 配套设施齐全,单价23438元/平米,150,| 2室0厅 | 64平米 | 西 | 毛坯,低楼层(共1层)  板楼  -,
和平耀华学区房诚基 纯阳面大一居可贷款 可落户,单价21667元/平米,130,| 1室0厅 | 60平米 | 东 | 简装,中楼层(共50层)  2008年建塔楼  -,
同发里  带客厅 西康路小学 南北通透两室,单价24375元/平米,185,| 2室1厅 | 75.9平米 | 南 北 | 简装,高楼层(共7层)  1999年建板楼  -,
宜昌南里 简单装修 西康路学片 紧邻地铁,单价29915元/平米,350,| 3室1厅 | 117平米 | 西 | 其他,中楼层(共15层)  2000年建板楼  -,
世昌里 大通阳台 黄金楼层 南营门商圈两室,单价42798元/平米,265,| 2室1厅 | 61.92平米 | 西 | 其他,中楼层(共6层)  板楼  -,
瑞竹大厦 次新房 商住两用 交通便利,单价38868元/平米,195,| 2室1厅 | 50.17平米 | 东 | 其他,低楼层(共19层)  1990年建塔楼  -,
富顿大厦 大悦城版块 小区中心位置好房,单价38862元/平米,490,| 2室1厅 | 126.09平米 | 南 北 | 简装,高楼层(共30层)  2008年建板楼  -,
南市和平园  精装两室  万全铁片 一梯两户,单价57143元/平米,560,| 2室2厅 | 98平米 | 南 北 | 其他,高楼层(共10层)  1999年建塔楼  -,
南宁路小区 视野好 采光足 无遮挡,单价76745元/平米,330,| 2室0厅 | 43平米 | 西北 | 精装,中楼层(共5层)  1991年建板楼  -,
福方里 配套完善 交通便利 低楼层,单价40048元/平米,170,| 1室1厅 | 42.45平米 | 西 | 其他,中楼层(共5层)  1985年建板楼  -,
瑞景名郡 精装复式户型 周边生活配套齐全,单价33500元/平米,155,| 2室1厅 | 46.27平米 | 北 | 其他,高楼层(共18层)  2012年建塔楼  -,
河沿里 户型方正 通透两室 昆明路学区房,单价45946元/平米,170,| 2室0厅 | 37平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
辅恩里 西南朝向 户型方正 交通便利,单价33364元/平米,185,| 2室1厅 | 55.45平米 | 西南 | 其他,高楼层(共6层)  1986年建板楼  -,
吉星北里 黄金一楼 公产房 纯阳面两室,单价68628元/平米,350,| 2室1厅 | 51平米 | 南 | 其他,低楼层(共6层)  1984年建板楼  -,
府上和平 交通便利双地铁 次顶层 未入住,单价63776元/平米,525,| 2室1厅 | 82.32平米 | 东南 | 其他,高楼层(共33层)  2015年建板楼  -,
金融街融御 业主诚意出售 次新房 精装修,单价53457元/平米,600,| 2室1厅 | 112.24平米 | 南 北 | 其他,高楼层(共59层)  2015年建板楼  -,
明源里  学区房  户型方正  交通便利,单价30000元/平米,240,| 2室1厅 | 80平米 | 东 | 其他,高楼层(共22层)  1991年建板楼  -,
怀远里 学区房 采光好 精装修,单价44828元/平米,260,| 2室1厅 | 58平米 | 东 西 | 其他,高楼层(共6层)  1993年建板楼  -,
福厚西里 学区房 地铁房 公产房,单价38735元/平米,235,| 2室1厅 | 60.67平米 | 南 北 | 精装,高楼层(共7层)  1998年建板楼  -,
新福方里 交通便利 黄金地段  卧室朝阳,单价42753元/平米,210,| 1室1厅 | 49.12平米 | 南 北 | 简装,高楼层(共7层)  1998年建板楼  -,
振河里 黄金楼层 南北通透 采光好 户型方正,单价33597元/平米,170,| 2室1厅 | 50.6平米 | 南 北 | 其他,中楼层(共7层)  1985年建板楼  -,
福泰温泉公寓 3室2厅 455万,单价40156元/平米,455,| 3室2厅 | 113.31平米 | 南 北 | 精装,低楼层(共16层)  1997年建板楼  -,
庆华里小区 私产满五年 东西通透格局 采光良好,单价38889元/平米,350,| 2室1厅 | 90平米 | 东 西 | 其他,高楼层(共7层)  1991年建板楼  -,
瑞竹大厦 阳面一居室采光好 中楼层交通方便,单价30546元/平米,145,| 2室1厅 | 47.47平米 | 东 | 其他,中楼层(共19层)  1990年建塔楼  -,
保疆里  门脸房  商住两用  鞍山道学区,单价55715元/平米,390,| 2室1厅 | 70平米 | 东 南 | 简装,低楼层(共6层)  1990年建板楼  -,
海河沿线 精装高端社区回报率高,单价45000元/平米,540,| 1室1厅 | 120平米 | 西北 | 其他,中楼层(共57层)  2015年建板楼  -,
包头道小区 学区房 交通便利 采光好,单价53125元/平米,255,| 2室1厅 | 48平米 | 东南 | 其他,高楼层(共5层)  1996年建板楼  -,
爱建公寓 鞍山道学区房 周边配套齐,单价41181元/平米,392,| 2室1厅 | 95.19平米 | 东 西 | 其他,中楼层(共16层)  2002年建板塔结合  -,
银行里 精装修 两室双阳面 非顶楼 采光好,单价39553元/平米,265,| 2室1厅 | 67平米 | 南 | 其他,高楼层(共6层)  1997年建板楼  -,
鼎和里 东西通透大两室 采光好 视野开阔,单价38462元/平米,300,| 2室1厅 | 78平米 | 东 西 | 简装,高楼层(共6层)  1995年建板楼  -,
瑞景名郡 精装复式 次新房 交通便利,单价33334元/平米,200,| 2室1厅 | 60平米 | 东南 | 精装,低楼层(共19层)  1990年建塔楼  -,
长寿公寓 精装修 通透两室 万全学区,单价40817元/平米,400,| 2室1厅 | 98平米 | 东 西 | 简装,高楼层(共10层)  1999年建板楼  -,
云台花园 交通便利 楼层好 通风好,单价39929元/平米,334,| 2室1厅 | 83.65平米 | 南 | 其他,高楼层(共27层)  2006年建板塔结合  -,
紧邻地铁1、3号线 新华大厦 带电梯,单价20082元/平米,245,| 1室1厅 | 122平米 | 北 | 其他,中楼层(共25层)  1998年建塔楼  -,
营口道33号 1室1厅 95万,单价24517元/平米,95,| 1室1厅 | 38.75平米 | 西 | 其他,高楼层(共8层)  1987年建板楼  -,
迎新里 低楼层 阳面 西康路小学片 地铁沿线,单价39824元/平米,90,| 1室0厅 | 22.6平米 | 西南 | 简装,中楼层(共5层)  1993年建板楼  -,
津塔公寓 普通住宅 中高楼层 精装修,单价50000元/平米,450,| 1室0厅 | 90平米 | 东南 | 精装,中楼层(共30层)  2010年建塔楼  -,
兴隆南里 鞍山道铁片 有学区名额 地铁房,单价42106元/平米,240,| 2室0厅 | 57平米 | 南 | 简装,高楼层(共7层)  1978年建板楼  -,
津塔公寓 70年大产权 民水民电 普通住宅,单价41622元/平米,380,| 1室0厅 | 91.3平米 | 东南 | 精装,低楼层(共30层)  2010年建塔楼  -,
吉利花园 电梯房 私产可贷款 户型方正 采光好,单价71765元/平米,580,| 2室1厅 | 80.82平米 | 西 | 精装,中楼层(共32层)  2002年建板楼  -,
金泉里 一楼带小院 南北通透 东南金角,单价81824元/平米,280,| 1室1厅 | 34.22平米 | 东南 北 | 其他,低楼层(共4层)  1987年建板楼  -,
保利金香槟 民水民电 精装修 采光好,单价30546元/平米,168,| 1室0厅 | 55平米 | 东北 | 精装,中楼层(共24层)  2012年建板楼  -,
新汇华庭 采光充足  地铁房 视野开阔,单价27211元/平米,160,| 1室1厅 | 58.8平米 | 南 北 | 精装,中楼层(共28层)  2015年建板楼  -,
春荣里 中间楼层 交通方便 采光好 哈密道小学,单价44286元/平米,155,| 1室0厅 | 35平米 | 东北 | 简装,中楼层(共6层)  1983年建板楼  -,
银凤里 2室1厅 320万,单价74229元/平米,320,| 2室1厅 | 43.11平米 | 南 | 其他,低楼层(共6层)  1982年建板楼  -,
协昌里三条 1室0厅 100万,单价45455元/平米,100,| 1室0厅 | 22平米 | 南 北 | 其他,低楼层(共1层)  板楼  -,
迎春里（和平） 1室1厅 82万,单价39614元/平米,82,| 1室1厅 | 20.7平米 | 北 | 其他,高楼层(共6层)  1984年建板楼  -,
湯臣津湾一品 1室1厅 705万,单价60672元/平米,705,| 1室1厅 | 116.2平米 | 西 | 其他,中楼层(共57层)  2015年建板楼  -,
西安道 1室0厅 180万,单价88670元/平米,180,| 1室0厅 | 20.3平米 | 南 北 | 其他,低楼层(共2层)  2000年建板楼  -,
南荣里 1室1厅 150万,单价75000元/平米,150,| 1室1厅 | 20平米 | 南 | 其他,中楼层(共6层)  1980年建板楼  -,
诚基经贸中心 3室1厅 260万,单价42623元/平米,260,| 3室1厅 | 61平米 | 东 | 其他,高楼层(共50层)  2008年建塔楼  -,
诚基经贸中心 1室1厅 165万,单价27500元/平米,165,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共50层)  2008年建塔楼  -,
鼎成公寓 1室1厅 230万,单价36353元/平米,230,| 1室1厅 | 63.27平米 | 南 北 | 其他,中楼层(共12层)  2000年建板楼  -,
怀远里 1室1厅 210万,单价53031元/平米,210,| 1室1厅 | 39.6平米 | 北 | 其他,高楼层(共7层)  1993年建板楼  -,
信华楼 2室0厅 235万,单价47000元/平米,235,| 2室0厅 | 50平米 | 东 西 | 其他,高楼层(共5层)  1988年建板楼  -,
复元里 1室1厅 230万,单价73366元/平米,230,| 1室1厅 | 31.35平米 | 东 西 | 其他,中楼层(共5层)  1980年建板楼  -,
新春巷 交通便利 非顶楼 无遮挡 采光好,单价31056元/平米,55,| 1室0厅 | 17.71平米 | 东 | 简装,中楼层(共5层)  1990年建板楼  -,
乐寿里 鞍山道学区房 可落户  低楼层,单价62500元/平米,90,| 1室0厅 | 14.4平米 | 西 北 | 其他,低楼层(共3层)  1990年建板楼  -,
诚基中心 低楼层 有采光 小学片,单价32593元/平米,88,| 1室1厅 | 27平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
宁夏路  临近鞍山道小学 看房方便,单价71771元/平米,90,| 1室0厅 | 12.54平米 | 西北 | 其他,低楼层(共2层)  板楼  -,
安乐村 非顶楼 朝东 岳阳道片 随时看房,单价51004元/平米,150,| 1室0厅 | 29.41平米 | 东 | 其他,低楼层(共3层)  1988年建板楼  -,
碧云里 环境优雅 位置优越 配套齐全 采光好,单价20931元/平米,90,| 1室1厅 | 43平米 | 北 | 毛坯,中楼层(共20层)  1988年建板楼  -,
君隆广场 物业完善 周边配套好 品质住宅,单价31708元/平米,260,| 1室1厅 | 82平米 | 西 | 精装,高楼层(共38层)  2009年建塔楼  -,
富顿大厦 全阳一室 采光优质 周边配套齐全,单价57433元/平米,425,| 1室1厅 | 74平米 | 南 | 其他,中楼层(共30层)  2008年建板楼  -,
福方里 万全学区 一室 中间楼层 采光好,单价50000元/平米,215,| 1室0厅 | 43平米 | 南 | 简装,中楼层(共5层)  1985年建板楼  -,
和平区平安大街 万全道学区 交通方便,单价50506元/平米,155,| 1室1厅 | 30.69平米 | 南 | 简装,低楼层(共1层)  1990年建板楼  -,
湖北路小区 交通方便 中间楼层 视野好,单价42143元/平米,118,| 1室1厅 | 28平米 | 西南 | 简装,中楼层(共7层)  1997年建板楼  -,
新文化新景居 黄金楼层 中楼层 临近地铁,单价50845元/平米,250,| 1室0厅 | 49.17平米 | 东 | 其他,中楼层(共30层)  2006年建板楼  -,
湯臣一品 高端住宅 精装修   私产房,单价47369元/平米,450,| 1室1厅 | 95平米 | 西 | 其他,低楼层(共57层)  2015年建板楼  -,
卫华里 私产可贷款 低楼层 东西通透,单价36667元/平米,220,| 2室0厅 | 60平米 | 东 西 | 其他,低楼层(共6层)  1988年建板楼  -,
世昌里   一室 阳面房 采光好,单价66474元/平米,230,| 1室0厅 | 34.6平米 | 南 | 其他,高楼层(共7层)  板楼  -,
怀远里 公产房 可买产权 万全学区,单价43683元/平米,195,| 1室1厅 | 44.64平米 | 东 | 其他,高楼层(共6层)  1993年建板楼  -,
河沿里 阳面一居室 采光好 精装修 户型方正,单价43491元/平米,155,| 1室0厅 | 35.64平米 | 南 | 精装,中楼层(共6层)  1985年建板楼  -,
都会轩 实验小学片 精装修 双地铁,单价62500元/平米,450,| 1室1厅 | 72平米 | 西北 | 其他,低楼层(共57层)  2012年建板楼  -,
宜昌南里 中间楼层 采光好视野佳 交通便利,单价28970元/平米,135,| 1室1厅 | 46.6平米 | 南 北 | 其他,中楼层(共7层)  2000年建板楼  -,
宁夏路 楼层好 采光好 低楼层,单价47601元/平米,120,| 2室0厅 | 25.21平米 | 西 | 简装,低楼层(共2层)  板楼  -,
万全道学片 精装大一室 配套齐全 交通便利,单价54546元/平米,180,| 1室0厅 | 33平米 | 北 | 其他,中楼层(共6层)  1993年建板楼  -,
河沿里 南北通透 户型方正 采光无遮挡,单价37279元/平米,126,| 1室1厅 | 33.8平米 | 南 | 其他,高楼层(共6层)  1985年建板楼  -,
兴河里 朝南正房 税费低 交通便利,单价25610元/平米,105,| 1室1厅 | 41平米 | 南 北 | 其他,高楼层(共7层)  1989年建板楼  -,
宜昌南里 临近地铁 出行方便 南北朝向,单价28319元/平米,125,| 1室1厅 | 44.14平米 | 南 北 | 简装,低楼层(共7层)  2000年建板楼  -,
卫华里 私产可贷款 朝南采光好 交通便利,单价37137元/平米,180,| 1室1厅 | 48.47平米 | 南 北 | 其他,高楼层(共6层)  1988年建板楼  -,
气象台路 低楼层 总房款低 临地铁3号线50米,单价28334元/平米,85,| 1室1厅 | 30平米 | 西南 | 其他,中楼层(共5层)  1984年建板楼  -,
世家新苑 西康路学片 私产房可贷款,单价32490元/平米,195,| 1室1厅 | 60.02平米 | 西南 | 其他,低楼层(共18层)  2000年建板楼  -,
同发里 南北通透大一室 私产过两年可贷款,单价37038元/平米,200,| 1室1厅 | 54平米 | 南 北 | 其他,高楼层(共9层)  1999年建板楼  -,
兴中里 稀缺一楼 阳面采光充足 交通便利,单价38587元/平米,95,| 1室0厅 | 24.62平米 | 南 | 精装,低楼层(共5层)  1990年建板楼  -,
东西通透两居室 房型方正 看房方便,单价34770元/平米,180,| 2室0厅 | 51.77平米 | 东 西 | 其他,高楼层(共6层)  1996年建板楼  -,
南市蓉芳里  万全学区房  配套完善  阳面独单,单价43479元/平米,200,| 1室1厅 | 46平米 | 南 | 其他,高楼层(共7层)  1998年建板楼  -,
诚基经贸中心 一室精装 没过两年 一片中学,单价25000元/平米,150,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共50层)  2008年建塔楼  -,
吉利花园 电梯房 户型方正 采光好 无遮挡,单价50395元/平米,300,| 1室1厅 | 59.53平米 | 东南 | 其他,高楼层(共32层)  2002年建板楼  -,
诚基中心 紧邻地铁 低楼层 70年产权,单价22550元/平米,115,| 1室1厅 | 51平米 | 东北 | 其他,低楼层(共50层)  2008年建塔楼  -,
佳宜公寓  私产过两年 带电梯 天津大学对面,单价26334元/平米,158,| 1室0厅 | 60平米 | 西 | 其他,中楼层(共11层)  2004年建塔楼  -,
佳怡公寓 私产房贷款灵活 带电梯 中楼层,单价20619元/平米,200,| 1室1厅 | 97平米 | 东 | 其他,高楼层(共15层)  2004年建塔楼  -,
新文化花园新丽居 4室1厅 520万,单价34582元/平米,520,| 4室1厅 | 150.37平米 | 东南 | 其他,中楼层(共24层)  2005年建板楼  -,
碧云里 1室1厅 110万,单价20221元/平米,110,| 1室1厅 | 54.4平米 | 南 | 其他,中楼层(共20层)  1988年建板楼  -,
金融街融御 2室1厅 684万,单价60000元/平米,684,| 2室1厅 | 114平米 | 南 | 其他,中楼层(共48层)  2015年建塔楼  -,
庆华里 2室1厅 285万,单价32808元/平米,285,| 2室1厅 | 86.87平米 | 西 | 其他,高楼层(共7层)  1991年建板楼  -,
仰止坊 2室0厅 210万,单价59306元/平米,210,| 2室0厅 | 35.41平米 | 南 北 | 其他,低楼层(共2层)  板楼  -,
鞍山道 2室1厅 290万,单价52747元/平米,290,| 2室1厅 | 54.98平米 | 东 | 其他,高楼层(共5层)  1991年建板楼  -,
福厚西里 万全学区 地铁房 配套齐全,单价54311元/平米,315,| 1室1厅 | 58平米 | 南 北 | 精装,中楼层(共7层)  1998年建板楼  -,
山东路 临近沈阳道市场 配套齐全  诚意出售,单价41667元/平米,150,| 1室1厅 | 36平米 | 南 | 简装,低楼层(共6层)  板楼  -,
崇仁里 耀华学片 楼层低  配套成熟 学校云集 文明社区,单价71754元/平米,205,| 1室0厅 | 28.57平米 | 南 | 简装,低楼层(共7层)  板楼  -,
庆有西里  黄金楼层  纯阳面 公产房 万全道小学片,单价73579元/平米,220,| 1室0厅 | 29.9平米 | 南 | 精装,低楼层(共7层)  1997年建板楼  -,
树德楼 私产 双东两室 中间楼层 采光充足,单价41494元/平米,200,| 2室0厅 | 48.2平米 | 东 | 毛坯,中楼层(共6层)  1988年建板楼  -,
津塔公寓  精装修 户型方正 地铁房,单价45000元/平米,270,| 1室0厅 | 60平米 | 南 | 精装,高楼层(共30层)  2010年建塔楼  -,
蓉芳里 万全道学区 稀缺房源 户型正气,单价41408元/平米,180,| 1室1厅 | 43.47平米 | 东 | 简装,高楼层(共9层)  1998年建板楼  -,
保利金香槟 精装修 交通便利 一室,单价27381元/平米,115,| 1室0厅 | 42平米 | 西 北 | 精装,低楼层(共24层)  2012年建板楼  -,
瑞景名郡 2室1厅 160万,单价34580元/平米,160,| 2室1厅 | 46.27平米 | 东 | 其他,低楼层(共18层)  2012年建塔楼  -,
树德楼 2室1厅 220万,单价40081元/平米,220,| 2室1厅 | 54.89平米 | 南 | 其他,高楼层(共5层)  1988年建板楼  -,
光洁里 2室0厅 300万,单价51423元/平米,300,| 2室0厅 | 58.34平米 | 东北 | 精装,高楼层(共5层)  1988年建板楼  -,
