name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
南园新村 证够二年 入读万松园小学地段生,单价19600元/平米,98,| 2室1厅 | 50平米 | 西南 | 其他,高楼层(共7层)  1997年建塔楼  -,
实用温馨单位 配套完善,单价33654元/平米,350,| 2室2厅 | 104平米 | 北 | 其他,中楼层(共35层)  2003年建塔楼  -,
蓝色康园 精致装修 南北对流 实用三房,单价43225元/平米,370,| 3室2厅 | 85.6平米 | 南 | 精装,低楼层(共19层)  2005年建塔楼  -,
金碧湾 南向三房 精装修,单价36894元/平米,380,| 3室2厅 | 103平米 | 南 | 简装,低楼层(共32层)  2007年建塔楼  -,
穗发花园 中层单位 视野开阔,单价20290元/平米,140,| 3室1厅 | 69平米 | 北 | 其他,中楼层(共8层)  塔楼  -,
大江冲29号2梯   温馨三房出售,单价26667元/平米,240,| 3室2厅 | 90平米 | 南 | 其他,低楼层(共8层)  1997年建塔楼  -,
南洲花苑 证过五年 温馨实用两房,单价14407元/平米,85,| 2室2厅 | 59平米 | 东北 | 简装,高楼层(共9层)  1993年建塔楼  -,
侨诚花园 精装修两房 温馨舒适,单价17667元/平米,106,| 2室1厅 | 60平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
实用三房南北对流,单价12000元/平米,103.2,| 3室1厅 | 86平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
惠侨苑 精致装修 总价低,单价20000元/平米,50,| 1室0厅 | 25平米 | 南 | 简装,低楼层(共9层)  1999年建塔楼  -,
万华花园 精致两房 实用率高 首付低,单价15323元/平米,95,| 2室1厅 | 62平米 | 东南 | 简装,高楼层(共8层)  2005年建塔楼  -,
南洲花园 刚需首选 户型方正 安静望花园,单价15484元/平米,96,| 2室1厅 | 62平米 | 西南 | 简装,高楼层(共9层)  1993年建塔楼  -,
地铁口物业 电梯高层 实用率高 免重税,单价21642元/平米,145,| 2室1厅 | 67平米 | 南 | 其他,高楼层(共15层)  1998年建塔楼  -,
豪装望江三房 通风夜景靓 温馨单位,单价36327元/平米,178,| 3室1厅 | 49平米 | 北 | 简装,高楼层(共23层)  1999年建塔楼  -,
聚龙新街 精美三房 配套完善 136万,单价19429元/平米,136,| 3室1厅 | 70平米 | 东 | 其他,高楼层(共9层)  1991年建塔楼  -,
第三金碧 舒适大两房 安静望花园,单价28750元/平米,230,| 2室2厅 | 80平米 | 北 | 其他,低楼层(共32层)  2000年建塔楼  -,
罗马家园空中大阳台3房 南北对流双园景,单价25000元/平米,330,| 3室2厅 | 132平米 | 南 | 简装,低楼层(共12层)  2007年建塔楼  -,
金碧花园一期 间隔方正实用 望花园 超低,单价23914元/平米,165,| 2室2厅 | 69平米 | 东 | 精装,高楼层(共22层)  2000年建塔楼  -,
保利红棉花园东向两房 格局方正 采光极佳,单价16936元/平米,105,| 2室1厅 | 62平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
第二金碧 少有放盘 东向望花园 旺财,单价23948元/平米,157,| 2室2厅 | 65.56平米 | 东 | 精装,高楼层(共33层)  2000年建塔楼  -,
万华花园 正规两房 户型方正 装修新净,单价20000元/平米,140,| 2室1厅 | 70平米 | 西 | 简装,高楼层(共9层)  2005年建塔楼  -,
保利花园 南向复式 间隔方正,单价20775元/平米,295,| 4室2厅 | 142平米 | 南 | 精装,高楼层(共7层)  2000年建塔楼  -,
中顺领御公馆 豪华四房 品质追求 楼王,单价24051元/平米,380,| 4室2厅 | 158平米 | 南 | 精装,低楼层(共21层)  1999年建塔楼  -,
晓燕湾 精致两房 间隔方正,单价20139元/平米,145,| 2室1厅 | 72平米 | 西北 | 精装,中楼层(共10层)  1999年建塔楼  -,
南洲名苑 地铁上盖 电梯两房,单价23223元/平米,148,| 2室2厅 | 63.73平米 | 东 | 简装,中楼层(共10层)  1997年建塔楼  -,
光大花园榕岸 实用3房 双阳台,单价45926元/平米,620,| 3室2厅 | 135平米 | 东南 | 其他,高楼层(共33层)  2006年建塔楼  -,
实用温馨单位 配套完善,单价41356元/平米,460,| 3室2厅 | 111.23平米 | 西北 | 精装,高楼层(共33层)  2006年建塔楼  -,
金影花园 电梯3房 刚需3房 户型方正,单价22106元/平米,210,| 3室1厅 | 95平米 | 东南 | 其他,低楼层(共9层)  1997年建塔楼  -,
晓港湾 一房一厅 投资首选 小区环境,单价16944元/平米,59.98,| 1室1厅 | 35.4平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
南洲花苑 实用两房 户型好 采光好,单价13115元/平米,80,| 2室1厅 | 61平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
保利花园复式五房 采光通风好,单价23545元/平米,445,| 5室3厅 | 189平米 | 西北 | 毛坯,高楼层(共11层)  2000年建塔楼  -,
晓港湾 单身公寓 近地铁 安静舒适,单价19000元/平米,76,| 1室1厅 | 40平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
晓港湾 刚需电梯两房 保养好 采光好,单价24648元/平米,175,| 2室1厅 | 71平米 | 西南 | 精装,高楼层(共31层)  1999年建塔楼  -,
基建新村 小户型 实用两房,单价14099元/平米,86,| 2室1厅 | 61平米 | 南 | 简装,低楼层(共6层)  1998年建塔楼  -,
方正实用 采光通风 黄金楼层,单价17576元/平米,58,| 1室1厅 | 33平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
东晓南一房一厅投资首选！！！,单价27106元/平米,103,| 1室1厅 | 38平米 | 西南 | 简装,低楼层(共9层)  1998年建塔楼  -,
晓港湾 精致小两房 总价全区最低 强荐,单价16000元/平米,56,| 2室1厅 | 35平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
江南美景花园 地铁口 位置好,单价26667元/平米,240,| 3室2厅 | 90平米 | 东南 | 精装,高楼层(共19层)  塔楼  -,
江南大道中 低层两房 省重点学位,单价22223元/平米,200,| 2室1厅 | 90平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
和辉花园 精致装修 电梯两房,单价20051元/平米,160,| 2室1厅 | 79.8平米 | 西 | 简装,中楼层(共12层)  1999年建塔楼  -,
客村双地铁 珠影综合楼 小三房 性价比高,单价17074元/平米,140,| 3室1厅 | 82平米 | 东 | 简装,高楼层(共9层)  1996年建塔楼  -,
保利花园封闭型小区业主自主附带名全新家私,单价23637元/平米,260,| 3室2厅 | 110平米 | 东南 | 精装,高楼层(共6层)  2007年建塔楼  -,
南洲花苑 证过两年 舒适两房 刚需首选,单价12508元/平米,80,| 2室2厅 | 63.96平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
南洲华苑 一房一厅 新婚首选,单价14652元/平米,63,| 1室1厅 | 43平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
保利花园 南北对流 电梯两房,单价27565元/平米,215,| 2室2厅 | 78平米 | 北 | 简装,低楼层(共23层)  2000年建塔楼  -,
马涌直街 两房一厅 方正实用 温馨舒适,单价17264元/平米,80,| 2室1厅 | 46.34平米 | 暂无数据 | 其他,高楼层(共9层)  1989年建塔楼  -,
昌岗中路 南北对流 方正光猛大两房,单价16987元/平米,100,| 2室2厅 | 58.87平米 | 北 | 简装,高楼层(共8层)  塔楼  -,
第二金碧  实用三房 厅出阳台带主套,单价25827元/平米,228,| 3室2厅 | 88.28平米 | 东南 | 简装,高楼层(共28层)  2000年建塔楼  -,
雅致花园 间隔方正 厅出阳台,单价26000元/平米,195,| 2室1厅 | 75平米 | 西北 | 简装,高楼层(共16层)  1998年建塔楼  -,
水岸榕城 实用两房,单价45433元/平米,370,| 2室2厅 | 81.44平米 | 东北 | 精装,中楼层(共17层)  2006年建塔楼  -,
南箕花园 南向 一房一厅 带市一级学位,单价13830元/平米,65,| 1室1厅 | 47平米 | 南 | 其他,高楼层(共9层)  2001年建塔楼  -,
富力现代广场 稀有的带花园单位 4米层高,单价49153元/平米,580,| 3室2厅 | 118平米 | 南 | 精装,低楼层(共19层)  2005年建塔楼  -,
南洲花苑 精装两房 证过5年 唯一物业,单价18542元/平米,89,| 2室1厅 | 48平米 | 北 | 简装,高楼层(共9层)  1993年建塔楼  -,
南景园 大气四房 东南向 通风佳,单价25926元/平米,350,| 4室2厅 | 135平米 | 东南 | 精装,低楼层(共12层)  2001年建塔楼  -,
正规一房一厅 投资自主首选,单价24167元/平米,116,| 1室1厅 | 48平米 | 南 | 其他,高楼层(共13层)  2005年建塔楼  -,
南洲花苑 格局方正 南向 新装修,单价15625元/平米,100,| 2室1厅 | 64平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
南洲花苑 方正实用精装两房 新婚居家首选,单价16456元/平米,130,| 2室2厅 | 79平米 | 东 | 简装,高楼层(共9层)  1993年建塔楼  -,
第三金碧 爵府精装三房 安静望花园,单价31429元/平米,330,| 3室2厅 | 105平米 | 东北 | 其他,低楼层(共32层)  2000年建塔楼  -,
南洲花苑 精装住家一房 中楼层,单价15556元/平米,70,| 1室1厅 | 45平米 | 北 | 简装,低楼层(共9层)  1993年建塔楼  -,
金碧二期 新装两房 厅直出阳台,单价25863元/平米,150,| 2室2厅 | 58平米 | 西 | 精装,高楼层(共33层)  2000年建塔楼  -,
保利红棉花园 间隔方正 实用一房,单价19429元/平米,68,| 1室1厅 | 35平米 | 南 | 简装,中楼层(共9层)  1997年建塔楼  -,
保利花园 中层东南向实用两房,单价27106元/平米,206,| 2室2厅 | 76平米 | 东南 | 简装,高楼层(共6层)  2000年建塔楼  -,
聚德花园 正式两房 北望广州塔,单价19734元/平米,148,| 2室2厅 | 75平米 | 西南 | 其他,高楼层(共27层)  1997年建塔楼  -,
万华花园采光通风一流 安静舒适 干净温馨,单价28206元/平米,220,| 2室2厅 | 78平米 | 南 | 简装,低楼层(共18层)  2005年建塔楼  -,
宜商宜居，南北对流,单价31035元/平米,270,| 2室2厅 | 87平米 | 南 | 其他,高楼层(共23层)  塔楼  -,
晓港湾 中层物业 室内装修温馨 业主自住,单价18696元/平米,86,| 2室2厅 | 46平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
南洲花苑 离梦想很近 实现舒适三房,单价14667元/平米,132,| 3室1厅 | 90平米 | 南 | 简装,中楼层(共9层)  1993年建塔楼  -,
嘉鸿花园有天台花园证够2年有钥匙看楼,单价20953元/平米,176,| 3室2厅 | 84平米 | 西南 | 简装,高楼层(共12层)  1999年建塔楼  -,
精致两房 高层望江  环境优美 装修新净,单价35385元/平米,230,| 2室1厅 | 65平米 | 西 | 精装,高楼层(共32层)  2007年建塔楼  -,
金碧花园 实用两房 户型方正,单价29473元/平米,241,| 2室2厅 | 81.77平米 | 北 | 简装,高楼层(共32层)  2000年建塔楼  -,
南洲花苑 温馨两房  采光通风好,单价17038元/平米,138,| 2室1厅 | 81平米 | 西南 | 简装,高楼层(共9层)  1993年建塔楼  -,
侨诚花园 地铁上盖 实用两房,单价23052元/平米,142,| 2室1厅 | 61.6平米 | 西南 | 简装,高楼层(共15层)  1998年建塔楼  -,
光大花园  省级学位 格局实用 精装四房,单价42520元/平米,540,| 3室2厅 | 127平米 | 东南 | 简装,高楼层(共33层)  2006年建塔楼  -,
兴南二街 实用东南向三房 环境优雅,单价17722元/平米,140,| 3室2厅 | 79平米 | 东南 | 简装,中楼层(共9层)  1998年建塔楼  -,
金穗雅园 环境优雅 园景复式,单价27793元/平米,428,| 4室2厅 | 154平米 | 北 | 其他,高楼层(共11层)  2002年建塔楼  -,
金雅苑 温馨两房户型 价钱实在,单价29578元/平米,210,| 2室2厅 | 71平米 | 北 | 精装,低楼层(共13层)  2001年建塔楼  -,
丙外街 楼梯两房 间隔方正 南向,单价17829元/平米,110,| 2室1厅 | 61.7平米 | 南 | 简装,高楼层(共8层)  1994年建塔楼  -,
英豪花园 中层精致装修 格局方正 近地铁,单价19697元/平米,65,| 1室0厅 | 33平米 | 北 | 精装,中楼层(共9层)  2005年建塔楼  -,
江南新苑 南向大三房 好户型,单价43217元/平米,560,| 3室2厅 | 129.58平米 | 南 | 精装,中楼层(共29层)  2005年建塔楼  -,
保利红棉花园 电梯低层三房 保养好,单价23424元/平米,260,| 3室2厅 | 111平米 | 东南 | 精装,低楼层(共19层)  1997年建塔楼  -,
地铁口 中层单位 保养新 间隔好,单价22143元/平米,155,| 2室2厅 | 70平米 | 西南 | 精装,中楼层(共9层)  1999年建塔楼  -,
晓港湾 温馨两房 送大花园,单价16667元/平米,105,| 2室1厅 | 63平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
保利红棉花园 高层两房 采光通风一流,单价17600元/平米,88,| 2室1厅 | 50平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
英豪花园方正大两房，南北通透，配学位！,单价16092元/平米,140,| 2室2厅 | 87平米 | 东南 | 精装,高楼层(共9层)  2005年建塔楼  -,
精准两房 豪华装修 布局实用 全新装修,单价23750元/平米,190,| 2室2厅 | 80平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
保利红棉 格局方正实用 近地铁,单价18056元/平米,130,| 3室2厅 | 72平米 | 西南 | 简装,高楼层(共9层)  1997年建塔楼  -,
侨诚花园 户型方正 证满2年厅出阳台,单价17895元/平米,170,| 3室1厅 | 95平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
业主自住 保养新净 南北对流,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
全新未住 南北对流 楼王单位,单价53668元/平米,2100,| 4室2厅 | 391.3平米 | 南 | 毛坯,低楼层(共38层)  2002年建塔楼  -,
瑞宝花园 中层两房 家私家电齐全,单价18841元/平米,130,| 2室1厅 | 69平米 | 西南 | 其他,中楼层(共9层)  1997年建塔楼  -,
第一金碧 敞亮大两房 够五年 免重税,单价23334元/平米,210,| 2室2厅 | 90平米 | 东北 | 精装,低楼层(共26层)  2000年建塔楼  -,
珠江帝景克莱公寓 东南西三面采光,单价41177元/平米,980,| 5室3厅 | 238平米 | 西 | 精装,高楼层(共32层)  2007年建塔楼  -,
嘉仕花园 热门小区 实用两房 户型方正,单价34483元/平米,300,| 2室1厅 | 87平米 | 南 | 精装,高楼层(共28层)  2003年建塔楼  -,
南华花园 证过2年 唯一物业 总价低,单价18519元/平米,50,| 1室1厅 | 27平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
低层靓向 间隔方正 实用二房,单价19643元/平米,110,| 1室1厅 | 56平米 | 西 | 其他,低楼层(共9层)  1998年建塔楼  -,
侨诚花园 中层2房 园景单位 地铁上盖,单价25556元/平米,138,| 2室2厅 | 54平米 | 东 | 其他,中楼层(共9层)  1998年建塔楼  -,
滨江明珠 豪华装修 一线望江,单价49133元/平米,850,| 4室2厅 | 173平米 | 西北 | 其他,中楼层(共29层)  2007年建塔楼  -,
地铁沿线 旺中带静 大房大厅 通风好,单价14706元/平米,125,| 2室1厅 | 85平米 | 东 | 简装,高楼层(共7层)  2000年建塔楼  -,
宝通街 小3房改2 房带大平台,单价18549元/平米,115,| 2室1厅 | 62平米 | 西北 | 其他,低楼层(共9层)  1998年建塔楼  -,
金碧三期 精装一房 带大阳台,单价29837元/平米,95,| 1室0厅 | 31.84平米 | 西 | 精装,中楼层(共32层)  2000年建塔楼  -,
复式单位 间隔方正 保养新净,单价53534元/平米,500,| 4室2厅 | 93.4平米 | 东北 | 毛坯,高楼层(共26层)  2007年建塔楼  -,
保利花园 二期花园中心位置,单价28724元/平米,270,| 3室2厅 | 94平米 | 北 | 简装,低楼层(共11层)  2000年建塔楼  -,
晓港湾 地铁上盖 精装两房 方正实用,单价18096元/平米,76,| 1室1厅 | 42平米 | 东北 | 简装,低楼层(共9层)  1999年建塔楼  -,
南洲花苑 单身公寓 交通方便 小区安静,单价13940元/平米,46,| 1室0厅 | 33平米 | 北 | 简装,高楼层(共9层)  1993年建塔楼  -,
金碧花园 简装修 非常实用,单价28750元/平米,230,| 2室2厅 | 80平米 | 东北 | 精装,低楼层(共32层)  2000年建塔楼  -,
【满堂红链家】侨城花园 低楼层两房,单价17242元/平米,100,| 2室1厅 | 58平米 | 南 | 简装,低楼层(共9层)  1998年建塔楼  -,
尚东峰景 精装两房 证够两年,单价28978元/平米,255,| 2室1厅 | 88平米 | 北 | 其他,中楼层(共32层)  2012年建塔楼  -,
明星楼 宝岗中心地段 底层3房 过五唯一,单价17957元/平米,167,| 3室2厅 | 93平米 | 东南 | 简装,中楼层(共9层)  塔楼  -,
芳草轩 南向两房 中高楼层,单价29893元/平米,278,| 2室2厅 | 93平米 | 南 | 精装,高楼层(共15层)  2007年建塔楼  -,
实用温馨单位 配套完善,单价30986元/平米,220,| 2室1厅 | 71平米 | 北 | 精装,中楼层(共11层)  1998年建塔楼  -,
晓港湾简约单间 安静朝向 空间实用,单价20910元/平米,115,| 2室2厅 | 55平米 | 西 | 简装,低楼层(共9层)  1999年建塔楼  -,
江南新苑 精致一房 看房方便,单价34382元/平米,210,| 1室1厅 | 61.08平米 | 东北 | 精装,低楼层(共30层)  2009年建塔楼  -,
晓港湾 地铁上盖 园景单位 证满两年,单价17750元/平米,142,| 2室2厅 | 80平米 | 北 | 精装,高楼层(共9层)  1999年建塔楼  -,
南华花园 东南向两房 总价低投资自住首选,单价15958元/平米,75,| 2室1厅 | 47平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
南洲花苑 正规两房 格局方正 户型实用,单价14286元/平米,90,| 2室1厅 | 63平米 | 东 | 简装,高楼层(共9层)  1993年建塔楼  -,
金溪大厦 间隔方正 少有笋盘,单价14445元/平米,130,| 2室2厅 | 90平米 | 西北 | 其他,中楼层(共9层)  塔楼  -,
祈乐苑 有匙即看 温馨实用两房　过渡首选,单价18667元/平米,140,| 2室2厅 | 75平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
