name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
新安苑 实用两房 地铁口物业 下沙学位,单价13514元/平米,100,| 3室1厅 | 74平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
石化生活区 地铁上盖小户型 保养好,单价13158元/平米,50,| 1室1厅 | 38平米 | 暂无数据 | 其他,高楼层(共6层)  1976年建塔楼  -,
冶炼厂宿舍 地铁口 小区环境好,单价10770元/平米,70,| 2室1厅 | 65平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
锦田花园 一房一厅,单价12791元/平米,55,| 1室2厅 | 43平米 | 东 | 简装,高楼层(共7层)  塔楼  -,
采光通风 南北朝向 生活十分便利,单价12150元/平米,130,| 3室1厅 | 107平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
港湾五村 地铁上盖框架楼 入读怡园小学,单价21053元/平米,80,| 1室1厅 | 38平米 | 南 | 简装,低楼层(共7层)  1999年建塔楼  -,
临近大沙地步行街 地铁5号线大沙地站,单价13221元/平米,78,| 1室1厅 | 59平米 | 南 | 简装,低楼层(共6层)  塔楼  -,
省级开发区小学 总价低 近地铁 投资笋盘,单价7781元/平米,54,| 2室1厅 | 69.4平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
13号线地铁口 BRT延线 精装一房,单价11250元/平米,45,| 1室1厅 | 40平米 | 南 | 精装,低楼层(共6层)  塔楼  -,
天虹花园A3栋 2室2厅 100万,单价13889元/平米,100,| 2室2厅 | 72平米 | 暂无数据 | 简装,高楼层(共9层)  塔楼  -,
地铁口 2房近地铁 投资回报率高,单价15493元/平米,110,| 2室2厅 | 71平米 | 北 | 其他,高楼层(共8层)  塔楼  -,
南屏苑 南北对流 中高楼层 采光好,单价9114元/平米,72,| 3室2厅 | 79平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
莺岗小区 精装3房 小区环境好 交通便利,单价10000元/平米,87,| 3室1厅 | 87平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
地铁口位置 电梯大两房 户型周正看房方便,单价14286元/平米,110,| 2室1厅 | 77平米 | 暂无数据 | 简装,高楼层(共13层)  塔楼  -,
黄埔新村精装两房 地段好 交通好,单价15790元/平米,150,| 3室2厅 | 95平米 | 东南 | 精装,高楼层(共9层)  1970年建塔楼  -,
丰乐小区 省级学位 精装三房 保养装修好,单价16667元/平米,150,| 3室2厅 | 90平米 | 东 | 精装,低楼层(共8层)  1990年建塔楼  -,
丰乐小区 黄金楼层 少有放盘 省一级学位,单价20000元/平米,120,| 2室1厅 | 60平米 | 东 | 其他,中楼层(共8层)  1990年建塔楼  -,
金碧领秀国际 南向大两房 位置安静,单价26507元/平米,220,| 2室2厅 | 83平米 | 南 | 精装,低楼层(共33层)  2007年建塔楼  -,
怡园小区 南向中层温馨两房 简单装修,单价20096元/平米,152,| 2室2厅 | 75.64平米 | 南 | 简装,中楼层(共8层)  1992年建塔楼  -,
高层南北对流 视野开阔 使用率高,单价11621元/平米,90,| 3室1厅 | 77.45平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
未地铁口 简装两房 格局方正 采光好,单价13375元/平米,90,| 2室2厅 | 67.29平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
豪装两房 格局方正 通风采光很好,单价12651元/平米,105,| 2室2厅 | 83平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
菠萝船厂宿舍 装修超好 地铁口升值无限,单价11250元/平米,45,| 1室1厅 | 40平米 | 暂无数据 | 其他,低楼层(共6层)  塔楼  -,
冶炼厂宿舍 南向三房 精装修居家,单价10715元/平米,90,| 3室2厅 | 84平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
东城国际写字楼 近地铁 配套完善,单价17709元/平米,85,| 1室0厅 | 48平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
电梯楼精选  业主自住 装修保养好,单价20000元/平米,210,| 3室2厅 | 105平米 | 南 | 精装,中楼层(共10层)  塔楼  -,
万科金色悦府 精装三房 方正实用,单价26471元/平米,270,| 3室2厅 | 102平米 | 南 | 其他,高楼层(共31层)  塔楼  -,
丰乐小区 实用两房 方正实用,单价15545元/平米,120,| 2室2厅 | 77.2平米 | 北 | 简装,中楼层(共8层)  1990年建塔楼  -,
石化生活区 地铁口精装中层1房,单价14445元/平米,52,| 1室1厅 | 36平米 | 南 | 其他,中楼层(共6层)  1976年建塔楼  -,
金碧世纪花园 实用南向三房 过五年,单价22942元/平米,195,| 3室2厅 | 85平米 | 东南 | 简装,低楼层(共17层)  2004年建塔楼  -,
天虹花园 大一房 楼层好 采光充足,单价19608元/平米,100,| 1室1厅 | 51平米 | 西南 | 简装,低楼层(共9层)  塔楼  -,
带省级荔园学位，周围配套措施完善,单价10500元/平米,33.6,| 1室1厅 | 32平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
金丽园 大四房 南北向 望花园 省学位级,单价14938元/平米,185,| 4室2厅 | 123.85平米 | 南 | 精装,中楼层(共9层)  塔楼  -,
怡园小区 南向三房 客厅全明户 安静不吵,单价18605元/平米,160,| 3室2厅 | 86平米 | 南 | 简装,中楼层(共8层)  1992年建塔楼  -,
怡园小区 地铁口 格局方正 采光通风,单价16448元/平米,125,| 2室2厅 | 76平米 | 南 | 简装,高楼层(共8层)  1992年建塔楼  -,
石化大院 实用两房 交通便利,单价14063元/平米,90,| 2室2厅 | 64平米 | 南 | 其他,高楼层(共8层)  1987年建塔楼  -,
黄埔花园 东南向一房一厅 楼王全新第五期,单价27562元/平米,170,| 1室1厅 | 61.68平米 | 东南 | 精装,高楼层(共24层)  2011年建塔楼  -,
东苑小区 精装三房 稀缺南向 带省学位,单价22265元/平米,220,| 3室2厅 | 98.81平米 | 东南 | 其他,中楼层(共17层)  2000年建塔楼  -,
黄埔新村 格局方正三房 精装修 安静不吵,单价13969元/平米,160,| 3室2厅 | 114.54平米 | 北 | 精装,高楼层(共9层)  1970年建塔楼  -,
东港花园 小户型 东向采光好,单价20434元/平米,83,| 1室1厅 | 40.62平米 | 东 | 简装,低楼层(共10层)  塔楼  -,
石化生活区 一房一厅 少有放售 不靠路边,单价15790元/平米,60,| 1室1厅 | 38平米 | 南 | 简装,中楼层(共6层)  1976年建塔楼  -,
乐苑小区 地铁沿线 物业生活配套齐性价高,单价14706元/平米,100,| 2室2厅 | 68平米 | 北 | 简装,高楼层(共8层)  塔楼  -,
怡园小区 温馨三房 南向望公园,单价18236元/平米,155,| 3室2厅 | 85平米 | 南 | 简装,中楼层(共8层)  1992年建塔楼  -,
丰逸尚居 交通便利 格局方正 南北对流,单价19299元/平米,220,| 3室2厅 | 114平米 | 北 | 精装,高楼层(共29层)  塔楼  -,
黄埔雅苑 交通便利 电梯温馨两房,单价20271元/平米,150,| 2室2厅 | 74平米 | 北 | 其他,中楼层(共11层)  1970年建塔楼  -,
黄埔雅苑 黄金楼层 安静不吵 很适合居家,单价21918元/平米,160,| 2室2厅 | 73平米 | 北 | 精装,低楼层(共11层)  1970年建塔楼  -,
金碧领秀国际 南向一房 采光通风好,单价23750元/平米,95,| 1室1厅 | 40平米 | 南 | 精装,中楼层(共33层)  2007年建塔楼  -,
房子漂亮 三面环山 空气清新 南北对流,单价9421元/平米,85,| 3室2厅 | 90.23平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
祥辉广场, 成熟小区,南北通透,看房方便,单价11628元/平米,100,| 2室2厅 | 86平米 | 南 | 其他,高楼层(共13层)  塔楼  -,
祥辉广场 保养好三房 交通方便！,单价11571元/平米,140,| 3室2厅 | 121平米 | 北 | 其他,高楼层(共13层)  塔楼  -,
银丰小区 配套完善 新装修 带学位 近地,单价12501元/平米,134.79,| 3室2厅 | 107.83平米 | 北 | 精装,高楼层(共9层)  1999年建塔楼  -,
浦远洋  产权清晰 南向三房,单价9147元/平米,75,| 3室1厅 | 82平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
怡园小区,精装三房,地铁口物业,省级学位,单价17122元/平米,135,| 3室2厅 | 78.85平米 | 南 | 精装,高楼层(共8层)  1992年建塔楼  -,
珠冶小区 东南三房 保养靓 总价便宜,单价12106元/平米,115,| 3室2厅 | 95平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
荔景园 黄金楼层 南向两房 可改三房,单价16445元/平米,148,| 2室2厅 | 90平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
金丽园 实用大3房 带学位 成熟配套,单价17895元/平米,170,| 3室2厅 | 95平米 | 北 | 简装,高楼层(共9层)  塔楼  -,
怡港花园 入读名校 实用两房 黄金楼层,单价19737元/平米,150,| 2室1厅 | 76平米 | 北 | 精装,低楼层(共9层)  1999年建塔楼  -,
石化生活区 黄金楼层 装修保养好,单价13266元/平米,65,| 2室1厅 | 49平米 | 南 | 其他,中楼层(共5层)  1976年建塔楼  -,
火电厂宿舍 豪华装修三房 采光好,单价14179元/平米,123,| 3室2厅 | 86.75平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
荔园小区 精装两房 省级学位 交通便利,单价17667元/平米,106,| 2室1厅 | 60平米 | 北 | 精装,中楼层(共9层)  1995年建塔楼  -,
文船生活区 西区 证过五年 房改房,单价12699元/平米,72,| 2室1厅 | 56.7平米 | 南 | 精装,高楼层(共5层)  1999年建塔楼  -,
天虹花园 实用精装两房 电梯楼,单价17949元/平米,140,| 2室2厅 | 78平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
天虹花园 实用两房 保养好,单价14118元/平米,72,| 2室1厅 | 51平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
金碧世纪花园 厅直出南向两房 稀缺户型,单价25000元/平米,175,| 2室1厅 | 70平米 | 南 | 精装,中楼层(共17层)  2004年建塔楼  -,
丰乐小区 省级下沙学位 实用两房地铁五线,单价14716元/平米,115,| 2室1厅 | 78.15平米 | 东北 | 简装,高楼层(共7层)  1990年建塔楼  -,
石化大院 地铁上盖 省级双学位,单价15484元/平米,96,| 2室1厅 | 62平米 | 南 | 简装,中楼层(共8层)  1987年建塔楼  -,
泰景花园 精装修实用两房 安静不吵,单价20000元/平米,170,| 2室2厅 | 85平米 | 西北 | 精装,高楼层(共9层)  2004年建塔楼  -,
乙烯大院 黄金楼层 近地铁 实用2房,单价18056元/平米,130,| 2室1厅 | 72平米 | 南 | 简装,中楼层(共8层)  1998年建塔楼  -,
66号大院 地铁口 生活方便 温馨装修,单价11306元/平米,115,| 2室2厅 | 101.72平米 | 南 | 简装,低楼层(共8层)  1995年建塔楼  -,
怡港花园园中园 通风采光好 安静不吵,单价25804元/平米,200,| 2室2厅 | 77.51平米 | 东北 | 简装,低楼层(共11层)  1999年建塔楼  -,
祥辉广场 未来地铁口 通风采光好 笋盘,单价12964元/平米,108,| 3室2厅 | 83.31平米 | 北 | 其他,中楼层(共13层)  塔楼  -,
黄埔花园稀缺高层大户型房子 安静不吵,单价22078元/平米,340,| 3室2厅 | 154平米 | 东北 | 精装,高楼层(共16层)  2011年建塔楼  -,
金碧世纪花园 时尚大三房 温馨舒适 住家,单价21384元/平米,340,| 3室2厅 | 159平米 | 南 | 简装,低楼层(共25层)  2004年建塔楼  -,
丰乐小区 配套成熟 省级学位,单价16154元/平米,105,| 2室1厅 | 65平米 | 南 | 简装,低楼层(共8层)  1990年建塔楼  -,
海关大院 精装两房 特价笋盘,单价13259元/平米,118,| 2室2厅 | 89平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
满堂红链家 金碧世纪花园全新未住豪华装修,单价24051元/平米,380,| 3室2厅 | 158平米 | 南 | 其他,高楼层(共25层)  2004年建塔楼  -,
解放村 小户型两房 框架结构 带省级学位,单价13443元/平米,82,| 2室1厅 | 61平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
配套成熟 交通便利 南北对流 靠近地铁,单价13231元/平米,86,| 2室1厅 | 65平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
外运宿舍 低层超笋 精装两房 荔园学位,单价14674元/平米,135,| 3室1厅 | 92平米 | 西 | 其他,低楼层(共6层)  塔楼  -,
东城国际 办公写字楼 南向 繁华地段,单价17809元/平米,130,| 1室1厅 | 73平米 | 暂无数据 | 毛坯,高楼层(共30层)  塔楼  -,
海校航专宿舍 实用中层2房 近地铁,单价13115元/平米,80,| 2室1厅 | 61平米 | 南 | 简装,中楼层(共6层)  1999年建塔楼  -,
三面环山 空气清新 南北对流,单价12223元/平米,110,| 3室2厅 | 90平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
墩美小区 中层两房 业主自住 价格优惠,单价7237元/平米,55,| 2室2厅 | 76平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
金碧世纪花园 全新装修 稀缺南向,单价28085元/平米,270,| 3室2厅 | 96.14平米 | 南 | 其他,高楼层(共32层)  2004年建塔楼  -,
大沙地地铁口物业 配套成熟 刚需首选,单价15472元/平米,82,| 2室1厅 | 53平米 | 南 | 简装,中楼层(共8层)  1995年建塔楼  -,
怡园小区 南向中层温馨两房 简单装修,单价18975元/平米,148,| 2室1厅 | 78平米 | 南 | 其他,中楼层(共8层)  1992年建塔楼  -,
悦时代花园高层靓装南向大四房修改房评,单价24563元/平米,330,| 4室2厅 | 134.35平米 | 东南 | 精装,中楼层(共33层)  2013年建塔楼  -,
墩美小区正规三房 价低房好 未来地铁口,单价10295元/平米,70,| 3室1厅 | 68平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
祥辉广场 地铁十三号线上盖 南北对流,单价11554元/平米,119,| 3室2厅 | 103平米 | 南 | 简装,高楼层(共13层)  塔楼  -,
金碧世纪花园 复式放卖 靓装 带入户花园,单价28986元/平米,200,| 3室1厅 | 69平米 | 南 | 精装,低楼层(共32层)  2004年建塔楼  -,
天虹花园 3室1厅 136万,单价17436元/平米,136,| 3室1厅 | 78平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
南向三房 中间楼层,单价10130元/平米,78,| 3室2厅 | 77平米 | 西南 | 其他,低楼层(共9层)  塔楼  -,
[链家满堂红]天虹花园 正规两房 急售,单价11965元/平米,67,| 1室1厅 | 56平米 | 西南 | 简装,高楼层(共9层)  塔楼  -,
梅园小区 2房1厅 装修保养新,单价10000元/平米,55,| 2室1厅 | 55平米 | 南 | 其他,中楼层(共5层)  2000年建塔楼  -,
珠冶小区 小区安静 适宜养老 带小花园,单价11283元/平米,88,| 2室2厅 | 78平米 | 南 | 精装,低楼层(共8层)  塔楼  -,
菠萝庙船厂宿舍 13号地铁上盖 中层两房,单价11467元/平米,86,| 2室2厅 | 75平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
文冲商贸大厦 地铁上盖 户型方正 新装修,单价14359元/平米,168,| 3室2厅 | 117平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
黄埔火电生活区 豪华装修两房 采光好,单价10228元/平米,90,| 2室2厅 | 88平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
火电厂宿舍 电梯上盖 南北对流 环境舒适,单价10667元/平米,80,| 2室2厅 | 75平米 | 南 | 简装,高楼层(共7层)  塔楼  -,
天虹花园 地铁口上盖 精装三房,单价13701元/平米,97,| 3室2厅 | 70.8平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
墩美小区 实用两房 户型格局不错,单价8824元/平米,60,| 2室1厅 | 68平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
金碧领秀单间  刚需省级学位 安静不吵！,单价25715元/平米,90,| 1室0厅 | 35平米 | 北 | 其他,高楼层(共33层)  2007年建塔楼  -,
港湾三村 学位房 南向两房  地铁口物业,单价12916元/平米,70,| 2室1厅 | 54.2平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
怡园小区 南向中层温馨两房 简单装修,单价18975元/平米,148,| 2室1厅 | 78平米 | 南 | 简装,中楼层(共8层)  1992年建塔楼  -,
天虹花园 配套成熟 交通便利 格局方正,单价16667元/平米,90,| 2室2厅 | 54平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
石化生活区 地铁上盖 带靓装修 证过五年,单价14246元/平米,90,| 2室1厅 | 63.18平米 | 南 | 其他,高楼层(共6层)  1984年建塔楼  -,
怡港花园 南向大三房 不是顶楼 单价低,单价17282元/平米,178,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
万科金色悦府 稀缺三房 方正实用,单价22442元/平米,193,| 3室2厅 | 86平米 | 东北 | 其他,高楼层(共31层)  塔楼  -,
天虹花园 精装小户型 证过两年,单价15295元/平米,78,| 2室1厅 | 51平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
丰逸尚居 近地铁实用高层1房 楼龄新,单价19524元/平米,82,| 1室1厅 | 42平米 | 北 | 精装,高楼层(共29层)  塔楼  -,
祥辉苑星座 双地铁物业 全新未入住修改房,单价21250元/平米,170,| 2室1厅 | 80平米 | 东南 | 简装,高楼层(共19层)  塔楼  -,
新港生活区 地铁上盖 配套齐全 交通方便,单价10186元/平米,55,| 2室1厅 | 54平米 | 南 | 其他,高楼层(共5层)  塔楼  -,
省电力一局 十三号地铁沿线,单价10385元/平米,81,| 3室1厅 | 78平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
石化生活区 业主要回乡下发展 诚心出售,单价12500元/平米,80,| 2室1厅 | 64平米 | 南 | 其他,高楼层(共8层)  1987年建塔楼  -,
南向一房一厅 投资事务自住  采光好,单价15385元/平米,100,| 1室0厅 | 65平米 | 暂无数据 | 其他,高楼层(共30层)  塔楼  -,
南向实用温馨两房 总价低 单价笋,单价13935元/平米,85,| 2室1厅 | 61平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
金港花园 带主套 安静不吵 三房,单价18628元/平米,190,| 3室2厅 | 102平米 | 东北 | 精装,高楼层(共24层)  1994年建塔楼  -,
黄埔新村 南向两房 格局方正,单价10607元/平米,105,| 2室2厅 | 99平米 | 南 | 简装,低楼层(共9层)  1970年建塔楼  -,
金碧领秀国际，南向大三房，格局方正,单价24437元/平米,325,| 3室2厅 | 133平米 | 南 | 精装,低楼层(共33层)  2007年建塔楼  -,
泰景花园 精装大两房 业主自住保养好,单价18889元/平米,170,| 2室2厅 | 90平米 | 东南 | 精装,中楼层(共9层)  2006年建塔楼  -,
金碧世纪花园 精装修 小区环境优美,单价26042元/平米,250,| 3室2厅 | 96平米 | 南 | 精装,低楼层(共32层)  2004年建塔楼  -,
