name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
南新苑 南北通三房 小高层带电梯 近地铁口,单价51557元/平米,530,| 3室1厅 | 102.8平米 | 南 北 | 其他,高楼层(共9层)  1995年建板塔结合  -,
向南海德大厦 近南山地铁站 精装三房满5年,单价70589元/平米,480,| 3室2厅 | 68平米 | 东 | 精装,中楼层(共26层)  2008年建板塔结合  -,
花园城一期  购物及交通都很方便,单价73973元/平米,540,| 2室2厅 | 73平米 | 南 西 | 精装,低楼层(共9层)  2000年建板塔结合  -,
海尚国际满五年唯一免税，东南三房，精装修,单价56360元/平米,580,| 3室2厅 | 102.91平米 | 东南 | 精装,低楼层(共32层)  2004年建塔楼  -,
桃源村二区 满五唯一 方正户型 采光好,单价48388元/平米,450,| 3室2厅 | 93平米 | 北 | 简装,低楼层(共20层)  2000年建塔楼  -,
桂园 三室两厅 满五唯一 带学位 看房方便,单价57599元/平米,470,| 3室2厅 | 81.6平米 | 南 | 精装,高楼层(共7层)  1994年建板塔结合  -,
振兴小区 居家两居户型 南北通透 红本在手,单价59926元/平米,480,| 2室2厅 | 80.1平米 | 南 | 其他,高楼层(共7层)  1992年建板塔结合  -,
海尚国际，居家装修，费用较少，看房方便,单价55887元/平米,450,| 2室2厅 | 80.52平米 | 西南 | 精装,低楼层(共32层)  2004年建塔楼  -,
华府苑双地铁物业，业主诚心卖！,单价56061元/平米,370,| 2室2厅 | 66平米 | 南 | 其他,中楼层(共7层)  1990年建板塔结合  -,
南山南头 钰龙园 新上两房 厅出阳台 热卖户型,单价66667元/平米,340,| 2室1厅 | 51平米 | 东北 | 简装,低楼层(共30层)  2009年建板塔结合  -,
前海自贸区双实验学位两房满五年唯一红本在手,单价61030元/平米,415,| 2室2厅 | 68平米 | 东南 东北 | 简装,中楼层(共7层)  1996年建板塔结合  -,
南山南头 红花园 正规三房 95平 满五唯一 红本在手,单价48422元/平米,460,| 3室2厅 | 95平米 | 南 | 简装,中楼层(共6层)    -,
中海深圳湾畔，豪华装修2房  高尔夫景观 交通便利,单价69334元/平米,520,| 2室2厅 | 75平米 | 北 | 精装,中楼层(共32层)  2003年建塔楼  -,
蓝漪花园 四房两卫 满五年唯一,单价72881元/平米,1000,| 2室2厅 | 137.21平米 | 南 | 简装,中楼层(共17层)  2002年建板塔结合  -,
蛇口花果山 育才一小 三中学位房，满五年唯一税费少,单价64616元/平米,420,| 2室1厅 | 65平米 | 南 北 | 精装,低楼层(共6层)  1996年建板塔结合  -,
阳光棕榈园经典三房  在售稀缺户型,单价66072元/平米,740,| 3室2厅 | 112平米 | 南 | 精装,中楼层(共6层)  2002年建板塔结合  -,
半岛城邦二期 西南向 看海景 89平2房 满五唯一 精装修,单价91012元/平米,810,| 2室2厅 | 89平米 | 西南 | 其他,低楼层(共48层)  2009年建板塔结合  -,
雷圳南向精装两房双实验学位满五年,单价74075元/平米,600,| 2室1厅 | 81平米 | 南 | 其他,中楼层(共29层)  2005年建板塔结合  -,
南海玫瑰花园二期 南北看海 3居室,单价87629元/平米,850,| 3室2厅 | 97平米 | 南 北 | 精装,中楼层(共18层)  2005年建板塔结合  -,
前海  星海名城三期大三房，满五唯一   精装修,单价66543元/平米,860,| 3室2厅 | 129.24平米 | 西北 | 精装,中楼层(共28层)  2004年建板塔结合  -,
侨城馨苑方正两房，主卧次卧都出阳台看高尔夫全景。,单价76924元/平米,600,| 2室1厅 | 78平米 | 西南 | 精装,中楼层(共31层)  2011年建板塔结合  -,
前海自贸区旁正规两房！瑞景华庭，南山脚下好风景。,单价61819元/平米,340,| 2室1厅 | 55平米 | 西南 | 精装,中楼层(共15层)  2002年建塔楼  -,
绿海名都安静两房，满五唯一红本，交易过程仅需1%契税,单价70000元/平米,490,| 2室2厅 | 70平米 | 南 北 | 精装,低楼层(共18层)  2004年建板塔结合  -,
户型方正 全明格局  赠送面积大 满五唯一,单价70000元/平米,420,| 2室2厅 | 60平米 | 东北 | 精装,中楼层(共11层)  2008年建板塔结合  -,
阳光花地苑 朝向正南 客厅出阳台,单价73438元/平米,470,| 2室2厅 | 64平米 | 南 | 简装,中楼层(共27层)  板塔结合  -,
华侨城站 生态广场边中旅广场方正户型出售 可做四房,单价68549元/平米,850,| 3室2厅 | 124平米 | 南 | 精装,低楼层(共18层)  1997年建板塔结合  -,
仓前锦福苑一手业主，唯一一套住房，看房子方便！,单价50000元/平米,575,| 3室2厅 | 115平米 | 东 | 简装,低楼层(共18层)  2001年建板塔结合  -,
后海花半里南北通3房、满五年，人车分流 花园小区,单价85345元/平米,990,| 3室2厅 | 116平米 | 南 北 | 精装,低楼层(共22层)  2006年建板塔结合  -,
桃源村一区 76平南北通透 楼王单位,单价53060元/平米,405,| 3室2厅 | 76.33平米 | 南 | 简装,中楼层(共8层)  1997年建板楼  -,
保利城花园  满五年 ，朝南看花园，楼层高 视野好,单价70643元/平米,770,| 3室2厅 | 109平米 | 东南 | 精装,中楼层(共25层)  2002年建板塔结合  -,
南头 钰龙园 一房一厅 有钥匙 随时看房,单价67758元/平米,290,| 1室1厅 | 42.8平米 | 东北 | 简装,高楼层(共30层)  2009年建板塔结合  -,
龙瑞佳园 精装两房 中间层视野开阔 已满两年,单价53334元/平米,400,| 2室1厅 | 75平米 | 南 | 精装,中楼层(共27层)  2015年建塔楼  -,
桃源村 中间层 东南向 满五年 红本 两房急售,单价53077元/平米,345,| 2室2厅 | 65平米 | 东南 | 简装,中楼层(共7层)  1997年建板楼  -,
海岸城商圈海珠城精致大三房、一手业主、急售,单价49524元/平米,520,| 3室2厅 | 105平米 | 西北 | 简装,高楼层(共22层)  1995年建塔楼  -,
星海名城五期 花园小区 全新装修 稀缺户型,单价69025元/平米,283,| 1室1厅 | 41平米 | 北 | 精装,中楼层(共32层)  2006年建板塔结合  -,
海景花园高层三房，可看深圳湾海景，南向采光好,单价65487元/平米,740,| 3室2厅 | 113平米 | 南 | 简装,高楼层(共32层)  2000年建板塔结合  -,
畔山翠谷居 满五年 红本在手 精装138平4房 看房方便,单价78261元/平米,1080,| 4室2厅 | 138平米 | 南 | 其他,中楼层(共19层)  2004年建板塔结合  -,
荔园新村小区地铁房中间楼层3房,单价65958元/平米,620,| 3室2厅 | 94平米 | 南 | 简装,中楼层(共8层)  1997年建板塔结合  -,
南山中心区好来居，中空复式一房一厅，经典小资LOFT,单价73606元/平米,285,| 1室1厅 | 38.72平米 | 东南 | 简装,中楼层(共20层)  2005年建塔楼  -,
南光城市花园  满两年  精装修 采光好,单价81819元/平米,720,| 4室2厅 | 88平米 | 西南 | 精装,低楼层(共32层)  2009年建板塔结合  -,
11号地铁上盖物业，光彩新世纪东南向大3房，全新装修,单价69231元/平米,630,| 3室2厅 | 91平米 | 东南 | 精装,中楼层(共30层)  2004年建塔楼  -,
阳光海滨花园，总价低！小户型！中心路过渡适用房。,单价116980元/平米,660,| 1室1厅 | 56.42平米 | 西南 | 精装,低楼层(共32层)  2012年建板塔结合  -,
南海玫瑰花园二期 双主卧好户型 红本满5年 漂亮全海景,单价87805元/平米,1800,| 4室2厅 | 205平米 | 南 | 精装,中楼层(共18层)  2005年建板塔结合  -,
华侨城 纯水岸15期 东南向大四房 急售,单价84674元/平米,1980,| 4室1厅 | 233.84平米 | 东南 | 毛坯,低楼层(共24层)  2013年建板塔结合  -,
南山前海 绿海名都 精品大两房 居家小区,单价68572元/平米,480,| 2室2厅 | 70平米 | 南 北 | 精装,低楼层(共18层)  2004年建塔楼  -,
龙瑞佳园 毛坯两居 满二年 看房有钥匙,单价48645元/平米,348,| 2室2厅 | 71.54平米 | 南 西 | 毛坯,低楼层(共27层)  2015年建塔楼  -,
半岛城邦二期 双拼4房 东南向 满五年,单价75950元/平米,1200,| 3室2厅 | 158平米 | 东南 | 简装,低楼层(共48层)  2009年建板塔结合  -,
绿海湾 毛坯五房 红本无税 随时看房,单价102041元/平米,1500,| 5室2厅 | 147平米 | 南 | 简装,中楼层(共31层)  2012年建板塔结合  -,
名商高尔夫别墅 ，上下5层，带前花园,单价126590元/平米,4380,| 6室2厅 | 346平米 | 南 | 精装,低楼层(共1层)  板塔结合  -,
旺海怡苑，南北通透采光好、满两年！,单价54055元/平米,400,| 2室2厅 | 74平米 | 南 北 | 简装,中楼层(共16层)  2003年建板塔结合  -,
东方海雅居 高楼层 红本在手 诚心出售,单价59418元/平米,465,| 3室2厅 | 78.26平米 | 西 | 其他,高楼层(共26层)  2001年建板塔结合  -,
阳光海滨花园，高层看海复式，百万装修,单价123596元/平米,1100,| 3室1厅 | 89平米 | 东北 | 其他,中楼层(共32层)  2012年建板塔结合  -,
深蓝季节 2室1厅 380万,单价74510元/平米,380,| 2室1厅 | 51平米 | 南 | 其他,高楼层(共32层)  2006年建塔楼  -,
鼎太风华 精致一房 房本满五唯一，学位未用 诚心出售,单价85834元/平米,412,| 1室1厅 | 48平米 | 西北 | 精装,中楼层(共24层)  2004年建板塔结合  -,
红本在手， 带南外文华本部学位,单价68182元/平米,300,| 1室0厅 | 44平米 | 西 | 其他,高楼层(共9层)  2009年建板楼  -,
海印长城 珍贵东南 南北通透 满五唯一 独家房源,单价93591元/平米,1098,| 3室2厅 | 117.32平米 | 东南 | 精装,高楼层(共17层)  2002年建板塔结合  -,
豪方悠然居 顶层复式 带20平花园 采光极佳 随时看房,单价60110元/平米,1100,| 5室2厅 | 183平米 | 南 | 其他,高楼层(共25层)  2004年建板塔结合  -,
好来居新上急售笋盘，红本雾水，满五唯一，通风,单价71861元/平米,285,| 1室1厅 | 39.66平米 | 西 | 精装,低楼层(共20层)  2005年建塔楼  -,
鼎太风华七期 朝花园两居室  学位没用过 满五唯一,单价77648元/平米,528,| 2室2厅 | 68平米 | 北 | 其他,中楼层(共11层)  2008年建板塔结合  -,
11号线地铁口 好来居 中空复式 高使用率 一房一厅,单价69445元/平米,250,| 1室1厅 | 36平米 | 东南 | 其他,高楼层(共20层)  2005年建塔楼  -,
瑞景华庭正规一房一厅，业主诚售。,单价58511元/平米,275,| 1室1厅 | 47平米 | 东南 | 其他,高楼层(共15层)  2002年建塔楼  -,
鼎太风华七期  满五且唯一  客厅出阳台,单价75000元/平米,420,| 1室1厅 | 56平米 | 北 | 其他,低楼层(共11层)  2008年建板塔结合  -,
翡翠明珠，东南大开间，安家首选,单价69642元/平米,245,| 1室0厅 | 35.18平米 | 西 | 精装,高楼层(共32层)  2010年建板塔结合  -,
马家龙方卉园方正一房一厅，已经改两房，使用面积大！,单价54000元/平米,243,| 2室1厅 | 45平米 | 东 | 简装,低楼层(共7层)  板楼  -,
全新未住顶层复式 世纪村四期 送大露台,单价101667元/平米,3800,| 4室3厅 | 373.77平米 | 东南 | 毛坯,高楼层(共28层)  2004年建塔楼  -,
自贸区 地铁口 一本证 满2年少税 看房方便,单价71840元/平米,1250,| 5室2厅 | 174平米 | 南 | 精装,中楼层(共16层)  2012年建塔楼  -,
香瑞园北区 安静两房 采光好 住家首选,单价60000元/平米,540,| 2室1厅 | 90平米 | 北 | 精装,高楼层(共11层)  2009年建板塔结合  -,
振兴小区 三室二厅  红本在手 带双学位,单价60576元/平米,480,| 3室2厅 | 79.24平米 | 南 北 | 精装,低楼层(共8层)  1992年建板塔结合  -,
海尚国际 满五年唯一 诚意出售 看房方便,单价57812元/平米,615,| 2室2厅 | 106.38平米 | 西南 | 简装,低楼层(共31层)  2004年建塔楼  -,
望海汇景苑 南北通 70平2房 满五唯一 近地铁 看房方便,单价63889元/平米,460,| 2室2厅 | 72平米 | 南 | 其他,高楼层(共20层)  2003年建板塔结合  -,
荔园新村精装三房 户型方正 通风通透,单价67962元/平米,700,| 3室2厅 | 103平米 | 东南 | 精装,高楼层(共8层)  1997年建板塔结合  -,
侨苑公寓正南向高楼层景观房 满五唯一,单价65553元/平米,510,| 2室2厅 | 77.8平米 | 南 | 精装,高楼层(共24层)  2003年建塔楼  -,
南山大新地铁口200米金桃园大厦 户型方正两房,单价50575元/平米,440,| 3室1厅 | 87平米 | 南 | 精装,低楼层(共20层)  2003年建板塔结合  -,
海景花园低楼层两房，诚心出售，看房方便，红本在手,单价69773元/平米,650,| 2室2厅 | 93.16平米 | 西南 | 简装,低楼层(共32层)  2000年建板塔结合  -,
大前海，鼎太风华，满五唯一，带双实验学位。,单价87838元/平米,650,| 2室2厅 | 74平米 | 北 | 精装,高楼层(共26层)  2005年建塔楼  -,
漾日湾畔 精装南二外学位三房 户型方正  业主诚售,单价104425元/平米,1180,| 3室2厅 | 113平米 | 东南 南 | 精装,低楼层(共34层)  2003年建板塔结合  -,
星海五期 满两年 免增值税 经典小两房 格局方正,单价74515元/平米,345,| 2室1厅 | 46.3平米 | 西北 | 简装,中楼层(共32层)  2006年建板塔结合  -,
鼎太风华七期 朝南两居室  满五且唯一,单价77342元/平米,540,| 2室2厅 | 69.82平米 | 南 | 其他,高楼层(共10层)  2008年建板塔结合  -,
桃源村二期正规三房 楼层佳  视野好,单价49463元/平米,460,| 3室1厅 | 93平米 | 东北 | 精装,中楼层(共20层)  2000年建塔楼  -,
鼎太风华七期 满五且唯一 学位没用过,单价75000元/平米,420,| 1室2厅 | 56平米 | 西 | 精装,中楼层(共11层)  2008年建板塔结合  -,
侨城馨苑高层海景高尔夫景观房 税费低诚意卖。,单价64185元/平米,400,| 1室1厅 | 62.32平米 | 南 | 精装,高楼层(共31层)  2011年建板塔结合  -,
1号线地铁 大新站东方银座 正南向 两房复式,单价70589元/平米,480,| 2室1厅 | 68平米 | 南 | 精装,低楼层(共31层)  2010年建塔楼  -,
前海金岸 地铁物业 小户型 带大阳台,单价75000元/平米,210,| 1室0厅 | 28平米 | 西北 | 其他,中楼层(共28层)  2006年建塔楼  -,
海伴雅居 精装电梯两房 全南向 看海景,单价62904元/平米,390,| 2室2厅 | 62平米 | 南 | 精装,高楼层(共18层)  2002年建板塔结合  -,
星海五期 经典小两房 户型方正 满五年 免增值税,单价71275元/平米,330,| 2室1厅 | 46.3平米 | 西北 | 简装,高楼层(共32层)  2006年建板塔结合  -,
朗苑精装一房一厅，准地铁口，文理实验学校,单价59611元/平米,285,| 1室1厅 | 47.81平米 | 北 | 简装,中楼层(共16层)  2009年建板塔结合  -,
满十年，红本在手，南向，赠送入户花园,单价67791元/平米,800,| 3室2厅 | 118.01平米 | 南 北 | 简装,中楼层(共11层)  2006年建板塔结合  -,
阳光棕榈园，四房，赠送入户，满五唯一红本,单价65715元/平米,920,| 4室2厅 | 140平米 | 北 | 简装,中楼层(共23层)  2006年建塔楼  -,
星海五期小两房，东南朝向，满五年，室内使用率高。,单价75962元/平米,395,| 2室1厅 | 52平米 | 东南 | 简装,低楼层(共32层)  2006年建板塔结合  -,
后海片区 文德福花园 满五年唯一 送超大露台,单价73530元/平米,1250,| 4室2厅 | 170平米 | 南 | 精装,高楼层(共11层)  1999年建板塔结合  -,
标准南向两居室，精装修，看小区花园，满五年唯一。,单价86699元/平米,700,| 2室2厅 | 80.74平米 | 南 | 精装,低楼层(共18层)  2005年建板塔结合  -,
三湘海尚电梯直接入户可以做5房 看花园景观70平大客厅,单价100697元/平米,2300,| 4室2厅 | 228.41平米 | 东南 | 毛坯,低楼层(共22层)  2010年建板楼  -,
荔枝苑  2房  婚房装修 税少,单价65754元/平米,480,| 2室2厅 | 73平米 | 南 | 精装,中楼层(共7层)  1990年建板塔结合  -,
太古城北区 精装复式户型 楼层高视野好,单价127587元/平米,1110,| 4室2厅 | 87平米 | 西南 | 精装,高楼层(共32层)  2010年建板塔结合  -,
来福士商圈怡海广场精装修三房，满五年少税，业主诚售,单价43637元/平米,480,| 3室2厅 | 110平米 | 西南 | 其他,高楼层(共33层)  1996年建塔楼  -,
锦绣花园 高楼层 视野好 有钥匙  诚心卖,单价93334元/平米,1680,| 3室2厅 | 180平米 | 南 北 | 其他,高楼层(共33层)  2001年建板塔结合  -,
半岛城邦二期 168平4房 带L型转角阳台  双学位 近地铁,单价82143元/平米,1380,| 5室2厅 | 168平米 | 南 | 其他,中楼层(共24层)  2009年建板塔结合  -,
