name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
金宇花园 南北对流 格局方正 低楼层,单价15493元/平米,110,| 2室1厅 | 71平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
[满堂红链家]龙津西路 难得低层2房,单价21633元/平米,106,| 2室1厅 | 49平米 | 东南 | 其他,中楼层(共7层)  塔楼  -,
田间苑小区实用小三房 装修新净 价钱便宜,单价15117元/平米,65,| 3室1厅 | 43平米 | 西南 | 其他,高楼层(共9层)  1988年建塔楼  -,
金宇花园 实用低层2房 阳台望花园,单价14652元/平米,63,| 2室1厅 | 43平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
大鹏花园 地铁沿线 方正实用,单价20702元/平米,118,| 2室2厅 | 57平米 | 西 | 其他,低楼层(共9层)  1999年建塔楼  -,
逸彩新世界 地铁上盖 小区管理,单价26057元/平米,185,| 1室1厅 | 71平米 | 南 | 精装,低楼层(共20层)  2007年建塔楼  -,
杉木栏路 临近文化公园地铁站,单价23236元/平米,158,| 2室1厅 | 68平米 | 南 | 其他,中楼层(共14层)  塔楼  -,
出售 电梯 黄金地段,单价30000元/平米,138,| 2室2厅 | 46平米 | 东南 | 其他,高楼层(共15层)  2011年建塔楼  -,
黄沙大道 一房一厅 中层单位,单价17949元/平米,70,| 1室1厅 | 39平米 | 东 | 其他,中楼层(共7层)  塔楼  -,
珠岛花园 一房一厅 大小区 双地铁,单价13778元/平米,62,| 1室1厅 | 45平米 | 东 | 精装,中楼层(共9层)  1995年建塔楼  -,
万科金域华府 楼龄新管理好 带平台花园,单价49241元/平米,600,| 3室2厅 | 121.85平米 | 东南 | 精装,低楼层(共32层)  2009年建塔楼  -,
金宇花园 豪装 中楼层两房,单价18056元/平米,130,| 2室1厅 | 72平米 | 北 | 其他,中楼层(共9层)  1996年建塔楼  -,
保利公园九里 全新未住 安居首选,单价25782元/平米,330,| 4室2厅 | 128平米 | 暂无数据 | 其他,高楼层(共38层)  2014年建塔楼  -,
荔港南湾 大单位四房 双阳台 南北对流,单价25610元/平米,420,| 4室2厅 | 164平米 | 北 | 精装,低楼层(共32层)  2008年建塔楼  -,
新丽苑 广州的世外桃源 绝版复式 带精装,单价10000元/平米,143,| 3室2厅 | 143平米 | 东南 | 精装,高楼层(共6层)  2000年建塔楼  -,
公安小区 方正实用 证够五年 南北对流,单价14768元/平米,127,| 2室1厅 | 86平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
南源花园 中层两房 保养新净 南北对流,单价26191元/平米,220,| 2室1厅 | 84平米 | 北 | 其他,中楼层(共17层)  1998年建塔楼  -,
保利塞纳维拉三房笋价出售,单价21053元/平米,200,| 3室2厅 | 95平米 | 暂无数据 | 其他,低楼层(共18层)  2015年建塔楼  -,
罕有三房朝南户型 方正实用 送学位,单价22675元/平米,195,| 3室2厅 | 86平米 | 暂无数据 | 其他,低楼层(共34层)  2008年建塔楼  -,
中信西关海 高层江景二手楼现货发售,单价34194元/平米,530,| 3室2厅 | 155平米 | 西 | 其他,中楼层(共46层)  2012年建塔楼  -,
封闭小区楼盘  全明屋设计二房,单价27750元/平米,222,| 2室1厅 | 80平米 | 东北 | 简装,高楼层(共23层)  1999年建塔楼  -,
金门大厦笋盘 户型很好 通风采光,单价23507元/平米,318,| 3室2厅 | 135.28平米 | 东 | 简装,中楼层(共20层)  2006年建塔楼  -,
乐怡居 电梯两房 地铁上盖,单价21085元/平米,175,| 2室1厅 | 83平米 | 东南 | 其他,高楼层(共33层)  1996年建塔楼  -,
金门大厦 东南北三面单边 邻近地铁,单价19260元/平米,260,| 3室2厅 | 135平米 | 东南 | 简装,中楼层(共20层)  2006年建塔楼  -,
广雅居 双地铁上盖 南北靓向 环市西学位,单价22455元/平米,178,| 2室2厅 | 79.27平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
恒宝华庭 东南靓向中高层四房 厅出阳台,单价36508元/平米,460,| 4室2厅 | 126平米 | 东南 | 简装,中楼层(共31层)  2000年建塔楼  -,
稀有复式单位 旺中带静 三代同堂,单价35000元/平米,913.5,| 6室2厅 | 261平米 | 西南 | 其他,高楼层(共32层)  1997年建塔楼  -,
荔港南湾 中高层 一线江景 带省一级学位,单价25374元/平米,680,| 7室4厅 | 268平米 | 西南 | 其他,中楼层(共34层)  2008年建塔楼  -,
岭南湾畔 精致装修 环境舒适 一流楼层,单价38000元/平米,364.8,| 3室2厅 | 96平米 | 南 | 其他,中楼层(共32层)  2010年建塔楼  -,
润盛花园 一线江景 豪装五房 送大平台,单价17500元/平米,350,| 6室2厅 | 200平米 | 北 | 精装,高楼层(共15层)  1999年建塔楼  -,
东鹏一期户型相当实用低层三房送超大独立平,单价19231元/平米,150,| 3室2厅 | 78平米 | 西南 | 其他,中楼层(共8层)  塔楼  -,
凯粤湾 地铁沿线 南向园景 电梯靓层,单价31968元/平米,390,| 3室2厅 | 122平米 | 南 | 其他,中楼层(共20层)  2012年建塔楼  -,
龙湾小区 中层两房 南向 附送省级学位,单价17742元/平米,110,| 2室1厅 | 62平米 | 南 | 其他,中楼层(共9层)  1996年建塔楼  -,
超实用三房 装修保养新 户型间隔好,单价30723元/平米,255,| 3室1厅 | 83平米 | 西南 | 其他,中楼层(共12层)  塔楼  -,
银海花园 两房一厅 地铁沿线,单价10910元/平米,60,| 2室1厅 | 55平米 | 东南 | 其他,中楼层(共28层)  2008年建塔楼  -,
银海花园 两房一厅 地铁沿线,单价10910元/平米,60,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共28层)  2008年建塔楼  -,
新世界凯粤湾地铁5号线 东南靓向望花园,单价28204元/平米,250,| 2室2厅 | 88.64平米 | 东南 | 其他,低楼层(共33层)  2012年建塔楼  -,
文辰阁 三房两厅 可免二次装修,单价19231元/平米,200,| 3室2厅 | 104平米 | 东南 | 简装,高楼层(共11层)  2004年建塔楼  -,
西关大厦房出阳台东南朝通风采光好地段繁华,单价23377元/平米,180,| 2室1厅 | 77平米 | 东南 | 其他,高楼层(共20层)  2012年建塔楼  -,
荔港南湾 新区 三房两厅 采光好,单价20931元/平米,180,| 3室2厅 | 86平米 | 东 | 精装,高楼层(共28层)  2008年建塔楼  -,
荔湾广场 实用两房单位 地段好,单价17250元/平米,138,| 2室1厅 | 80平米 | 东北 | 简装,低楼层(共30层)  2000年建塔楼  -,
十二甫新街 实用两房精装 拎包即入住,单价27359元/平米,145,| 2室2厅 | 53平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
珠岛花园 实用户型 楼梯低层 南向朝阳,单价17143元/平米,60,| 1室1厅 | 35平米 | 南 | 其他,低楼层(共9层)  1995年建塔楼  -,
元邦明月星月星辉 周边环境好,单价28347元/平米,216,| 2室1厅 | 76.2平米 | 东 | 其他,低楼层(共30层)  2011年建塔楼  -,
芳村大道西 间隔实用 三房单位,单价13784元/平米,102,| 3室2厅 | 74平米 | 西南 | 其他,中楼层(共8层)  1988年建塔楼  -,
红棉苑北区 是你明智的选择！,单价16545元/平米,160,| 3室2厅 | 96.71平米 | 东南 | 简装,高楼层(共9层)  2000年建塔楼  -,
珠岛花园 东南靓向 豪装三房 随时约睇,单价16035元/平米,186,| 3室2厅 | 116平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
新光城市广场,单价31655元/平米,440,| 4室2厅 | 139平米 | 西北 | 其他,高楼层(共31层)  2003年建塔楼  -,
东浚荔景苑 入读名校 高层 雅致明亮三房,单价29465元/平米,330,| 3室2厅 | 112平米 | 东北 | 其他,高楼层(共34层)  1998年建塔楼  -,
乐怡居 地铁上盖 电梯两房 配套成熟,单价22827元/平米,210,| 2室2厅 | 92平米 | 东南 | 简装,中楼层(共35层)  1996年建塔楼  -,
保利公园九里 中层主套精装三室 全新未住,单价26169元/平米,280,| 3室2厅 | 107平米 | 暂无数据 | 其他,低楼层(共32层)  2014年建塔楼  -,
宝华豪庭 舒适两房精装 带全屋家具家电,单价32728元/平米,180,| 2室1厅 | 55平米 | 东 | 简装,高楼层(共31层)  2000年建塔楼  -,
东鹏花园 地铁上盖 成熟生活商圈 带学位,单价17911元/平米,120,| 2室1厅 | 67平米 | 西南 | 简装,中楼层(共9层)  塔楼  -,
富力新居 方正两房 精致装修 通风采光好,单价24325元/平米,180,| 2室2厅 | 74平米 | 暂无数据 | 其他,高楼层(共28层)  1993年建塔楼  -,
拥有大型样板肉菜市场，各种新鲜食品一应俱,单价16154元/平米,168,| 3室2厅 | 104平米 | 东南 | 其他,低楼层(共22层)  2000年建塔楼  -,
兰兴苑 地铁沿线 入读名校,单价13764元/平米,128,| 3室1厅 | 93平米 | 暂无数据 | 其他,高楼层(共9层)  1990年建塔楼  -,
剑兰大厦 全新装修 现在出售,单价16526元/平米,195,| 3室2厅 | 118平米 | 北 | 其他,中楼层(共22层)  2001年建塔楼  -,
万兴苑 地铁贴近门口 市场背靠单位,单价12038元/平米,130,| 3室1厅 | 108平米 | 暂无数据 | 简装,高楼层(共9层)  2000年建塔楼  -,
大型小区 豪华装修 一线江景,单价26574元/平米,380,| 3室2厅 | 143平米 | 南 | 其他,中楼层(共33层)  2015年建塔楼  -,
观鹤小区 温馨两房 中层南向,单价23509元/平米,130,| 2室1厅 | 55.3平米 | 南 | 其他,中楼层(共9层)  1997年建塔楼  -,
广钢33层 超笋电梯3房 震撼来袭,单价21506元/平米,200,| 3室2厅 | 93平米 | 暂无数据 | 简装,低楼层(共33层)  塔楼  -,
珠岛花园 二房二厅 买一层送一层,单价19272元/平米,135,| 2室2厅 | 70.05平米 | 东 | 毛坯,低楼层(共17层)  1995年建塔楼  -,
珠岛花园 南北对流 方正两房 预约看房,单价14286元/平米,90,| 2室2厅 | 63平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
芳村大道西 间隔方正 配套完善,单价14167元/平米,85,| 3室2厅 | 60平米 | 西北 | 其他,高楼层(共9层)  1988年建塔楼  -,
银海花园 精致装修 地铁沿线,单价10715元/平米,60,| 2室1厅 | 56平米 | 北 | 其他,中楼层(共28层)  2008年建塔楼  -,
怡芳苑 地铁沿线 入读名校 园景单位,单价23637元/平米,130,| 1室1厅 | 55平米 | 北 | 其他,低楼层(共9层)  1998年建塔楼  -,
珠岛花园 三期 二房二厅 正南向,单价18398元/平米,115,| 2室2厅 | 62.51平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
西关大厦 临近上下九 南北 投资收租首选,单价17648元/平米,90,| 2室1厅 | 51平米 | 南 | 精装,低楼层(共20层)  2012年建塔楼  -,
珠岛花园 二房二厅 双阳台 南北对流,单价13231元/平米,86,| 2室2厅 | 65平米 | 暂无数据 | 其他,高楼层(共9层)  1995年建塔楼  -,
保利公园九里 保利承建 质量保证,单价25197元/平米,320,| 3室2厅 | 127平米 | 东南 | 精装,低楼层(共32层)  2015年建塔楼  -,
东浚荔景苑交通便利，而该单位楼新装修新,,单价28319元/平米,320,| 3室2厅 | 113平米 | 暂无数据 | 其他,高楼层(共43层)  1998年建塔楼  -,
新世界逸彩庭园 精装3房地铁沿线,单价26040元/平米,263,| 3室2厅 | 101平米 | 西南 | 精装,中楼层(共25层)  2007年建塔楼  -,
珠岛花园 东南靓向 江景园景 实用两房,单价18422元/平米,245,| 3室2厅 | 133平米 | 东北 | 简装,中楼层(共12层)  1995年建塔楼  -,
逸彩新世界 五房复式 高尚住宅 地铁上盖,单价17273元/平米,380,| 5室2厅 | 220平米 | 西南 | 精装,高楼层(共18层)  2007年建塔楼  -,
中铁荔湾国际城全新楼盘，高档电梯小区，东,单价23470元/平米,230,| 3室2厅 | 98平米 | 暂无数据 | 其他,中楼层(共33层)  2015年建塔楼  -,
宏新华庭 精致装修 楼龄新 双地铁沿线,单价36885元/平米,509,| 4室2厅 | 138平米 | 南 | 其他,高楼层(共32层)  2010年建塔楼  -,
华福大厦 老城区中心地段 实用三房,单价27174元/平米,250,| 3室2厅 | 92平米 | 东北 | 精装,高楼层(共28层)  2002年建塔楼  -,
辉洋苑 精装三房 全新未住 一线望江,单价19001元/平米,200,| 3室2厅 | 105.26平米 | 东南 | 其他,高楼层(共28层)  2001年建塔楼  -,
荔湾广场 临近上下九商业圈,单价19792元/平米,190,| 2室2厅 | 96平米 | 东北 | 精装,中楼层(共30层)  2000年建塔楼  -,
芳村大道东 电梯三房 房改房 实用率高,单价18280元/平米,170,| 3室2厅 | 93平米 | 南 | 简装,中楼层(共12层)  塔楼  -,
城启晴轩 中层两房 全屋有窗 总价低 置,单价28572元/平米,200,| 2室2厅 | 70平米 | 西南 | 其他,中楼层(共26层)  2003年建塔楼  -,
合兴苑 精装两房东南向 附属省级名校,单价15883元/平米,108,| 2室1厅 | 68平米 | 东南 | 其他,中楼层(共8层)  1997年建塔楼  -,
周门街 精装两房 马赛克外墙 名校学位,单价24469元/平米,115,| 2室1厅 | 47平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
荔湾广场 三房改两房 靠近上下九,单价20000元/平米,190,| 3室2厅 | 95平米 | 西南 | 其他,中楼层(共30层)  2000年建塔楼  -,
怡芳苑 省级学位 中层两房 南向采光好,单价20283元/平米,105,| 2室1厅 | 51.77平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
新世界逸彩庭园 凯粤湾T栋楼王 一线望江,单价33871元/平米,420,| 3室2厅 | 124平米 | 暂无数据 | 其他,低楼层(共20层)  2012年建塔楼  -,
中山七路地铁上盖附近中高层单边笋价两房,单价18919元/平米,105,| 2室1厅 | 55.5平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
丛桂路 通风采光佳两房 户型方正实用,单价23860元/平米,136,| 2室1厅 | 57平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
文苑楼 中层两方 东北向 采光一流,单价16897元/平米,98,| 2室1厅 | 58平米 | 东北 | 其他,中楼层(共9层)  1995年建塔楼  -,
芬芳小区 园景单位 少有低层 方正实用,单价17362元/平米,125,| 3室1厅 | 72平米 | 西南 | 简装,中楼层(共9层)  1996年建塔楼  -,
怡芳苑 地铁沿线 入读名校 低层望花园,单价23637元/平米,130,| 2室1厅 | 55平米 | 北 | 其他,低楼层(共9层)  1998年建塔楼  -,
金道花园该推荐物业是电梯楼望花园单位,单价17308元/平米,180,| 3室2厅 | 104平米 | 东南 | 其他,低楼层(共22层)  2000年建塔楼  -,
新光城市广场 新婚豪华两房 光猛通风,单价35607元/平米,235,| 2室2厅 | 66平米 | 东北 | 其他,高楼层(共30层)  2000年建塔楼  -,
景晖苑 精装2房 温馨舒适 即买即住,单价14584元/平米,105,| 2室2厅 | 72平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
珠岛花园 东南靓向 江景园景 实用两房,单价18422元/平米,245,| 3室2厅 | 133平米 | 东北 | 简装,中楼层(共12层)  1995年建塔楼  -,
荔港南湾 跃式大气主套三房 东南向,单价24184元/平米,300,| 3室2厅 | 124.05平米 | 东南 | 其他,中楼层(共32层)  2008年建塔楼  -,
荔港南湾 江景三房 奢华卓越,单价24184元/平米,370,| 4室2厅 | 153平米 | 暂无数据 | 精装,中楼层(共34层)  2008年建塔楼  -,
合兴苑 地铁沿线 重点学校 低层2房,单价19091元/平米,63,| 1室1厅 | 33平米 | 西 | 简装,中楼层(共8层)  1997年建塔楼  -,
实用温馨两房 配套完善,单价17820元/平米,118,| 3室1厅 | 66.22平米 | 东 | 简装,低楼层(共7层)  塔楼  -,
万科柏悦湾 高层实用两室 户型方正,单价26667元/平米,200,| 2室2厅 | 75平米 | 北 | 其他,高楼层(共23层)  2010年建塔楼  -,
万科柏悦湾一期 南北对流 房型正气,单价34946元/平米,318,| 3室2厅 | 91平米 | 南 | 简装,中楼层(共34层)  2005年建塔楼  -,
南岸小区 复式四方两厅 实用率200%,单价18640元/平米,100,| 4室2厅 | 53.65平米 | 南 | 简装,中楼层(共6层)  塔楼  -,
正规成熟小区，小区非常安静，采光非常好,单价13914元/平米,64,| 1室1厅 | 46平米 | 东南 | 精装,低楼层(共33层)  2010年建塔楼  -,
荔港南湾 精致三房 一线江景 南北对流,单价24658元/平米,360,| 3室2厅 | 146平米 | 西南 | 精装,中楼层(共34层)  2008年建塔楼  -,
五芳苑 两房 64方,单价17188元/平米,110,| 2室2厅 | 64平米 | 东南 | 其他,中楼层(共9层)  2000年建塔楼  -,
逸彩新世界 豪宅复式单位 真实房源,单价18000元/平米,570.6,| 5室2厅 | 317平米 | 北 | 精装,高楼层(共19层)  2007年建塔楼  -,
康王阁 陈家祠地铁上盖 证够两年,单价35715元/平米,250,| 2室2厅 | 70平米 | 西 | 简装,高楼层(共20层)  2003年建塔楼  -,
小康人家 地铁上盖 全新装修,单价21349元/平米,190,| 2室1厅 | 89平米 | 南 | 其他,中楼层(共18层)  2002年建塔楼  -,
逸翠湾双地铁上盖  精致三房 配套齐全,单价32168元/平米,460,| 3室2厅 | 143平米 | 西南 | 简装,低楼层(共36层)  2009年建塔楼  -,
以小换大实用率高选择不多速度联系咨询,单价16632元/平米,156,| 3室2厅 | 93.8平米 | 北 | 简装,低楼层(共9层)  1998年建塔楼  -,
东鹏三期地铁1号线 低层细积单位,单价19362元/平米,91,| 1室1厅 | 47平米 | 西 | 简装,低楼层(共9层)  塔楼  -,
荔港南湾 西南座向,单价22170元/平米,235,| 4室2厅 | 106平米 | 西南 | 简装,高楼层(共25层)  1999年建塔楼  -,
荔港南湾 三房带主套 房大厅大,单价23000元/平米,230,| 3室2厅 | 100平米 | 暂无数据 | 其他,高楼层(共25层)  1999年建塔楼  -,
荔景华庭全新未住电梯三房 投资回报率高,单价27046元/平米,238,| 3室2厅 | 88平米 | 东 | 其他,高楼层(共15层)  2011年建塔楼  -,
舒适三房精装 完美采光 视野开阔修改房评,单价27071元/平米,268,| 3室2厅 | 99平米 | 北 | 其他,中楼层(共26层)  2003年建塔楼  -,
龙湾广场 中高层大3房 通风采光一流,单价18804元/平米,220,| 3室2厅 | 117平米 | 东 | 精装,中楼层(共15层)  1999年建塔楼  -,
【满堂红.链家】一房 光线充足 简单装修,单价17715元/平米,62,| 1室1厅 | 35平米 | 西 | 其他,中楼层(共9层)  1995年建塔楼  -,
刑侦大队宿舍 地铁1号线 房改房 无重税,单价15888元/平米,170,| 3室2厅 | 107平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
