name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
苏堤东里  私产满五唯一  南北通透  采光好,单价23826元/平米,173,| 2室1厅 | 72.61平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
川东里 大三室 大客厅 视野好 采光足,单价15238元/平米,145,| 3室2厅 | 95.16平米 | 东 西 | 简装,高楼层(共5层)  1991年建板楼  -,
金厦里 2期 重点学区房 无遮挡 精装修,单价22811元/平米,280,| 2室1厅 | 122.75平米 | 南 北 | 其他,高楼层(共6层)  1995年建板楼  -,
时代奥城 四室房源 过五年 中间位置,单价28667元/平米,430,| 4室2厅 | 150平米 | 南 北 | 精装,高楼层(共24层)  2005年建板楼  -,
民建北里 私产房 南开区中心 小户型,单价23861元/平米,90,| 1室1厅 | 37.72平米 | 西 | 其他,高楼层(共7层)  1986年建板楼  -,
怀庆里一室一厅 阳面卧室 采光好 黄金四楼,单价24087元/平米,145,| 1室1厅 | 60.2平米 | 南 | 简装,中楼层(共7层)  1995年建板楼  -,
金福南里 南北通透 采光充足 视野开阔,单价15707元/平米,72,| 1室1厅 | 45.84平米 | 南 北 | 其他,高楼层(共6层)  1995年建板楼  -,
宝利国际博朗园 小户型 精装修 送家电 采光充足,单价21327元/平米,100,| 1室0厅 | 46.89平米 | 北 | 精装,中楼层(共27层)  2013年建板楼  -,
俊城浅水湾，稀缺房源，豪华精装，适用婚房，拎包即住,单价31145元/平米,370,| 2室1厅 | 118.8平米 | 南 北 | 其他,中楼层(共18层)  2004年建板楼  -,
欣苑公寓 温泉水入户 双地铁  诚心出售,单价25642元/平米,350,| 2室2厅 | 136.5平米 | 南 北 | 其他,高楼层(共6层)  2000年建板楼  -,
阳光壹佰北园 大四室  采光全天,单价22728元/平米,350,| 4室2厅 | 154平米 | 西南 | 精装,高楼层(共18层)  1990年建板楼  -,
昔阳南里 三室一厅 南北通透 地铁房,单价14681元/平米,135,| 3室2厅 | 91.96平米 | 南 北 | 其他,高楼层(共6层)  1986年建板楼  -,
仁爱濠景  仁爱别墅区 环境好 人文素质高,单价37390元/平米,1400,| 5室2厅 | 374.44平米 | 南 北 | 其他,低楼层(共3层)  2004年建  -,
云华里 3阳错层洋房 婚房投资  稀缺户型,单价29875元/平米,420,| 4室2厅 | 140.59平米 | 南 北 | 简装,高楼层(共4层)  2002年建板楼  -,
仁爱濠景庄园  双拼别墅带小院！,单价51958元/平米,1500,| 7室3厅 | 288.7平米 | 南 北 | 其他,低楼层(共3层)  2006年建  -,
金环里 大跃层 有露台 满五年 紧邻地铁,单价26549元/平米,300,| 3室2厅 | 113平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
经典老少居 楼王位置 总价低 随时看房,单价23375元/平米,330,| 3室2厅 | 141.18平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
程华里跃层豪装大三室 南北通透  视野好,单价24588元/平米,320,| 3室3厅 | 130.15平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
延生里 2室1厅 155万,单价27265元/平米,155,| 2室1厅 | 56.85平米 | 东 | 其他,高楼层(共7层)  1990年建板楼  -,
光湖里 税费低 楼层好 交通便利,单价18422元/平米,70,| 1室1厅 | 38平米 | 东 | 其他,高楼层(共6层)  1986年建板楼  -,
台北花园 40年产权 民水民电 商住两用房,单价24870元/平米,400,| 3室0厅 | 160.84平米 | 南 北 | 其他,低楼层(共9层)  2001年建板楼  -,
荷兰墅 采光好 通风佳 环境优美,单价24546元/平米,810,| 5室3厅 | 330平米 | 南 北 | 其他,低楼层(共3层)  2005年建  -,
龙亭家园精装大四室 电梯入户 中营学区房,单价46393元/平米,1050,| 4室3厅 | 226.33平米 | 西南 北 | 其他,高楼层(共33层)  2008年建板楼  -,
风荷园 交通便利 南开小学学区房 中间楼层,单价26100元/平米,350,| 2室2厅 | 134.1平米 | 东 西 | 其他,中楼层(共6层)  1999年建板楼  -,
仁爱康景园 地上三层 过五年 交通便利,单价31579元/平米,780,| 4室2厅 | 247平米 | 西南 北 | 其他,低楼层(共3层)  2006年建  -,
程华里 改善精装修大跃层，四世同堂 环境好,单价21223元/平米,300,| 4室2厅 | 141.36平米 | 南 北 | 精装,高楼层(共6层)  2002年建板楼  -,
雅美里 学区房 采光好 房型通透 低于市场价,单价14641元/平米,73,| 1室1厅 | 49.86平米 | 东 西 | 简装,高楼层(共7层)  1996年建板楼  -,
凤园里  位置好  楼层佳 交通便利,单价31441元/平米,170,| 2室1厅 | 54.07平米 | 东 西 | 其他,低楼层(共7层)  1987年建板楼  -,
兴业家园 学区房 私产可贷款 低楼层,单价38236元/平米,260,| 2室1厅 | 68平米 | 东 北 | 其他,低楼层(共26层)  2011年建板楼  -,
钻石山三期 精装5室  观景房 交通便利,单价38195元/平米,1100,| 5室2厅 | 288平米 | 南 北 | 其他,中楼层(共43层)  2014年建板楼  -,
城厢嘉园 鼓楼黄金地段 中营学区房 带小院 闹市豪宅,单价50532元/平米,950,| 3室3厅 | 188平米 | 南 北 | 其他,低楼层(共3层)  2010年建  -,
小区地理位置佳 经典小两室 紧邻地铁二号线,单价21799元/平米,160,| 2室1厅 | 73.4平米 | 东南 | 其他,低楼层(共30层)  1997年建板楼  -,
水郡花园 一楼适合老人居住 精装修 房龄新,单价43127元/平米,400,| 4室2厅 | 92.75平米 | 西 北 | 精装,低楼层(共16层)  2006年建板楼  -,
泾水园 通透户型 地铁房 采光非常好,单价28795元/平米,258,| 4室3厅 | 89.6平米 | 南 北 | 其他,高楼层(共6层)  2005年建板楼  -,
煦园新居 一室 学区房 采光好 诚意卖 欲购从速,单价47116元/平米,245,| 1室1厅 | 52平米 | 东 北 | 简装,中楼层(共21层)  2007年建板楼  -,
店长推荐 诚意出售 看房方便 价位可谈,单价51520元/平米,400,| 1室1厅 | 77.64平米 | 南 | 其他,中楼层(共25层)  2007年建板楼  -,
东西通透 拎包入住 业主急售好房,单价18631元/平米,120,| 2室1厅 | 64.41平米 | 东 西 | 精装,中楼层(共6层)  板楼  -,
金平东里 1室1厅 90万,单价22602元/平米,90,| 1室1厅 | 39.82平米 | 南 | 其他,中楼层(共6层)  1998年建板楼  -,
凯立天香家园 2室2厅 475万,单价39257元/平米,475,| 2室2厅 | 121平米 | 东南 | 其他,高楼层(共9层)  2000年建板楼  -,
翠泽园 紧邻水上 双拼别墅 交通方便,单价28140元/平米,1400,| 4室3厅 | 497.52平米 | 南 北 | 简装,低楼层(共3层)  2000年建  -,
邮电公寓 东南金角 采光超棒 户型方正,单价36448元/平米,380,| 2室1厅 | 104.26平米 | 东南 | 简装,高楼层(共29层)  2002年建板楼  -,
凌奥花园 通透两室 全新装修 居住安静,单价25420元/平米,280,| 2室2厅 | 110.15平米 | 南 北 | 精装,高楼层(共6层)  2005年建板楼  -,
龙庭家园 中营学区 西北两室 前排 精装修,单价47865元/平米,400,| 2室1厅 | 83.57平米 | 西北 | 精装,低楼层(共26层)  2008年建板楼  -,
龙亭公寓 交通便利 繁华地段 价位合适,单价29995元/平米,300,| 4室2厅 | 100.02平米 | 东 南 | 其他,低楼层(共20层)  2008年建塔楼  -,
川北里 精装修 交通便利 配套齐全 位置好,单价24391元/平米,100,| 1室1厅 | 41平米 | 南 北 | 精装,低楼层(共6层)  1996年建板楼  -,
天霖园 大楼王五室 采光不挡 通风性好,单价31667元/平米,760,| 5室2厅 | 240平米 | 南 北 | 精装,高楼层(共28层)  2007年建板楼  -,
荷兰墅 4室3厅 980万,单价29697元/平米,980,| 4室3厅 | 330平米 | 南 北 | 其他,低楼层(共3层)  2005年建  -,
金宇里 4室2厅 320万,单价23358元/平米,320,| 4室2厅 | 137平米 | 南 北 | 其他,中楼层(共6层)  1985年建板楼  -,
阳光100北园，双层户型，南北通透，二室双卫,单价22832元/平米,258,| 2室1厅 | 113平米 | 南 北 | 其他,高楼层(共28层)  1990年建板楼  -,
麦迪逊广场   正规一室  采光充足  精装修  总房款低,单价15514元/平米,115,| 1室1厅 | 74.13平米 | 南 | 其他,低楼层(共18层)  2005年建板楼  -,
九州国际 精装两室 采光好  拎包入住,单价38199元/平米,335,| 2室1厅 | 87.7平米 | 西北 | 其他,中楼层(共34层)  2010年建板楼  -,
广泽名轩五马路学区房 标准h户型 业主诚心出售,单价44741元/平米,450,| 2室1厅 | 100.58平米 | 南 北 | 其他,高楼层(共6层)  2004年建板楼  -,
楼王位置、黄金地段、白金楼层、金角户型、不二之选,单价30173元/平米,450,| 3室2厅 | 149.14平米 | 南 北 | 其他,高楼层(共22层)  1998年建板楼  -,
日华稀缺小三室 南北通透 出行方便 配套齐全,单价33757元/平米,298,| 3室1厅 | 88.28平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
华宁南里 3室1厅 170万,单价24521元/平米,170,| 3室1厅 | 69.33平米 | 南 北 | 其他,中楼层(共6层)  1982年建板楼  -,
伊顿玫瑰公寓 重点学区 高档小区 地铁上盖,单价43268元/平米,670,| 3室2厅 | 154.85平米 | 南 | 其他,高楼层(共28层)  2008年建塔楼  -,
玉泉北里 2室1厅 200万,单价23264元/平米,200,| 2室1厅 | 85.97平米 | 东 西 | 其他,高楼层(共7层)  2000年建板楼  -,
幸福南里 1室1厅 85万,单价29473元/平米,85,| 1室1厅 | 28.84平米 | 南 北 | 其他,低楼层(共7层)  1995年建板楼  -,
书香园 南北通透挂银角 精装修 带车位,单价30615元/平米,500,| 2室2厅 | 163.32平米 | 南 西 北 | 精装,高楼层(共13层)  2001年建板楼  -,
天康园中间楼层1室朝南 学区房 地铁房,单价46792元/平米,350,| 1室1厅 | 74.8平米 | 南 | 精装,中楼层(共32层)  2008年建板楼  -,
仁恒海河广场 通透三居 精装修 交通便利,单价69980元/平米,990,| 3室2厅 | 141.47平米 | 南 北 | 精装,中楼层(共32层)  2012年建板楼  -,
义兴南里 黄金楼层  采光无遮挡  东西通透,单价23585元/平米,125,| 2室1厅 | 53平米 | 东 西 | 精装,中楼层(共5层)  1995年建板楼  -,
佳音里 2室1厅 200万,单价28711元/平米,200,| 2室1厅 | 69.66平米 | 东 南 西 | 其他,高楼层(共6层)  1997年建板楼  -,
德庆里三室 稀缺房源带电梯 临近地铁,单价16905元/平米,263,| 2室2厅 | 155.58平米 | 东 西 | 简装,高楼层(共9层)  1985年建板楼  -,
天香水畔花园，前后小院、双车位。,单价51405元/平米,1100,| 7室4厅 | 213.99平米 | 南 北 | 精装,高楼层(共4层)  2005年建板楼  -,
城厢嘉园 稀缺别墅 改善首选 诚意出售,单价43479元/平米,1500,| 5室3厅 | 345平米 | 南 | 精装,低楼层(共3层)  2010年建  -,
保康里 学区房 南北通透带客厅 紧邻地铁,单价23438元/平米,150,| 2室1厅 | 64平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
广泽明轩 黄金一楼 经典H户型 出房率高,单价41507元/平米,410,| 2室1厅 | 98.78平米 | 南 北 | 其他,低楼层(共6层)  2004年建板楼  -,
尚佳新苑 2室2厅 450万,单价50562元/平米,450,| 2室2厅 | 89平米 | 东南 | 其他,低楼层(共30层)  2007年建板楼  -,
冶金东里 1室1厅 86万,单价24036元/平米,86,| 1室1厅 | 35.78平米 | 南 | 其他,高楼层(共6层)  1988年建板楼  -,
凤园北里 2室1厅 155万,单价26406元/平米,155,| 2室1厅 | 58.7平米 | 东 西 | 其他,低楼层(共7层)  1986年建板楼  -,
川南里 1室1厅 85万,单价21051元/平米,85,| 1室1厅 | 40.38平米 | 北 | 其他,中楼层(共6层)  1994年建板楼  -,
级升里 1室1厅 118万,单价33909元/平米,118,| 1室1厅 | 34.8平米 | 南 北 | 其他,中楼层(共6层)  1990年建板楼  -,
荷兰墅 稀缺位置 观景临湖 联排别墅,单价31717元/平米,850,| 3室2厅 | 268平米 | 南 北 | 其他,低楼层(共3层)  2005年建  -,
颂禹西里学区房 南北通透 价位合适 私产房,单价28633元/平米,175,| 2室1厅 | 61.12平米 | 南 北 | 其他,高楼层(共7层)  1994年建板楼  -,
通透户型，配套成熟小区中心位置，交通方便,单价13810元/平米,580,| 4室2厅 | 420平米 | 南 北 | 简装,低楼层(共17层)  2005年建板楼  -,
金宇里 私产南北通透 小区中心 临近小学,单价29693元/平米,140,| 1室1厅 | 47.15平米 | 南 北 | 其他,低楼层(共6层)  1985年建板楼  -,
横江里 2室0厅 170万,单价28334元/平米,170,| 2室0厅 | 60平米 | 南 北 | 其他,中楼层(共5层)  1995年建板楼  -,
永基花园 2室2厅 185万,单价26429元/平米,185,| 2室2厅 | 70平米 | 东南 | 其他,低楼层(共30层)  1997年建板楼  -,
雅安东里 2室1厅 128万,单价21334元/平米,128,| 2室1厅 | 60平米 | 西北 | 其他,高楼层(共6层)  1986年建板楼  -,
金环里 2室1厅 232万,单价30527元/平米,232,| 2室1厅 | 76平米 | 南 北 | 其他,低楼层(共6层)  1996年建板楼  -,
三潭东里 单价一万 税费低  70万左右两居室,单价10295元/平米,70,| 2室1厅 | 68平米 | 东 西 | 其他,高楼层(共7层)  1990年建板楼  -,
淦江西里 双阳户型 采光充足 出行便利,单价13929元/平米,78,| 2室1厅 | 56平米 | 南 | 其他,高楼层(共5层)  1986年建板楼  -,
华宁南里 1室0厅 75万,单价25000元/平米,75,| 1室0厅 | 30平米 | 南 | 其他,中楼层(共6层)  1982年建板楼  -,
源德里 2室1厅 235万,单价36154元/平米,235,| 2室1厅 | 65平米 | 东 西 | 其他,高楼层(共6层)  1994年建板楼  -,
居祥南里1-3-601顶层金角采光好企业产,单价20000元/平米,120,| 2室1厅 | 60平米 | 东南 北 | 其他,高楼层(共6层)  1992年建板楼  -,
中海御湖翰苑 经典loft 紧邻地铁 精装修,单价15958元/平米,75,| 1室1厅 | 47平米 | 西 | 其他,高楼层(共20层)  2010年建板楼  -,
直观水滴 家电家具全齐 带独立车位,单价29311元/平米,170,| 1室1厅 | 58平米 | 西 | 其他,中楼层(共22层)  2014年建板楼  -,
居华里 学区房 交通便利 后期税费低,单价26831元/平米,170,| 2室1厅 | 63.36平米 | 东 西 | 其他,中楼层(共5层)  1997年建板楼  -,
盈江西里  四楼   精装修  税费少,单价14706元/平米,50,| 1室1厅 | 34平米 | 西 | 其他,中楼层(共6层)  1999年建板楼  -,
郁园里 交通便利 配套成熟 采光好,单价16038元/平米,85,| 2室1厅 | 53平米 | 南 | 其他,高楼层(共6层)  1996年建板楼  -,
熙汇广场 公寓式住宅 精装修 采光好,单价13044元/平米,90,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共29层)  2016年建板楼  -,
十华里 楼下地铁 产业园区内 可以投资,单价13214元/平米,90,| 1室1厅 | 68.11平米 | 南 | 其他,中楼层(共18层)  2005年建板楼  -,
凯盛家园 次新房 私产可贷款 采光无遮挡,单价14938元/平米,76,| 1室1厅 | 50.88平米 | 南 西 | 毛坯,高楼层(共22层)  2006年建塔楼  -,
荣迁西里 南开学区房  东西通透 12平米客厅,单价14391元/平米,59,| 1室1厅 | 41平米 | 东 西 | 其他,高楼层(共6层)  1985年建板楼  -,
铜锣湾花园 大两室 好户型 中心位置,单价43263元/平米,470,| 2室2厅 | 108.64平米 | 南 | 其他,低楼层(共19层)  2004年建板楼  -,
华苑云华里精装H户型 南北通透 配套齐全,单价22858元/平米,240,| 2室1厅 | 105平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
昆裕里 明卧明厅 南北通透 阳光充足,单价19286元/平米,135,| 2室1厅 | 70平米 | 南 北 | 其他,高楼层(共7层)  2000年建板楼  -,
深蓝公寓 南开小学学区 南北通透 采光好,单价19513元/平米,400,| 5室2厅 | 205平米 | 南 北 | 其他,高楼层(共7层)  1997年建板楼  -,
近园里 中间楼层 20平米大阳台 非常合适,单价22728元/平米,125,| 2室1厅 | 55平米 | 东北 | 其他,高楼层(共20层)  1992年建板楼  -,
单价低    地铁房    生活方便,单价20176元/平米,115,| 2室1厅 | 57平米 | 南 | 其他,高楼层(共6层)  1986年建板楼  -,
山海天家园，紧邻地铁6号线，通透三室，黄金楼层,单价30098元/平米,620,| 3室2厅 | 206平米 | 南 北 | 其他,高楼层(共16层)  2006年建板楼  -,
荷兰墅 4室2厅 715万,单价37047元/平米,715,| 4室2厅 | 193平米 | 南 北 | 精装,低楼层(共3层)  2005年建  -,
麦迪逊 4室2厅 285万,单价30600元/平米,285,| 4室2厅 | 93.14平米 | 南 北 | 其他,高楼层(共18层)  2005年建板楼  -,
九州国际 铜角两室 中高楼层 诚意出售,单价39620元/平米,350,| 2室1厅 | 88.34平米 | 东北 | 精装,高楼层(共34层)  2010年建板楼  -,
招商钻石山 星城 精装 LOFT 保持好 观景 观水滴,单价21295元/平米,125,| 1室1厅 | 58.7平米 | 西 | 其他,低楼层(共22层)  2014年建板楼  -,
过五年，带露台，5个车位，黄金2楼，南北通透，菜市场,单价26002元/平米,435,| 3室2厅 | 167.3平米 | 南 北 | 其他,中楼层(共4层)  2001年建板楼  -,
水轩大厦  周边配套设置齐全 精装修,单价30000元/平米,756,| 2室3厅 | 252平米 | 南 北 | 其他,高楼层(共11层)  2000年建板楼  -,
怡园里精装2室南北通透赠送露台和阁楼,单价18182元/平米,160,| 2室3厅 | 88平米 | 南 | 其他,高楼层(共7层)  2003年建板楼  -,
十华里小户型一室交通便利投资适宜,单价12989元/平米,85,| 1室1厅 | 65.44平米 | 南 | 其他,低楼层(共18层)  2005年建板楼  -,
博雅轩 黄金楼层  私产可贷款 临中环线,单价30000元/平米,495,| 3室2厅 | 165平米 | 南 北 | 其他,低楼层(共11层)  2006年建塔楼  -,
华苑程华里好楼层小区中心位置业主诚心卖房,单价25209元/平米,350,| 3室1厅 | 138.84平米 | 南 北 | 其他,中楼层(共6层)  2002年建板楼  -,
元都园 学区房 黄金楼层 经典跃层 采光好,单价48673元/平米,1100,| 3室3厅 | 226平米 | 东 南 北 | 其他,中楼层(共4层)  1998年建  -,
华宁南里 2室1厅 145万,单价29223元/平米,145,| 2室1厅 | 49.62平米 | 南 北 | 其他,高楼层(共6层)  1982年建板楼  -,
奕聪花园别墅毛坯  仅一套 已买土地 2年房龄,单价40359元/平米,1800,| 6室3厅 | 446平米 | 南 | 其他,低楼层(共3层)  2014年建  -,
