name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
翠湖山庄 实用三房 环境优美 配套成熟,单价32405元/平米,335,| 3室2厅 | 103.38平米 | 北 | 简装,中楼层(共31层)  1999年建塔楼  -,
鸿翔大厦 稀有复式单位 超低价买到赚到修,单价31848元/平米,1000,| 6室2厅 | 314平米 | 东南 | 简装,高楼层(共29层)  2002年建塔楼  -,
华资大厦 金地铁 格局方正 环境好,单价16890元/平米,130,| 2室1厅 | 76.97平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
棠德花园 方正三房 采光通风好,单价16482元/平米,110,| 3室1厅 | 66.74平米 | 东 | 其他,高楼层(共9层)  1997年建塔楼  -,
聚侨苑 超级笋盘 精装修 黄金楼层,单价29167元/平米,210,| 2室1厅 | 72平米 | 北 | 简装,中楼层(共10层)  1999年建塔楼  -,
瑞心苑 双地铁上盖 毗邻天河城商业中心,单价27273元/平米,600,| 6室2厅 | 220平米 | 南 | 精装,高楼层(共11层)  2000年建塔楼  -,
天誉花园 户型方正 通风采光好 证过两年,单价37350元/平米,620,| 3室2厅 | 166平米 | 南 | 简装,中楼层(共30层)  2000年建塔楼  -,
华景陶然庭园 西南向 舒适住家环境,单价45162元/平米,420,| 3室2厅 | 93平米 | 西南 | 精装,低楼层(共35层)  2007年建塔楼  -,
信华花园 中层三房 省级学位 东南靓向,单价42277元/平米,520,| 4室2厅 | 123平米 | 东南 | 精装,中楼层(共28层)  2009年建塔楼  -,
历德雅舍 方正两方 通风采光好 带华景学,单价43679元/平米,380,| 2室2厅 | 87平米 | 西北 | 简装,中楼层(共18层)  2005年建塔楼  -,
中海康城 南向大两房 采光充足,单价25926元/平米,210,| 2室2厅 | 81平米 | 南 | 其他,高楼层(共7层)  2002年建塔楼  -,
天誉花园 宽敞舒适5房 华阳学位,单价35112元/平米,880,| 5室2厅 | 250.63平米 | 北 | 简装,高楼层(共31层)  1998年建塔楼  -,
阳光桃源 南向三房带主套 精装修,单价30702元/平米,350,| 3室2厅 | 114平米 | 南 | 其他,低楼层(共18层)  2012年建塔楼  -,
舒适三房 温馨居家 新装修,单价16163元/平米,139,| 3室2厅 | 86平米 | 东南 | 简装,高楼层(共9层)  1999年建塔楼  -,
华港花园 东向三房 带省级学位,单价45872元/平米,500,| 3室2厅 | 109平米 | 东北 | 简装,中楼层(共28层)  2004年建塔楼  -,
金达苑大4房,单价24088元/平米,330,| 4室2厅 | 137平米 | 北 | 精装,高楼层(共9层)  1995年建塔楼  -,
东成花苑 北向安静望花苑3房 中层楼梯,单价22892元/平米,190,| 3室1厅 | 83平米 | 北 | 简装,中楼层(共9层)  2011年建塔楼  -,
汇景新城 龙熹山 南北对流 低层望高尔夫,单价41667元/平米,750,| 3室2厅 | 180平米 | 南 | 精装,低楼层(共30层)  2011年建塔楼  -,
美林湖畔花园 安静两房 东北向,单价29488元/平米,230,| 2室2厅 | 78平米 | 北 | 简装,低楼层(共11层)  2005年建塔楼  -,
紫林居 精装修2房 复式稀缺单位 送一层,单价23530元/平米,200,| 2室1厅 | 85平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
东方都会广场 复式4房 学位房,单价51819元/平米,285,| 4室1厅 | 55平米 | 南 | 精装,低楼层(共23层)  2002年建塔楼  -,
碧海湾 大三房 望小蛮腰 视野好,单价51429元/平米,720,| 3室2厅 | 140平米 | 西南 | 其他,高楼层(共28层)  2003年建塔楼  -,
南雅苑 豪华装修 南北通透 黄金楼层,单价36047元/平米,310,| 3室2厅 | 86平米 | 南 | 简装,中楼层(共8层)  1998年建塔楼  -,
汇景新城 棕榈园 小高层 精装房,单价40000元/平米,720,| 3室2厅 | 180平米 | 南 | 其他,中楼层(共10层)  2011年建塔楼  -,
尚东美御 3室2厅 650万,单价45455元/平米,650,| 3室2厅 | 143平米 | 东 | 简装,中楼层(共32层)  2007年建塔楼  -,
星汇园 花园小区 三房东南向,单价51947元/平米,587,| 3室2厅 | 113平米 | 北 | 简装,低楼层(共32层)  2002年建塔楼  -,
东圃镇前进村 美林湖畔花园,单价29703元/平米,300,| 3室2厅 | 101平米 | 西南 | 其他,低楼层(共6层)  2005年建塔楼  -,
熹园 精装3房 装修保养好 送家私家电,单价64762元/平米,680,| 3室2厅 | 105平米 | 西南 | 精装,中楼层(共30层)  2011年建塔楼  -,
翠湖山庄 两房一厅 望花园 学区房,单价28824元/平米,245,| 2室1厅 | 85平米 | 西南 | 精装,中楼层(共19层)  1999年建塔楼  -,
荟雅苑 112方南大三房 近地铁交通方便,单价43750元/平米,490,| 3室2厅 | 112平米 | 南 | 简装,低楼层(共31层)  2000年建塔楼  -,
跑马地花园 三房一厅 正南向 精美装修,单价35152元/平米,348,| 3室2厅 | 99平米 | 南 | 其他,低楼层(共32层)  1999年建塔楼  -,
金燕花园 电梯大三房 南朝向 精装修,单价24490元/平米,240,| 3室2厅 | 98平米 | 西南 | 其他,中楼层(共26层)  2002年建塔楼  -,
福金莲花园 高层电梯 安静 格局方正,单价20834元/平米,250,| 3室2厅 | 120平米 | 北 | 简装,中楼层(共27层)  2003年建塔楼  -,
时尚明苑 东向2房 中层 安静不吵,单价31250元/平米,200,| 2室2厅 | 64平米 | 东 | 简装,中楼层(共11层)  2006年建塔楼  -,
铂林国际 舒适大气 浪漫复式 两房,单价62746元/平米,320,| 2室1厅 | 51平米 | 西南 | 简装,中楼层(共22层)  2005年建塔楼  -,
交通便利，周边设施完善,单价20548元/平米,150,| 2室1厅 | 73平米 | 南 | 其他,高楼层(共15层)  2000年建塔楼  -,
高盛花园 一楼带私家花园 双学位,单价18270元/平米,95,| 2室2厅 | 52平米 | 南 | 其他,低楼层(共9层)  2000年建塔楼  -,
海外宿舍 安静南向两房 精装修,单价22986元/平米,154,| 2室1厅 | 67平米 | 南 | 其他,高楼层(共8层)  2000年建塔楼  -,
朱美拉 正南向 双主套,单价67376元/平米,950,| 3室2厅 | 141平米 | 南 | 精装,中楼层(共45层)  2009年建塔楼  -,
百脑汇科技大厦 大两房,单价22223元/平米,200,| 2室2厅 | 90平米 | 东南 | 其他,中楼层(共30层)  2004年建塔楼  -,
MBA国际公寓 精装修 带阳台 可用煤气,单价28086元/平米,132,| 1室0厅 | 47平米 | 西 | 简装,低楼层(共29层)  2007年建塔楼  -,
民政局大院 舒适大两房 交通方便,单价22000元/平米,165,| 2室1厅 | 75平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
名雅苑 实用三房 精装修 交通方便修改房,单价36886元/平米,450,| 3室1厅 | 122平米 | 北 | 简装,中楼层(共5层)  1994年建塔楼  -,
嘉院 跃式别墅 三层复式 南北对流,单价55222元/平米,1248,| 4室2厅 | 226平米 | 南 | 简装,中楼层(共9层)  2011年建塔楼  -,
中海康城南向精装三房  一楼带50平花园,单价34952元/平米,360,| 3室2厅 | 103平米 | 南 | 简装,低楼层(共12层)  2002年建塔楼  -,
南国花园 豪华装修 诚意出手 带2个车位,单价70271元/平米,1300,| 4室2厅 | 185平米 | 南 | 简装,中楼层(共28层)  2002年建塔楼  -,
东方新世界 一房一厅 方正实用,单价50725元/平米,350,| 2室1厅 | 69平米 | 北 | 精装,高楼层(共27层)  2007年建塔楼  -,
华南御景园 温馨两房两厅 超低密度,单价32616元/平米,350,| 2室2厅 | 107.31平米 | 南 | 精装,低楼层(共9层)  2009年建塔楼  -,
汇景新城 世家 大户复式豪装 最好楼层,单价53073元/平米,1900,| 5室2厅 | 358平米 | 南 | 精装,中楼层(共16层)  2011年建塔楼  -,
广氮新村 东南向一房 交通便利,单价20000元/平米,70,| 1室1厅 | 35平米 | 东南 | 其他,中楼层(共5层)  1980年建塔楼  -,
华江花园 电梯3房 安静舒适,单价29753元/平米,360,| 3室2厅 | 121平米 | 南 | 其他,低楼层(共9层)  2003年建塔楼  -,
福金莲花园 采光通风好 生活方便,单价25000元/平米,240,| 3室1厅 | 96平米 | 西南 | 其他,低楼层(共27层)  2003年建塔楼  -,
棠德花园 中层两房 安静 采光好1,单价17858元/平米,100,| 2室1厅 | 56平米 | 东 | 其他,中楼层(共10层)  1997年建塔楼  -,
富力公园28 商住两用 可注册办公有明火,单价43000元/平米,1178.2,| 4室2厅 | 274平米 | 南 | 简装,高楼层(共48层)  2012年建塔楼  -,
南国花园 稀缺复式五房 户型实用,单价50820元/平米,930,| 4室2厅 | 183平米 | 南 | 其他,低楼层(共27层)  2002年建塔楼  -,
赛拉维 实用舒适单位,单价38462元/平米,400,| 3室1厅 | 104平米 | 东南 | 毛坯,中楼层(共19层)  2002年建塔楼  -,
商住两用 复式单位 高层采光好,单价37736元/平米,200,| 1室1厅 | 53平米 | 北 | 简装,高楼层(共29层)  2005年建塔楼  -,
金湖花园 金湖翡翠谷 250方4房复式,单价44000元/平米,1100,| 4室3厅 | 250平米 | 东 | 其他,中楼层(共6层)  1993年建塔楼  -,
保利中辰 超笋精装两房 省级学位 双阳台,单价48193元/平米,400,| 2室2厅 | 83平米 | 东 | 其他,低楼层(共27层)  2008年建塔楼  -,
低楼层 大两房 采光好,单价17210元/平米,148,| 2室2厅 | 86平米 | 南 | 简装,低楼层(共9层)  1999年建塔楼  -,
城市假日园 高层两房 格局方正,单价35916元/平米,255,| 2室2厅 | 71平米 | 东南 | 其他,高楼层(共16层)  2004年建塔楼  -,
珠江新城居家必看 粤海丽江花园 生态宜居,单价48224元/平米,950,| 4室2厅 | 197平米 | 南 | 精装,低楼层(共29层)  2009年建塔楼  -,
检察院小区 车位多 小区管理好 安静舒适,单价23953元/平米,200,| 2室2厅 | 83.5平米 | 西 | 精装,低楼层(共12层)  2001年建塔楼  -,
恒达苑 华阳学位 证过两年,单价38462元/平米,350,| 4室2厅 | 91平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
天河公园 华港花园 望花园三房,单价36364元/平米,360,| 3室2厅 | 99平米 | 东北 | 简装,低楼层(共30层)  2004年建塔楼  -,
东方新世界 东南向4房两厅,单价56887元/平米,950,| 4室2厅 | 167平米 | 东 | 精装,高楼层(共25层)  2011年建塔楼  -,
远洋明苑 三房两厅 南北对流单位 保养新,单价25000元/平米,225,| 3室2厅 | 90平米 | 南 | 简装,中楼层(共12层)  2003年建塔楼  -,
汇景新城 龙熹山 豪装四房 南北对流,单价36000元/平米,900,| 4室2厅 | 250平米 | 南 | 精装,中楼层(共30层)  2011年建塔楼  -,
凯旋方正两房 安静舒适 产权清晰,单价62609元/平米,720,| 2室2厅 | 115平米 | 北 | 精装,低楼层(共26层)  2005年建塔楼  -,
天河广场 繁荣地段三房两厅,单价16038元/平米,170,| 3室2厅 | 106平米 | 西北 | 简装,中楼层(共32层)  1996年建塔楼  -,
鸿燕居 电梯精致两房 带私家花园,单价22973元/平米,170,| 2室2厅 | 74平米 | 东北 | 其他,低楼层(共11层)  1998年建塔楼  -,
[满堂红链家]户型实用，性价比高，学区房,单价19319元/平米,85,| 1室1厅 | 44平米 | 北 | 其他,高楼层(共9层)  2002年建塔楼  -,
骏景花园，高层大三房，采光通风好,单价32711元/平米,350,| 3室2厅 | 107平米 | 北 | 简装,高楼层(共13层)  2000年建塔楼  -,
天成居 小两房一厅 只卖115万 温馨安,单价27381元/平米,115,| 2室1厅 | 42平米 | 西南 | 其他,中楼层(共5层)  塔楼  -,
碧海湾 高层一线江景 豪宅大户 东南向,单价45455元/平米,900,| 4室2厅 | 198平米 | 东南 | 简装,高楼层(共28层)  2003年建塔楼  -,
恒康阁 东站旁地段好 实用率高 东南向,单价30000元/平米,363,| 3室2厅 | 121平米 | 东南 | 其他,中楼层(共24层)  2000年建塔楼  -,
华江花园 精装两房 满五唯一 家私电全送,单价29488元/平米,115,| 2室1厅 | 39平米 | 东 | 其他,中楼层(共9层)  2003年建塔楼  -,
凯旋新世界 稀缺楼王 南向四房 豪华装修,单价83211元/平米,1700,| 3室2厅 | 204.3平米 | 南 | 简装,高楼层(共25层)  2005年建塔楼  -,
华颖花园 实用两房 采光通风好,单价19118元/平米,130,| 2室1厅 | 68平米 | 南 | 其他,中楼层(共5层)  1999年建塔楼  -,
文景阁 南向大单间 带省级学位 安静舒适,单价27084元/平米,65,| 1室0厅 | 24平米 | 南 | 简装,低楼层(共19层)  2000年建塔楼  -,
中强雅苑 高层电梯 最平实用三房 过两年,单价27320元/平米,265,| 3室1厅 | 97平米 | 南 | 简装,低楼层(共30层)  2007年建塔楼  -,
新世界2期 安静南向 带学位,单价58000元/平米,580,| 3室2厅 | 100平米 | 南 | 毛坯,高楼层(共25层)  2011年建塔楼  -,
地铁上盖 尚德大厦 间隔方正 投资回报高,单价50000元/平米,270,| 1室0厅 | 54平米 | 东 | 简装,中楼层(共23层)  2003年建塔楼  -,
棠德花园 东向高层电梯楼 价格优惠,单价23493元/平米,148,| 2室1厅 | 63平米 | 东 | 简装,中楼层(共29层)  1997年建塔楼  -,
君紫花园  小区环境好 配套成熟,单价50326元/平米,1500,| 1室0厅 | 298.06平米 | 西 | 简装,低楼层(共8层)  1995年建塔楼  -,
南向大4房,单价45000元/平米,657,| 4室2厅 | 146平米 | 南 | 精装,低楼层(共13层)  2000年建塔楼  -,
四航局大院 南北通透,单价18033元/平米,110,| 3室1厅 | 61平米 | 北 | 简装,中楼层(共9层)  塔楼  -,
燕东大厦 刚需首选,单价20062元/平米,260,| 4室2厅 | 129.6平米 | 南 | 其他,高楼层(共15层)  2000年建塔楼  -,
百脑汇科技大厦 精装一房 交通方便,单价27059元/平米,92,| 1室0厅 | 34平米 | 东南 | 其他,中楼层(共30层)  2004年建塔楼  -,
MBA国际公寓 独立厨卫 交通方便,单价34314元/平米,175,| 1室0厅 | 51平米 | 北 | 精装,中楼层(共29层)  2007年建塔楼  -,
四航局大院 位置优越,单价20139元/平米,145,| 2室1厅 | 72平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
华建小区南北对流电梯3房2厅光线一流,单价35965元/平米,410,| 3室2厅 | 114平米 | 南 | 其他,中楼层(共13层)  2001年建塔楼  -,
天朗明居 厅出大阳台两房 中间楼层,单价28796元/平米,239,| 2室2厅 | 83平米 | 东 | 简装,高楼层(共18层)  2001年建塔楼  -,
翠湖山庄 三房带主套 装修保养好,单价28236元/平米,240,| 3室1厅 | 85平米 | 西 | 精装,低楼层(共17层)  1999年建塔楼  -,
经典大两房 厅出阳台 价钱绝对低于市场价,单价14190元/平米,105,| 2室2厅 | 74平米 | 东 | 其他,中楼层(共9层)  1999年建塔楼  -,
万菱汇广场 豪华两房 繁华商圈 地铁房,单价40426元/平米,570,| 2室2厅 | 141平米 | 北 | 精装,中楼层(共29层)  2002年建塔楼  -,
益庭阁 南向景观洋房 两房两厅 13号线,单价13494元/平米,112,| 2室2厅 | 83平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
嘉裕君玥公馆 地铁上盖 省级学位房,单价58220元/平米,850,| 4室2厅 | 146平米 | 西南 | 精装,低楼层(共30层)  2009年建塔楼  -,
金庭轩 东圃超笋电梯二房 看房方便,单价16719元/平米,107,| 2室2厅 | 64平米 | 北 | 简装,中楼层(共9层)  1994年建塔楼  -,
富力天河华庭 豪装四房 华阳学位,单价51631元/平米,950,| 4室2厅 | 184平米 | 北 | 简装,高楼层(共28层)  2005年建塔楼  -,
中明大厦 龙口西 带学位 带装修 小户型,单价41667元/平米,125,| 1室0厅 | 30平米 | 东 | 简装,高楼层(共16层)  2000年建塔楼  -,
汇豪大厦黄金地段临近珠江公园太阳新天地,单价46512元/平米,600,| 3室2厅 | 129平米 | 南 | 简装,高楼层(共28层)  1996年建塔楼  -,
海景中心 厅出阳台 户型方正 正规两房,单价31819元/平米,140,| 2室1厅 | 44平米 | 东 | 其他,中楼层(共27层)  1998年建塔楼  -,
理想蓝堡 南向 安静望花园,单价45865元/平米,610,| 3室2厅 | 133平米 | 南 | 精装,高楼层(共29层)  2004年建塔楼  -,
富力天朗明居 稀缺户型 安静望花园 实用,单价30988元/平米,240,| 3室1厅 | 77.45平米 | 北 | 精装,中楼层(共18层)  2001年建塔楼  -,
华建小区 顶楼复式 南北通透,单价36232元/平米,750,| 4室2厅 | 207平米 | 南 | 其他,高楼层(共18层)  2001年建塔楼  -,
兰亭荟苑 大三房 户型方正 投资地产,单价48000元/平米,624,| 3室2厅 | 130平米 | 南 | 其他,中楼层(共22层)  2012年建塔楼  -,
挑高的客厅 空间感和舒适度强,单价50055元/平米,925,| 4室2厅 | 184.8平米 | 南 | 其他,中楼层(共29层)  2010年建塔楼  -,
恒康阁 东南向三房 双阳台 近地铁,单价39091元/平米,430,| 3室2厅 | 110平米 | 东南 | 简装,中楼层(共24层)  2000年建塔楼  -,
新陶苑小区 方正三房 住家首选,单价32259元/平米,300,| 3室1厅 | 93平米 | 东南 | 其他,中楼层(共8层)  1994年建塔楼  -,
陶苑小区 正三房 双阳台,单价14433元/平米,140,| 3室2厅 | 97平米 | 北 | 其他,低楼层(共9层)  1993年建塔楼  -,
南国花园 超大小区花园 配套成熟,单价50000元/平米,915,| 4室2厅 | 183平米 | 东南 | 其他,低楼层(共28层)  2002年建塔楼  -,
皓瀚华轩 非常实用 视野好 光线好,单价41936元/平米,390,| 2室1厅 | 93平米 | 东南 | 其他,中楼层(共22层)  2000年建塔楼  -,
新城海滨花园 南向户型 一线江景,单价58598元/平米,1050,| 4室2厅 | 179.19平米 | 南 | 其他,低楼层(共21层)  1990年建塔楼  -,
熹园 东南向三房 望小区花园,单价68422元/平米,650,| 3室2厅 | 95平米 | 东南 | 精装,低楼层(共30层)  2011年建塔楼  -,
暨南花园 三房两厅 过五唯一,单价32084元/平米,385,| 3室2厅 | 120平米 | 东 | 简装,高楼层(共10层)  1997年建塔楼  -,
骏景花园 精品四房 南向,单价34783元/平米,480,| 4室2厅 | 138平米 | 南 | 精装,低楼层(共24层)  2000年建塔楼  -,
天华苑 大三房 格局方正,单价24039元/平米,250,| 3室2厅 | 104平米 | 南 | 其他,高楼层(共8层)  2000年建塔楼  -,
