name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦绣生态园春满园 大三房 送私人露台,单价12322元/平米,138,| 3室2厅 | 112平米 | 东北 | 精装,高楼层(共6层)  2001年建塔楼  -,
精装实用大三房 证过两年 格局方正,单价20000元/平米,226,| 3室2厅 | 113平米 | 东北 | 简装,中楼层(共9层)  2010年建塔楼  -,
春满园3房,单价14194元/平米,132,| 3室2厅 | 93平米 | 北 | 其他,低楼层(共6层)  2001年建塔楼  -,
奥林匹克花园 爱巢 电梯东向 两房,单价13954元/平米,120,| 2室2厅 | 86平米 | 东 | 其他,高楼层(共11层)  1990年建塔楼  -,
南国奥园双地铁覆盖近地铁大三房180观景,单价16305元/平米,150,| 3室2厅 | 92平米 | 西南 | 其他,中楼层(共28层)  2006年建塔楼  -,
祈福新村 C区温馨两房 顶楼带大露台,单价13135元/平米,88,| 2室2厅 | 67平米 | 北 | 其他,高楼层(共4层)  1995年建塔楼  -,
丽江花园星海洲 温馨两房 采光好 地铁上,单价22728元/平米,150,| 2室1厅 | 66平米 | 东 | 简装,高楼层(共25层)  2008年建塔楼  -,
祈福新村 D区南向带大露台,单价12988元/平米,100,| 2室2厅 | 77平米 | 南 | 精装,高楼层(共4层)  1995年建塔楼  -,
广地花园二期 精致两房 格局方正实用,单价16217元/平米,120,| 2室2厅 | 74平米 | 西 | 精装,高楼层(共7层)  2000年建塔楼  -,
冠军城 中空复式 1梯2户 南北对流,单价20488元/平米,420,| 4室2厅 | 205平米 | 南 | 毛坯,高楼层(共11层)  1990年建塔楼  -,
祈福新村倚湖湾 望湖三房,单价19388元/平米,190,| 3室2厅 | 98平米 | 北 | 精装,高楼层(共33层)  1995年建塔楼  -,
诺德中心城 实用两房 随意装修,单价16479元/平米,117,| 2室1厅 | 71平米 | 北 | 毛坯,高楼层(共18层)  2004年建塔楼  -,
祈福新村青怡居 笋盘出售 一楼带大花园,单价16897元/平米,98,| 2室2厅 | 58平米 | 北 | 精装,低楼层(共5层)  1995年建塔楼  -,
广碧温馨实用68方两房 保养新净 装修好,单价20295元/平米,138,| 2室2厅 | 68平米 | 西南 | 其他,中楼层(共6层)  1998年建塔楼  -,
西兴苑 低层一房一厅 南北对流,单价9143元/平米,32,| 1室1厅 | 35平米 | 南 | 简装,中楼层(共7层)  1993年建塔楼  -,
可以的房子 过两年 采光好,单价10844元/平米,90,| 3室2厅 | 83平米 | 东 | 其他,高楼层(共32层)  1998年建塔楼  -,
祈福新村绿怡居 大四房过5唯一,单价13832元/平米,148,| 4室2厅 | 107平米 | 北 | 其他,中楼层(共4层)  1995年建塔楼  -,
祈福新村湖景居 精品一楼三房 精致装修,单价15000元/平米,120,| 3室2厅 | 80平米 | 南 | 其他,中楼层(共4层)  1995年建塔楼  -,
富豪山庄盛翠复式 南北对流 户型采光好,单价16461元/平米,400,| 4室3厅 | 243平米 | 南 | 其他,低楼层(共11层)  2013年建塔楼  -,
山水园顶楼复式 豪华装修,单价24876元/平米,500,| 4室2厅 | 201平米 | 西南 | 精装,高楼层(共11层)  2004年建塔楼  -,
锦锦银湾一线江景电梯高层复式,单价31497元/平米,400,| 6室2厅 | 127平米 | 东北 | 精装,高楼层(共28层)  2007年建塔楼  -,
绿庭雅苑 精装三房出售,单价10675元/平米,95,| 3室2厅 | 89平米 | 北 | 简装,高楼层(共7层)  2005年建塔楼  -,
天湖居3房出售,单价14706元/平米,150,| 3室2厅 | 102平米 | 西 | 简装,高楼层(共19层)  1995年建塔楼  -,
桥福园 地铁学位房 温馨2房 证过2年修,单价12838元/平米,95,| 2室2厅 | 74平米 | 北 | 简装,中楼层(共8层)  2000年建塔楼  -,
大石 复式滨江绿园绿海居,单价19200元/平米,480,| 6室2厅 | 250平米 | 北 | 精装,高楼层(共11层)  2004年建塔楼  -,
奥园城市天地 新物业一手业主转卖 带装修,单价22917元/平米,110,| 1室1厅 | 48平米 | 北 | 毛坯,中楼层(共21层)  塔楼  -,
祈福新村月明轩 一楼送30方私家花园,单价17693元/平米,138,| 2室2厅 | 78平米 | 南 | 简装,低楼层(共6层)  1995年建塔楼  -,
生态园南向大三房出售,单价13000元/平米,156,| 3室2厅 | 120平米 | 北 | 简装,高楼层(共6层)  2001年建塔楼  -,
乳芳园 成熟小区配套 房子采光好,单价13514元/平米,80,| 2室1厅 | 59.2平米 | 暂无数据 | 简装,低楼层(共7层)  1995年建塔楼  -,
奥林匹克花园 稀有6房 南北对流,单价11021元/平米,243,| 6室3厅 | 220.5平米 | 南 | 简装,高楼层(共6层)  1999年建塔楼  -,
丽江花园 康城居温馨2房,单价18056元/平米,130,| 2室1厅 | 72平米 | 东 | 简装,中楼层(共9层)  1999年建塔楼  -,
空间布局有致，和谐有序，清新空气自由穿行,单价18519元/平米,250,| 3室2厅 | 135平米 | 北 | 其他,低楼层(共18层)  2002年建塔楼  -,
南浦海滨花园三房 一梯二户 南北对流,单价17623元/平米,215,| 3室2厅 | 122平米 | 南 | 精装,中楼层(共5层)  2002年建塔楼  -,
侨基花园 地铁上盖 温馨3房 证过2年,单价11808元/平米,98,| 3室2厅 | 83平米 | 西北 | 简装,低楼层(共32层)  1998年建塔楼  -,
祈福新村月明轩 精美新净大三房 景观佳,单价16793元/平米,178,| 3室2厅 | 106平米 | 北 | 简装,高楼层(共6层)  1995年建塔楼  -,
丽水湾 温馨四房 南向望园景,单价15504元/平米,200,| 4室2厅 | 129平米 | 南 | 其他,低楼层(共11层)  1995年建塔楼  -,
南国奥园 刚需三房 视野开阔 望园景,单价21368元/平米,250,| 3室2厅 | 117平米 | 南 | 其他,中楼层(共17层)  2006年建塔楼  -,
东华花园 中等楼层 近地铁 户型方正,单价15000元/平米,135,| 3室2厅 | 90平米 | 南 | 其他,中楼层(共6层)  2010年建塔楼  -,
星河湾荟心园泳池一线园景物业 高层靓装修,单价22449元/平米,330,| 3室2厅 | 147平米 | 东北 | 精装,低楼层(共18层)  2001年建塔楼  -,
广州碧桂园 复式房源 价格实惠,单价14966元/平米,220,| 3室2厅 | 147平米 | 东南 | 简装,高楼层(共6层)  1998年建塔楼  -,
星河湾荟心园中三房，不接受这个价格的勿扰,单价27907元/平米,360,| 3室2厅 | 129平米 | 东北 | 精装,低楼层(共18层)  2001年建塔楼  -,
鸿禧华庭 地铁上盖 豪华装修 带学位,单价22396元/平米,215,| 3室2厅 | 96平米 | 北 | 精装,中楼层(共11层)  2004年建塔楼  -,
华南大厦 少有放盘精装修 大三房 格局好,单价13922元/平米,142,| 3室2厅 | 102平米 | 南 | 简装,高楼层(共23层)  2003年建塔楼  -,
广州番禺雅居乐 两房两厅 西南向,单价21250元/平米,170,| 2室2厅 | 80平米 | 西南 | 其他,低楼层(共23层)  2010年建塔楼  -,
南浦海龙湾 成熟小区装修保养好 南北通透,单价18877元/平米,168,| 2室1厅 | 89平米 | 南 | 其他,高楼层(共12层)  2004年建塔楼  -,
南国奥园电梯大三房舒适实用 环境幽美,单价17986元/平米,250,| 3室2厅 | 139平米 | 东 | 精装,低楼层(共11层)  2006年建塔楼  -,
祈福新村海晴居望花园三房,单价15663元/平米,130,| 3室2厅 | 83平米 | 北 | 简装,中楼层(共6层)  1995年建塔楼  -,
广州雅居乐花园 花巷复式四房 南北对流,单价19126元/平米,350,| 4室2厅 | 183平米 | 南 | 毛坯,高楼层(共6层)  2010年建塔楼  -,
诺德名都 3房105方 毛坯 采光好,单价20000元/平米,210,| 3室2厅 | 105平米 | 西北 | 其他,高楼层(共33层)  2004年建塔楼  -,
证满两年 东南靓向 唯一住房,单价16667元/平米,120,| 2室2厅 | 72平米 | 东南 | 简装,中楼层(共14层)  2008年建塔楼  -,
锦绣香江华府二期 高楼层南北对流五房,单价28572元/平米,1100,| 5室2厅 | 385平米 | 南 | 精装,高楼层(共20层)  2004年建塔楼  -,
诺德中心城 精致二房 配套完善,单价16884元/平米,130,| 2室2厅 | 77平米 | 北 | 精装,中楼层(共18层)  2004年建塔楼  -,
丽江花园丽字楼 望园景 电梯楼,单价16154元/平米,105,| 2室2厅 | 65平米 | 南 | 其他,低楼层(共9层)  2008年建塔楼  -,
诺德中心城  实用两房 拎包入住,单价17705元/平米,108,| 2室2厅 | 61平米 | 东南 | 精装,高楼层(共18层)  2004年建塔楼  -,
祈福新村海晴居精致3房,单价16026元/平米,125,| 3室2厅 | 78平米 | 北 | 简装,高楼层(共6层)  1995年建塔楼  -,
广州星河湾国际公寓,单价15455元/平米,85,| 1室1厅 | 55平米 | 南 | 精装,中楼层(共18层)  2003年建塔楼  -,
诺德名都 全新三房 精装修 带车位,单价22000元/平米,220,| 3室2厅 | 100平米 | 南 | 精装,高楼层(共30层)  2004年建塔楼  -,
祈福新村 湖景居 南北通透带大露台,单价13449元/平米,78,| 2室2厅 | 58平米 | 北 | 精装,高楼层(共4层)  1995年建塔楼  -,
广州奥林匹克花园 南向三房 全新豪华装修,单价23000元/平米,230,| 3室2厅 | 100平米 | 南 | 精装,中楼层(共6层)  2002年建塔楼  -,
广碧温馨实 保养新净 家电齐,单价23334元/平米,238,| 3室2厅 | 102平米 | 南 | 简装,低楼层(共7层)  1998年建塔楼  -,
侨宫苑 温馨3房南北对流 保养新净,单价13000元/平米,130,| 3室2厅 | 100平米 | 南 | 其他,高楼层(共8层)  1996年建塔楼  -,
自在城市花园  精致两房 清爽干净,单价15585元/平米,120,| 2室2厅 | 77平米 | 东南 | 精装,中楼层(共10层)  2004年建塔楼  -,
锦绣生态园乐满园 精装修保养好,单价15431元/平米,115,| 2室2厅 | 74.53平米 | 南 | 简装,低楼层(共6层)  2001年建塔楼  -,
诺德名都 精致三房 全新装修,单价22381元/平米,235,| 3室2厅 | 105平米 | 东南 | 精装,中楼层(共33层)  2004年建塔楼  -,
南国奥林匹克花园洛区 精致两房 视野辽阔,单价22094元/平米,190,| 2室2厅 | 86平米 | 东 | 其他,中楼层(共5层)  2006年建塔楼  -,
桥福园 两房两厅 过两年 可以直接入住,单价11757元/平米,87,| 2室2厅 | 74平米 | 北 | 精装,中楼层(共8层)  2000年建塔楼  -,
位置方正 保养好 家私家电全送 视野好修,单价17106元/平米,130,| 2室2厅 | 76平米 | 北 | 简装,高楼层(共18层)  2004年建塔楼  -,
北丽园 近地铁 入读省级名校,单价10650元/平米,118,| 3室2厅 | 110.8平米 | 南 | 其他,中楼层(共7层)  1995年建塔楼  -,
金沙御苑 电梯2房出售,单价15464元/平米,150,| 2室2厅 | 97平米 | 西南 | 其他,中楼层(共24层)  2007年建塔楼  -,
小区中间非常安静，黄金楼层，光线非常好,单价15000元/平米,297,| 4室2厅 | 198平米 | 南 | 其他,低楼层(共23层)  2009年建塔楼  -,
翠屏苑 三房 园中位置,单价13954元/平米,120,| 3室2厅 | 86平米 | 东北 | 简装,低楼层(共6层)  2001年建塔楼  -,
雅居乐剑桥郡 地铁上盖一线江景豪宅 实用,单价25532元/平米,360,| 4室2厅 | 141平米 | 西南 | 其他,中楼层(共15层)  2010年建塔楼  -,
顺德碧桂园芷兰湾 南向精装三房 免税单位,单价11021元/平米,108,| 3室2厅 | 98平米 | 南 | 其他,低楼层(共18层)  1998年建塔楼  -,
丽江花园丽字楼，户型方正，近地铁。,单价14564元/平米,150,| 3室1厅 | 103平米 | 东北 | 简装,中楼层(共9层)  2008年建塔楼  -,
广州奥林匹克花园 学位房,单价21819元/平米,360,| 5室3厅 | 165平米 | 南 | 简装,高楼层(共6层)  2002年建塔楼  -,
新月明珠花园 送70方花园 免个税,单价27308元/平米,355,| 4室2厅 | 130平米 | 南 | 精装,低楼层(共24层)  2007年建塔楼  -,
锦绣香江 布查特国际公寓 大三房 豪装,单价25000元/平米,202.5,| 3室2厅 | 81平米 | 南 | 简装,中楼层(共23层)  2004年建塔楼  -,
修改房评 南国奥园北京区大2房低价出售,单价21591元/平米,190,| 2室2厅 | 88平米 | 东 | 简装,低楼层(共6层)  2006年建塔楼  -,
诺德中心城 实用小户型 性价比高 价格实,单价18750元/平米,150,| 2室1厅 | 80平米 | 西 | 简装,高楼层(共18层)  2004年建塔楼  -,
广奥一楼花园学位房近地铁景观好,单价23233元/平米,230,| 3室2厅 | 99平米 | 西北 | 其他,低楼层(共6层)  2002年建塔楼  -,
丽江花园左岸 电梯高层 望江方正三房,单价23771元/平米,290,| 3室2厅 | 122平米 | 东南 | 其他,低楼层(共16层)  2008年建塔楼  -,
黄金地段 小区环境优美 交通便利,单价15585元/平米,120,| 3室2厅 | 77平米 | 东南 | 简装,中楼层(共7层)  1993年建塔楼  -,
星河湾一期 高层复式 方便看房,单价23438元/平米,450,| 5室2厅 | 192平米 | 南 | 其他,高楼层(共9层)  2001年建塔楼  -,
市桥江南新村 大型小区 配套齐全 近地铁,单价10000元/平米,72,| 2室2厅 | 72平米 | 东南 | 简装,高楼层(共7层)  1998年建塔楼  -,
奥园大厦 高层南向实用复式房 创业首选修,单价24412元/平米,83,| 1室1厅 | 34平米 | 北 | 其他,高楼层(共21层)  2002年建塔楼  -,
诺德名都 精致三房 清爽干净 配套完善,单价18479元/平米,170,| 2室2厅 | 92平米 | 南 | 毛坯,高楼层(共30层)  2004年建塔楼  -,
丽江花园丽字楼 装修保养新 开放厨房,单价15731元/平米,140,| 3室1厅 | 89平米 | 东南 | 其他,高楼层(共9层)  2008年建塔楼  -,
冠军城 132方东南向 稀缺方正大三房,单价15910元/平米,210,| 3室2厅 | 132平米 | 南 | 精装,高楼层(共11层)  1990年建塔楼  -,
南国奥园 闹中取静 方正适用南北通透两房,单价21250元/平米,170,| 2室2厅 | 80平米 | 东 | 简装,低楼层(共6层)  2006年建塔楼  -,
星河湾三期 精装三房 产权清晰 业主诚售,单价25290元/平米,328,| 3室2厅 | 129.7平米 | 东北 | 精装,低楼层(共18层)  2001年建塔楼  -,
康城居 实用两房 价格实惠 有匙即看,单价17143元/平米,120,| 2室2厅 | 70平米 | 东北 | 简装,中楼层(共9层)  1999年建塔楼  -,
广州雅居乐花巷 南北对流 带超大入户花园,单价23000元/平米,318.78,| 3室2厅 | 138.6平米 | 南 | 精装,低楼层(共6层)  2010年建塔楼  -,
锦绣香江 山水园 学区实用三房 低首付,单价20466元/平米,220,| 3室2厅 | 107.5平米 | 东 | 精装,高楼层(共11层)  2004年建塔楼  -,
尚东尚筑 四居室豪宅 南北对流 位置独特,单价20339元/平米,300,| 5室2厅 | 147.5平米 | 南 | 其他,中楼层(共18层)  2008年建塔楼  -,
华侨城 温馨2房证过五年唯一住房无税,单价9837元/平米,60,| 2室2厅 | 61平米 | 南 | 其他,中楼层(共8层)  1996年建塔楼  -,
东湖洲花园2期，192方豪装，不可多得,单价18230元/平米,350,| 4室2厅 | 192平米 | 南 | 其他,中楼层(共25层)  2012年建塔楼  -,
广州碧桂园 大三房 黄金楼层随时看房,单价17074元/平米,175,| 3室2厅 | 102.5平米 | 西南 | 其他,高楼层(共7层)  1998年建塔楼  -,
广州雅居乐花园 环境舒适,单价23405元/平米,220,| 3室2厅 | 94平米 | 西北 | 其他,高楼层(共10层)  2010年建塔楼  -,
祈福水城 电梯楼 望园林,单价14836元/平米,135,| 3室1厅 | 91平米 | 北 | 简装,高楼层(共11层)  2008年建塔楼  -,
祈福新村精致三房一楼带花园方正实用户型,单价15218元/平米,105,| 3室2厅 | 69平米 | 南 | 其他,低楼层(共3层)  1995年建塔楼  -,
市桥南 华景新城 低价出售,单价12963元/平米,140,| 3室2厅 | 108平米 | 北 | 精装,中楼层(共8层)  1999年建塔楼  -,
自在城市花园 诺德大单间 私密性强,单价16347元/平米,85,| 1室2厅 | 52平米 | 东 | 精装,低楼层(共18层)  2004年建塔楼  -,
置业广场 黄金楼层 南北对流 采光通风好,单价7724元/平米,95,| 4室2厅 | 123平米 | 南 | 简装,中楼层(共7层)  1997年建塔楼  -,
滨江绿园 精致三房,单价18425元/平米,145,| 3室1厅 | 78.7平米 | 西南 | 精装,中楼层(共11层)  2004年建塔楼  -,
生态园 倚翠苑电梯一楼,单价15138元/平米,165,| 3室2厅 | 109平米 | 北 | 简装,低楼层(共11层)  2001年建塔楼  -,
祈福新村 半山洋房 保养极好,单价15823元/平米,125,| 2室2厅 | 79平米 | 北 | 精装,高楼层(共6层)  1995年建塔楼  -,
星河湾6号 对流二线望江 高层二次靓装修,单价31621元/平米,800,| 4室2厅 | 253平米 | 南 | 精装,高楼层(共20层)  2001年建塔楼  -,
番禺市桥南 华景新城 4房出售,单价15249元/平米,190,| 4室2厅 | 124.6平米 | 南 | 其他,中楼层(共12层)  1999年建塔楼  -,
云山诗意 小区环境优美，户型精湛,单价16815元/平米,190,| 4室2厅 | 113平米 | 南 | 其他,高楼层(共32层)  塔楼  -,
精装三房 景观好 稀缺型抛 过五年,单价17758元/平米,190,| 3室2厅 | 107平米 | 西南 | 其他,高楼层(共6层)  1998年建塔楼  -,
华侨城 中层3房证过五年少有笋盘,单价9140元/平米,85,| 3室2厅 | 93平米 | 东 | 其他,中楼层(共9层)  1996年建塔楼  -,
金山谷 温馨小三房 电梯洋房,单价20753元/平米,193,| 3室2厅 | 93平米 | 北 | 其他,中楼层(共29层)  2013年建塔楼  -,
祈福新村海晴居实用三房一楼大花园,单价16850元/平米,123,| 3室2厅 | 73平米 | 北 | 其他,低楼层(共6层)  1995年建塔楼  -,
康裕大厦 中心小学学位唯一电梯单位,单价14021元/平米,136,| 3室1厅 | 97平米 | 东 | 其他,高楼层(共17层)  1998年建塔楼  -,
广州雅居乐花园 豪华复式,单价31959元/平米,310,| 4室2厅 | 97平米 | 东北 | 简装,高楼层(共11层)  2010年建塔楼  -,
华侨城 高层电梯3房 过五年,单价10965元/平米,125,| 3室2厅 | 114平米 | 东北 | 其他,低楼层(共12层)  1996年建塔楼  -,
华南碧桂园 前后花园两房,单价26358元/平米,199,| 2室1厅 | 75.5平米 | 南 | 其他,低楼层(共7层)  2001年建塔楼  -,
北丽园 近地铁 入读省级名校,单价11341元/平米,110,| 3室2厅 | 97平米 | 南 | 其他,中楼层(共7层)  1995年建塔楼  -,
