name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
卫生厅大院 大院管理 黄金楼层可改小三房,单价28338元/平米,190,| 2室2厅 | 67.05平米 | 东 | 精装,中楼层(共8层)  1985年建塔楼  -,
仙湖街 方正实用,单价21250元/平米,68,| 1室1厅 | 32平米 | 西南 | 其他,高楼层(共9层)  塔楼  -,
诗书路楼梯楼好单位诚意出售,单价17161元/平米,135,| 3室2厅 | 78.67平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
府前铭泰的公寓，看房方便 间隔方正 新装,单价36000元/平米,162,| 1室1厅 | 45平米 | 北 | 其他,高楼层(共25层)  塔楼  -,
黄华路 间隔方正两房 一楼可做临商,单价30264元/平米,230,| 2室1厅 | 76平米 | 北 | 简装,低楼层(共9层)  塔楼  -,
建设二马路 实用大两房 采光一流,单价25410元/平米,310,| 3室2厅 | 122平米 | 东南 | 精装,高楼层(共9层)  塔楼  -,
电梯实用三房,望花园,单价36487元/平米,270,| 3室1厅 | 74平米 | 东北 | 精装,中楼层(共21层)  1999年建塔楼  -,
海珠北路 实用舒适两房 采光 越秀区学位,单价18056元/平米,130,| 2室1厅 | 72平米 | 东 | 其他,高楼层(共8层)  塔楼  -,
东风东路 省建行房改 实用两房,单价32679元/平米,183,| 2室1厅 | 56平米 | 东 | 简装,高楼层(共6层)  塔楼  -,
五羊小区H区 户型实用 省级名校,单价32259元/平米,50,| 1室0厅 | 15.5平米 | 南 | 其他,中楼层(共9层)  1986年建塔楼  -,
应元路应元宫道 1室1厅 115万,单价37829元/平米,115,| 1室1厅 | 30.4平米 | 南 | 简装,高楼层(共6层)  塔楼  -,
三元里沙涌北路 楼梯中层大两房 看房方便,单价10257元/平米,80,| 2室1厅 | 78平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
一德路 重新装修实用单间,单价17895元/平米,68,| 1室1厅 | 38平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
小北路 三眼井 诚意出售 看房方便,单价38031元/平米,251,| 2室1厅 | 66平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
百灵路 实用2房 邻近地铁,单价28125元/平米,135,| 2室1厅 | 48平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
铁路房改房 地铁上盖 杨箕学位,单价30953元/平米,260,| 3室2厅 | 84平米 | 西北 | 简装,高楼层(共9层)  2000年建塔楼  -,
广园东路 入户就读名校,单价14894元/平米,140,| 3室2厅 | 94平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
永胜上沙 低层两房 户型实用,单价30000元/平米,102,| 2室1厅 | 34平米 | 暂无数据 | 其他,低楼层(共6层)  塔楼  -,
山河大街 全新装修 实用三房 入读培正,单价64919元/平米,396,| 3室2厅 | 61平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
越秀南路 中层两方 交通便利,单价24889元/平米,112,| 2室1厅 | 45平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
积厚新街 低层实用三房 配套成熟,单价29851元/平米,200,| 3室1厅 | 67平米 | 北 | 其他,中楼层(共8层)  塔楼  -,
实用两房 楼梯楼,单价14182元/平米,70,| 2室1厅 | 49.36平米 | 南 | 简装,高楼层(共7层)  1995年建塔楼  -,
俊逸阁 电梯两房 地铁沿线 业主诚意出售,单价46667元/平米,350,| 2室2厅 | 75平米 | 暂无数据 | 简装,中楼层(共22层)  2005年建塔楼  -,
起义路 海珠广场地铁上盖 中层三房,单价20790元/平米,158,| 3室2厅 | 76平米 | 东 | 其他,中楼层(共8层)  塔楼  -,
翰林阁 四房 入读黄花小学,单价39535元/平米,680,| 4室2厅 | 172平米 | 西北 | 其他,高楼层(共30层)  塔楼  -,
恒福路大院 家具 家电齐全,单价21312元/平米,260,| 3室2厅 | 122平米 | 暂无数据 | 简装,中楼层(共7层)  1990年建塔楼  -,
麓湖御景四房出售,单价26871元/平米,395,| 4室2厅 | 147平米 | 北 | 简装,低楼层(共32层)  2007年建塔楼  -,
德意居方正三房笋价出售,单价48059元/平米,495,| 3室1厅 | 103平米 | 东南 | 其他,中楼层(共26层)  2008年建塔楼  -,
恒福路小区 交通方便 靠近汽配城,单价22000元/平米,176,| 2室1厅 | 80平米 | 暂无数据 | 简装,中楼层(共6层)  塔楼  -,
惠爱大厦 电梯两房 地铁上盖物业,单价30000元/平米,270,| 2室1厅 | 90平米 | 北 | 其他,中楼层(共22层)  1995年建塔楼  -,
三荣大厦 靠近黄金地段 交通方便,单价37038元/平米,400,| 3室2厅 | 108平米 | 东南 | 其他,中楼层(共30层)  2005年建塔楼  -,
都府小区 舒适安静 低层三房,单价26667元/平米,240,| 3室2厅 | 90平米 | 暂无数据 | 其他,低楼层(共9层)  1993年建塔楼  -,
中曦大厦 西向三房 精装修 即买即住,单价35186元/平米,380,| 3室2厅 | 108平米 | 西 | 精装,高楼层(共32层)  1995年建塔楼  -,
环市东电视台大院三房一厅出售,单价37663元/平米,290,| 3室2厅 | 77平米 | 西北 | 其他,高楼层(共9层)  1991年建塔楼  -,
东川路 电梯两房 南北朝向 东川学位,单价39437元/平米,280,| 2室2厅 | 71平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
菜园西路 16中教师宿舍 实用南向三房,单价26250元/平米,210,| 3室2厅 | 80平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
执信南路 实用三房 环境安静 证过2年,单价24000元/平米,180,| 3室1厅 | 75平米 | 东 | 简装,高楼层(共8层)  塔楼  -,
农林下路小单位出售,单价28717元/平米,85,| 1室0厅 | 29.6平米 | 西 | 其他,低楼层(共6层)  塔楼  -,
东华南路 东南靓向 入读培正,单价29907元/平米,320,| 3室2厅 | 107平米 | 东南 | 其他,低楼层(共25层)  1996年建塔楼  -,
青龙坊 低价一房 带建六学位 南向带阳台,单价27273元/平米,90,| 1室1厅 | 33平米 | 暂无数据 | 其他,高楼层(共7层)  塔楼  -,
空中花园 密封式复式 东湖御苑高层,单价62699元/平米,1580,| 4室4厅 | 252平米 | 南 | 精装,高楼层(共51层)  2005年建塔楼  -,
独栋私房 收租过万,单价23370元/平米,430,| 6室3厅 | 184平米 | 南 | 简装,低楼层(共6层)  塔楼  -,
第一津街 精装三房 老人首选物业,单价22632元/平米,129,| 3室2厅 | 57平米 | 暂无数据 | 其他,低楼层(共9层)  1994年建塔楼  -,
湖滨小区 环境优美 生活便利 温馨小两房,单价25642元/平米,100,| 2室1厅 | 39平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
国利大厦 中层精致实用  南向 房出阳台,单价31731元/平米,165,| 1室1厅 | 52平米 | 南 | 其他,低楼层(共30层)  2000年建塔楼  -,
泰康城广场电梯两房出售,单价31053元/平米,295,| 2室2厅 | 95平米 | 暂无数据 | 其他,中楼层(共39层)  1997年建塔楼  -,
淘金路入读华侨小学三房出售,单价28659元/平米,235,| 3室1厅 | 82平米 | 暂无数据 | 其他,高楼层(共8层)  1988年建塔楼  -,
广仁路 2房一厅 大院管理 南北对流,单价23132元/平米,130,| 2室1厅 | 56.2平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
德正中路 中层两房，方正实用 交通便利,单价27869元/平米,170,| 2室1厅 | 61平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
海印苑 三房一厅 证满两年 入读培正,单价28704元/平米,310,| 3室1厅 | 108平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
丽景台 豪装四房 无敌视野 带名校学位,单价37838元/平米,700,| 4室2厅 | 185平米 | 东北 | 简装,高楼层(共34层)  1999年建塔楼  -,
实用三房，全明屋，间隔方正，旺中带静,单价20413元/平米,198,| 3室2厅 | 97平米 | 暂无数据 | 其他,高楼层(共8层)  塔楼  -,
一德路 交通便利 全明户型无遮挡,单价19388元/平米,95,| 2室1厅 | 49平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
中山五路 府前铭泰的公寓，看房方便 豪华,单价36000元/平米,162,| 1室1厅 | 45平米 | 北 | 其他,高楼层(共25层)  塔楼  -,
环市东路 2房1厅 农林学位,单价36138元/平米,235,| 2室1厅 | 65.03平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
寺右一马路 笋盘出售,单价30233元/平米,130,| 2室1厅 | 43平米 | 东北 | 其他,高楼层(共9层)  塔楼  -,
三房一厅 居住首选,单价19887元/平米,175,| 3室1厅 | 88平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
名校学位 大户人家 间隔四正,单价37410元/平米,305,| 2室1厅 | 81.53平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
实用舒适单位 配套完善,单价28874元/平米,205,| 2室1厅 | 71平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
万福路 中层精装两房 周边生活便利,单价26416元/平米,140,| 2室1厅 | 53平米 | 西南 | 其他,中楼层(共9层)  塔楼  -,
黄华路 方正 采光通透,单价27420元/平米,85,| 1室1厅 | 31平米 | 南 | 精装,中楼层(共13层)  塔楼  -,
东贤里 方正一室 学位首选 极少放盘,单价25000元/平米,75,| 1室1厅 | 30平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
豪贤苑电梯高层南北方正两房,单价32559元/平米,280,| 2室1厅 | 86平米 | 暂无数据 | 其他,高楼层(共25层)  2000年建塔楼  -,
华荟大厦  清水濠学位 电梯细积,单价31200元/平米,78,| 1室0厅 | 25平米 | 暂无数据 | 简装,中楼层(共24层)  塔楼  -,
五羊小区H小区 地铁上盖 格局方正,单价28290元/平米,215,| 3室1厅 | 76平米 | 东 | 简装,中楼层(共9层)  1986年建塔楼  -,
共和三路 环境清静，南北对流，间隔方正,单价35000元/平米,241.5,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
瑶台花园 实用两房 价格笋,单价10811元/平米,70,| 2室1厅 | 64.75平米 | 东南 | 简装,高楼层(共9层)  1996年建塔楼  -,
五羊商住中心 标准两房 省级学位,单价23562元/平米,172,| 3室1厅 | 73平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
西华路 中低层 三房单位 临近地铁,单价20889元/平米,188,| 3室2厅 | 90平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
麓景路村前街 2室1厅 92万,单价20000元/平米,92,| 2室1厅 | 46平米 | 西北 | 精装,中楼层(共8层)  塔楼  -,
拥翠小区 一房一厅 投资自住适宜,单价28572元/平米,80,| 1室1厅 | 28平米 | 南 | 简装,低楼层(共7层)  2000年建塔楼  -,
低层 东南北向 证满2年,单价35000元/平米,280,| 3室1厅 | 80平米 | 东南 | 其他,中楼层(共5层)  塔楼  -,
下塘西路 单位房改房 户型方正 带省学位,单价19179元/平米,140,| 2室1厅 | 73平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
水均大街 中层单位 通风采光好,单价30556元/平米,165,| 2室1厅 | 54平米 | 暂无数据 | 其他,高楼层(共7层)  塔楼  -,
越秀北路 小北路学位房 精选楼梯中层,单价30000元/平米,180,| 2室1厅 | 60平米 | 暂无数据 | 简装,低楼层(共9层)  塔楼  -,
惠福西路 低层 1室1厅 低总价,单价15750元/平米,63,| 1室1厅 | 40平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
德政南路 黄金层两房 团一大地铁,单价20968元/平米,130,| 2室1厅 | 62平米 | 西南 | 其他,中楼层(共8层)  塔楼  -,
环市路 方正一房 入读名校,单价29788元/平米,140,| 1室1厅 | 47平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
光塔路 三楼靓两房 精装修,单价27200元/平米,136,| 2室1厅 | 50平米 | 东 | 其他,中楼层(共8层)  塔楼  -,
恤孤院路 低层实用三房 入读省级培正,单价42000元/平米,336,| 3室2厅 | 80平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
淘金小面积两方仅售115万,单价26924元/平米,112,| 2室1厅 | 41.6平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
东湖新村 低层东向望湖 证过5年,单价29062元/平米,195,| 3室1厅 | 67.1平米 | 东北 | 简装,低楼层(共7层)  1986年建塔楼  -,
东川路与白云路交界处电梯一房,单价26000元/平米,65,| 1室1厅 | 25平米 | 东南 | 其他,低楼层(共3层)  塔楼  -,
大新路 全明单位 大面积两房 有阳台,单价15754元/平米,115,| 2室1厅 | 73平米 | 暂无数据 | 简装,高楼层(共9层)  塔楼  -,
解放北路 东风西学位 低层靓三房,单价25281元/平米,225,| 3室2厅 | 89平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
竹丝岗大马路 带学位 南北向实用两房,单价29667元/平米,178,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
解放北路 三房两厅 南北对流,单价27552元/平米,270,| 3室2厅 | 98平米 | 南 | 简装,中楼层(共7层)  塔楼  -,
东源新街 方正两房 学位首选 极少放盘,单价37500元/平米,180,| 2室1厅 | 48平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
越华路 精选两房 东南向 证过2年,单价28948元/平米,220,| 2室2厅 | 76平米 | 东南 | 简装,高楼层(共8层)  塔楼  -,
德政北路 政府部门 大户三房,单价28829元/平米,320,| 3室2厅 | 111平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
楼龄新净 豪华四房 地铁上盖,单价28125元/平米,360,| 4室2厅 | 128平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
麓湖阁复式大面积笋价出售,单价32328元/平米,750,| 3室2厅 | 232平米 | 北 | 简装,高楼层(共30层)  1995年建塔楼  -,
学位房临近地铁公交,单价22827元/平米,210,| 2室1厅 | 92平米 | 东北 | 简装,高楼层(共9层)  塔楼  -,
东向精装3房,单价21952元/平米,180,| 3室2厅 | 82平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
淘金坑小区 附近生活配套齐全,单价23457元/平米,190,| 2室2厅 | 81平米 | 暂无数据 | 精装,高楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价45193元/平米,470,| 3室1厅 | 104平米 | 南 | 简装,低楼层(共28层)  塔楼  -,
天胜村 中层单边位大四房 华侨学位,单价30216元/平米,410,| 4室2厅 | 135.69平米 | 东南 | 简装,高楼层(共6层)  1970年建塔楼  -,
学位房,间隔方正,单价38999元/平米,129.32,| 1室0厅 | 33.16平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
寺右大街三房笋价出售,单价29127元/平米,300,| 3室0厅 | 103平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
建设二马路 正规一房 带学位,单价24968元/平米,97,| 1室1厅 | 38.85平米 | 北 | 其他,高楼层(共9层)  1990年建塔楼  -,
天胜村 前后私家花园 地铁上盖,单价47827元/平米,550,| 3室2厅 | 115平米 | 南 | 其他,低楼层(共4层)  1970年建塔楼  -,
文明路小区 成熟小区 采光一流,单价26830元/平米,220,| 3室1厅 | 82平米 | 东北 | 其他,高楼层(共9层)  塔楼  -,
三房两厅电梯高层放售,单价26583元/平米,420,| 3室2厅 | 158平米 | 东南 | 其他,高楼层(共33层)  塔楼  -,
双地铁上盖 实用大两房 农林学校旁边,单价35233元/平米,303,| 2室2厅 | 86平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
德意居 标准电梯两房 农讲所地铁口,单价44706元/平米,380,| 2室2厅 | 85平米 | 东南 | 简装,中楼层(共26层)  2008年建塔楼  -,
培正学位　环境优美　稀有别墅,单价45017元/平米,1400,| 6室3厅 | 311平米 | 东南 | 简装,低楼层(共1层)  塔楼  -,
环境优美。交通便利,单价48125元/平米,385,| 2室2厅 | 80平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
三木国际公寓,单价25000元/平米,150,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共7层)  2007年建塔楼  -,
实用温馨单位 配套完善 方正两房,单价36000元/平米,180,| 2室1厅 | 50平米 | 北 | 其他,低楼层(共8层)  2005年建塔楼  -,
花果山社区 温馨两房,单价18750元/平米,105,| 2室1厅 | 56平米 | 东北 | 其他,低楼层(共9层)  1990年建塔楼  -,
北京南路 高层七楼 实用两房 证过2年,单价22000元/平米,132,| 2室1厅 | 60平米 | 西南 | 其他,高楼层(共7层)  塔楼  -,
中山二路两房实用户型,单价32693元/平米,170,| 2室1厅 | 52平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
天胜村小区 采光一流 证过2年,单价30328元/平米,370,| 3室2厅 | 122平米 | 南 | 其他,中楼层(共5层)  1970年建塔楼  -,
麓湖阁 有学位 证过2年,单价34616元/平米,360,| 3室1厅 | 104平米 | 南 | 其他,中楼层(共28层)  1995年建塔楼  -,
小北路地铁上盖 安静大院管理 马赛克房改,单价28000元/平米,322,| 3室2厅 | 115平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
恒福路 实用两房 交通便利,单价16429元/平米,115,| 2室1厅 | 70平米 | 暂无数据 | 精装,高楼层(共9层)  塔楼  -,
麓苑路小区 东南向 证过5年,单价22059元/平米,225,| 3室2厅 | 102平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
淘金街小区 靠近黄金地段,单价27778元/平米,200,| 2室2厅 | 72平米 | 东 | 简装,高楼层(共8层)  塔楼  -,
框架2房 南北靓向 省级学位 大院管理,单价33334元/平米,200,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
富力东堤湾 家电齐全 标准两房,单价50603元/平米,420,| 2室2厅 | 83平米 | 东 | 简装,高楼层(共31层)  2004年建塔楼  -,
小东园 小三房出售,单价41096元/平米,300,| 3室1厅 | 73平米 | 南 | 其他,高楼层(共7层)  1987年建塔楼  -,
德政北路方正三房笋价出售,单价24078元/平米,248,| 3室1厅 | 103平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
富华商贸公寓笋盘出售 可做写字楼,单价17144元/平米,51.43,| 1室1厅 | 30平米 | 东南 | 精装,高楼层(共21层)  2013年建塔楼  -,
五羊华轩 正规一房 就读八一省级名校,单价44334元/平米,266,| 1室1厅 | 60平米 | 东 | 简装,中楼层(共24层)  2004年建塔楼  -,
君铂国际 中高层电梯南向四房,单价42858元/平米,750,| 4室2厅 | 175平米 | 南 | 精装,高楼层(共40层)  2005年建塔楼  -,
德政中路楼梯笋盘出售,单价27529元/平米,245,| 3室1厅 | 89平米 | 西北 | 其他,高楼层(共8层)  2000年建塔楼  -,
五羊商住中心 配套完善环境舒适 交通便利,单价28462元/平米,370,| 3室2厅 | 130平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
