name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
精装四房 位置安静 生活方便,单价59017元/平米,720,| 4室2厅 | 122平米 | 西北 | 精装,低楼层(共18层)  1999年建板塔结合  -,
香蜜湖核心位置 小区地理位置好 安静,单价103933元/平米,1850,| 4室2厅 | 178平米 | 东南 | 简装,低楼层(共21层)  1999年建板塔结合  -,
新洲大厦高层两房可改三房，红本带学位,单价40253元/平米,370,| 2室2厅 | 91.92平米 | 东北 | 精装,中楼层(共33层)  2009年建板塔结合  -,
梅林苑 南向大三房 户型方正 采光通透,单价46551元/平米,415,| 3室2厅 | 89.15平米 | 南 | 简装,低楼层(共7层)  1997年建板塔结合  -,
满五年唯一住房 拆迁概念房 适合投资的学位房。,单价63542元/平米,610,| 2室1厅 | 96平米 | 东南 | 简装,中楼层(共8层)  1984年建板塔结合  -,
业主诚心卖，楼层高采光好，使用比例80%,单价58182元/平米,320,| 2室1厅 | 55平米 | 东 | 简装,中楼层(共33层)  1997年建板塔结合  -,
此房红本在手产权清晰且为上下复式,单价66667元/平米,1800,| 6室3厅 | 270平米 | 南 | 简装,低楼层(共16层)  2002年建板塔结合  -,
赛格绿茵阁经典三房 满五年唯一,单价57426元/平米,580,| 3室2厅 | 101平米 | 西南 | 精装,低楼层(共18层)  1999年建板塔结合  -,
梅林一村 三房两厅 满五年唯一,单价56667元/平米,510,| 3室2厅 | 90平米 | 东北 | 精装,低楼层(共31层)  2000年建板塔结合  -,
紧靠公园大社区，南向大三房，中间栋安静，户型大气,单价57852元/平米,760,| 3室2厅 | 131.37平米 | 南 | 精装,低楼层(共24层)  2001年建板塔结合  -,
景龙大厦 位置安静带名校学位 精装修税费少,单价54369元/平米,560,| 4室2厅 | 103平米 | 西北 | 其他,中楼层(共29层)  1998年建塔楼  -,
南北通大两房，待拆迁物业，税费少交易快。,单价57832元/平米,480,| 2室2厅 | 83平米 | 南 | 其他,中楼层(共7层)  1996年建塔楼  -,
南向  学区房 邻近地铁 诚心出售,单价46722元/平米,285,| 2室1厅 | 61平米 | 西南 | 简装,中楼层(共24层)  1996年建塔楼  -,
南向三房，安静看花园,单价63107元/平米,650,| 3室2厅 | 103平米 | 东南 | 简装,中楼层(共32层)  2001年建板塔结合  -,
南向两房，红本唯一，业主诚心出售。,单价89831元/平米,530,| 2室2厅 | 59平米 | 南 | 精装,低楼层(共27层)  2002年建板塔结合  -,
盛世鹏程双学位，红本在手，诚心出售！,单价72917元/平米,700,| 3室1厅 | 96平米 | 东南 | 精装,高楼层(共32层)  2005年建板塔结合  -,
汇港名苑优质两房，税少方正，高楼层,单价49359元/平米,385,| 2室1厅 | 78平米 | 西北 | 其他,中楼层(共32层)  2002年建板塔结合  -,
南天一花园 70年产权,单价85748元/平米,746,| 2室1厅 | 87平米 | 南 | 精装,高楼层(共17层)  1991年建板楼  -,
正规南向两房户型方正 厅出阳台,单价59155元/平米,420,| 2室1厅 | 71平米 | 南 | 简装,中楼层(共18层)  1999年建板塔结合  -,
皇御苑 东南朝向 方正小三房 通透,单价63954元/平米,550,| 3室2厅 | 86平米 | 东南 | 精装,中楼层(共28层)  2003年建板塔结合  -,
云顶翠峰二期 稀出高层南北通三房 诚心出售,单价75453元/平米,900,| 3室2厅 | 119.28平米 | 南 | 精装,高楼层(共31层)  2003年建板塔结合  -,
蓝天绿都家园 正规一房一厅 地铁口,单价51563元/平米,165,| 1室1厅 | 32平米 | 西 | 简装,中楼层(共15层)  2003年建板塔结合  -,
华强南汇港名苑经典3房满5唯一学区房地铁,单价61225元/平米,600,| 3室1厅 | 98平米 | 西 | 其他,高楼层(共32层)  2002年建板塔结合  -,
中心区地铁口 东南向看花园安静3房,单价90910元/平米,1100,| 3室2厅 | 121平米 | 东南 | 其他,中楼层(共33层)  2000年建板塔结合  -,
南天一花园 荔园小学学位 南北通透 采光好,单价77571元/平米,830,| 3室2厅 | 107平米 | 南 | 精装,低楼层(共17层)  1991年建板楼  -,
景福大厦三房，诚意出售，南北通透，高楼层,单价40646元/平米,378,| 2室1厅 | 93平米 | 北 | 毛坯,中楼层(共28层)  1999年建板塔结合  -,
御河堤 精装大三房 70年住宅,单价76772元/平米,975,| 3室1厅 | 127平米 | 南 | 精装,中楼层(共26层)  2010年建塔楼  -,
都会100，荔园小学+莲花北中学学位税费少,单价59091元/平米,520,| 2室1厅 | 88平米 | 东 | 简装,中楼层(共31层)  2002年建板塔结合  -,
汇港名苑两房，双阳台，业主诚意出售,单价51283元/平米,400,| 2室1厅 | 78平米 | 北 | 简装,低楼层(共32层)  2002年建板塔结合  -,
耀荣园稀少两房诚心出售 小区环境好 方便,单价56386元/平米,468,| 2室2厅 | 83平米 | 西南 | 精装,高楼层(共7层)  板塔结合  -,
景田西小区87㎡三房福外学位全小区物价比特好的房子,单价60920元/平米,530,| 3室2厅 | 87平米 | 北 | 其他,高楼层(共7层)  1993年建板塔结合  -,
精装修4房出售，安静位置，可拎包入住！,单价72044元/平米,670,| 4室2厅 | 93平米 | 南 北 | 简装,高楼层(共7层)  1993年建板塔结合  -,
群星广场 红本在 满五唯一 百花和实验学位 居家大三房,单价71429元/平米,750,| 3室1厅 | 105平米 | 南 | 简装,中楼层(共30层)  2001年建板塔结合  -,
亚洲第一村 梅林一村 通透精装三房 双厅 地铁9号线！,单价58164元/平米,570,| 3室2厅 | 98平米 | 北 | 精装,低楼层(共18层)  1999年建板塔结合  -,
东南朝向，稀缺三房，采光通风好，景观好,单价62353元/平米,530,| 3室2厅 | 85平米 | 东南 | 精装,高楼层(共29层)  2004年建板塔结合  -,
满五唯一 小两房 户型方正 业主诚心出售 新阁小区,单价54000元/平米,270,| 2室1厅 | 50平米 | 南 | 精装,高楼层(共24层)  1995年建塔楼  -,
万科温馨优质三房2厅 980万 业主诚心出售,单价83919元/平米,980,| 3室2厅 | 116.78平米 | 东南 | 精装,低楼层(共15层)  2001年建板塔结合  -,
华侨城稀缺两房 装修好 明德学位 税费少,单价73685元/平米,560,| 2室2厅 | 76平米 | 西南 | 精装,低楼层(共15层)  1999年建塔楼  -,
园博绿苑正南向三房，采光充足，到价即签。,单价88095元/平米,720,| 2室2厅 | 81.73平米 | 西南 | 精装,中楼层(共18层)  2003年建板塔结合  -,
自住精装修2房！靠CBD高铁福田站！,单价54286元/平米,380,| 2室1厅 | 70平米 | 东北 | 精装,低楼层(共33层)  2000年建板塔结合  -,
天都世纪，安静1房，满五地铁口，家乐福,单价54167元/平米,260,| 1室1厅 | 48平米 | 东南 | 精装,低楼层(共32层)  2007年建塔楼  -,
省级重点学位 正规三房 超高投资过度价值,单价65385元/平米,595,| 3室2厅 | 91平米 | 北 | 精装,低楼层(共18层)  2001年建板塔结合  -,
大花园，大社区，户型方正使用。,单价62500元/平米,400,| 2室2厅 | 64平米 | 南 | 精装,低楼层(共28层)  2008年建板楼  -,
华茂苑 户型方正实用大3房，红本在手 满5年 诚心出售,单价50055元/平米,458,| 3室2厅 | 91.5平米 | 南 | 精装,中楼层(共8层)  1997年建板楼  -,
高端社区 名校学区 地铁物业 花园小高层 配套完善,单价77571元/平米,830,| 4室2厅 | 107平米 | 南 西南 | 精装,中楼层(共12层)  2000年建板塔结合  -,
满五唯一地铁口物业【荔园南+莲花北中】业主诚卖,单价69333元/平米,430,| 2室2厅 | 62.02平米 | 东南 | 其他,低楼层(共31层)  2002年建板塔结合  -,
嘉汇新城，此房红本满5年，商业配套齐全,单价52500元/平米,315,| 2室1厅 | 60平米 | 西南 | 精装,高楼层(共30层)  2000年建板塔结合  -,
户型方正 客厅出阳台朝南向,单价50000元/平米,525,| 3室2厅 | 105平米 | 南 | 精装,中楼层(共8层)  1997年建板塔结合  -,
精装三居室，荔园小学＋红岭中学学位房。,单价70477元/平米,740,| 3室2厅 | 105平米 | 东北 | 精装,中楼层(共33层)  2001年建板塔结合  -,
水围新家园，高层安静看小区，红本在手唯一,单价57693元/平米,450,| 2室2厅 | 78平米 | 东北 | 简装,高楼层(共17层)  2003年建板塔结合  -,
御景华城  看花园两房 业主诚售 精装修,单价55918元/平米,360,| 2室1厅 | 64.38平米 | 东南 | 其他,低楼层(共34层)  2005年建板塔结合  -,
鹏盛村  近地铁 园岭实验小学 学位房,单价43750元/平米,175,| 1室0厅 | 40平米 | 南 | 其他,高楼层(共24层)  1998年建板塔结合  -,
景洲大厦安静西南像2房 采光好视野无遮挡,单价67568元/平米,500,| 2室2厅 | 74平米 | 西 | 其他,中楼层(共31层)  2009年建板塔结合  -,
京基御景华城一房，投资首选，地铁房，诚售,单价54286元/平米,152,| 1室0厅 | 28平米 | 东北 | 精装,低楼层(共34层)  2005年建板塔结合  -,
准地铁口 升值空间大 换房急售 满五唯一,单价59211元/平米,225,| 1室1厅 | 38平米 | 东北 | 简装,中楼层(共9层)  2000年建板楼  -,
合正瑞园，满五唯一 地铁学位房,单价62579元/平米,500,| 2室1厅 | 79.9平米 | 南 | 精装,低楼层(共26层)  2006年建板塔结合  -,
园岭新村园岭小学红岭初中，一楼加送花园,单价88236元/平米,600,| 2室1厅 | 68平米 | 南 | 简装,低楼层(共7层)  1984年建板塔结合  -,
精装三房 双学位 户型方正 双地铁,单价59783元/平米,550,| 3室2厅 | 92平米 | 东南 | 精装,高楼层(共24层)  1996年建塔楼  -,
建业大厦经典北向两房，安静业主急售，少税不容错过,单价72534元/平米,600,| 2室2厅 | 82.72平米 | 北 | 精装,高楼层(共21层)  2002年建板塔结合  -,
福田华强北 中心公园旁 居家2房 诚心出售,单价72464元/平米,500,| 2室1厅 | 69平米 | 北 | 简装,中楼层(共22层)  2002年建板塔结合  -,
稀缺复式 地铁边 满五年唯一 学区房,单价80809元/平米,800,| 3室1厅 | 99平米 | 北 | 精装,高楼层(共15层)  2007年建板塔结合  -,
福保桂花苑大社区，物业管理好，环境好，车位充足,单价64936元/平米,500,| 3室2厅 | 77平米 | 南 | 精装,低楼层(共28层)  2008年建板楼  -,
福田中心区 岗厦 福华新村精装 南北通 两房一厅,单价60580元/平米,418,| 2室1厅 | 69平米 | 南 北 | 精装,中楼层(共7层)  2009年建板塔结合  -,
园岭新村南北通透两房 满五年 园岭实验和红岭中学,单价67949元/平米,530,| 2室1厅 | 78平米 | 南 北 | 简装,中楼层(共7层)  1984年建板塔结合  -,
祥云天都世纪大厦 1房南向 地铁口带学位 户型方正免税,单价55385元/平米,216,| 1室0厅 | 39平米 | 南 | 简装,高楼层(共32层)  2007年建塔楼  -,
上武楼 深圳福田 华强南 成熟社区 居住舒适,单价46366元/平米,370,| 3室1厅 | 79.8平米 | 东南 | 简装,中楼层(共8层)    -,
盛世鹏程 5室2厅 1100万,单价71189元/平米,1100,| 5室2厅 | 154.52平米 | 南 北 | 精装,低楼层(共32层)  2005年建板塔结合  -,
丽港湾经典小三房，景观好，楼层好,单价62963元/平米,510,| 3室2厅 | 81平米 | 南 | 精装,中楼层(共30层)  2003年建塔楼  -,
九号线地铁口，艺丰花园南北通安静两居室，满五年,单价44000元/平米,330,| 2室2厅 | 75平米 | 南 | 简装,低楼层(共7层)  1998年建板塔结合  -,
富霖花园 3室2厅 950万,单价63759元/平米,950,| 3室2厅 | 149平米 | 南 | 精装,中楼层(共7层)  1998年建板楼  -,
嘉福花园 双地铁近口岸笋盘  精装两房  业主诚心出售,单价59186元/平米,346,| 3室1厅 | 58.46平米 | 西南 | 精装,高楼层(共12层)  2001年建板塔结合  -,
福源花园三期精装大三房，户型方正，适宜居家,单价48794元/平米,566,| 3室2厅 | 116平米 | 北 | 精装,低楼层(共28层)  1998年建塔楼  -,
皇御苑二期，大社区，南北通透，业主诚心卖,单价59827元/平米,516,| 3室2厅 | 86.25平米 | 东北 | 简装,低楼层(共33层)  2003年建板塔结合  -,
福外学位 南北通透 安静社区 地铁口物业 随时看房,单价78206元/平米,610,| 3室2厅 | 78平米 | 南 | 其他,中楼层(共7层)  1997年建板楼  -,
京基御景华城无税低价标准高层两房随时来电,单价56452元/平米,350,| 2室2厅 | 62平米 | 东 | 简装,中楼层(共35层)  2005年建板塔结合  -,
东景花园大三房，一手业主保养好,单价48620元/平米,500,| 3室2厅 | 102.84平米 | 东北 | 简装,中楼层(共26层)  1996年建板塔结合  -,
华强北中泰燕南名庭  层高可拓  稀缺小复式,单价76128元/平米,390,| 2室1厅 | 51.23平米 | 西 | 简装,低楼层(共19层)  2006年建板塔结合  -,
御景华城两房两厅中高楼层采光视野好,单价55073元/平米,380,| 2室1厅 | 69平米 | 西北 | 精装,高楼层(共34层)  2005年建板塔结合  -,
皇岗阳光城市精装温馨两房，安静便利宜居,单价53419元/平米,350,| 2室2厅 | 65.52平米 | 北 | 精装,低楼层(共29层)  2004年建板塔结合  -,
景鹏大厦 3室2厅 485万,单价53651元/平米,485,| 3室2厅 | 90.4平米 | 西北 | 精装,低楼层(共32层)  1997年建塔楼  -,
华强花园高层正规一房一厅 房子满五年唯一只有1%契税,单价50000元/平米,270,| 1室1厅 | 54平米 | 东 | 简装,高楼层(共33层)  2001年建板塔结合  -,
福田中心区 岗厦地铁口物业 双阳台 精装修,单价51832元/平米,283,| 1室1厅 | 54.6平米 | 东 | 简装,低楼层(共28层)  2003年建塔楼  -,
福田中心区  购物公园站 璀璨星河 精装三房,单价90244元/平米,1480,| 4室2厅 | 164平米 | 南 | 精装,低楼层(共30层)  2003年建塔楼  -,
福民地铁口大四房，带三大阳台，居家舒适。,单价43991元/平米,530,| 5室2厅 | 120.48平米 | 北 | 精装,高楼层(共20层)  1996年建板塔结合  -,
彩天名苑大开间，双铁口物业业主诚心出售,单价54546元/平米,180,| 1室0厅 | 33平米 | 东 | 简装,低楼层(共32层)  2001年建塔楼  -,
玮鹏花园两居 满两年 荔园西小学+红岭中学,单价70000元/平米,532,| 2室1厅 | 76平米 | 北 | 简装,高楼层(共33层)  2001年建板塔结合  -,
深圳重点名校学位房，学位未用，紧邻地铁口，红本在手,单价68640元/平米,580,| 2室2厅 | 84.5平米 | 西北 | 精装,中楼层(共32层)  1996年建塔楼  -,
东南向3房  近福田双口岸 带学位,单价61765元/平米,525,| 3室2厅 | 85平米 | 东南 | 精装,低楼层(共29层)  2004年建板塔结合  -,
七街公馆 精装小户型 福外学位 满五年唯一,单价67723元/平米,295,| 1室1厅 | 43.56平米 | 北 | 精装,高楼层(共33层)  2010年建板塔结合  -,
海连大厦 两居室 精装修,单价67949元/平米,530,| 2室1厅 | 78平米 | 西北 | 精装,中楼层(共32层)  1995年建板塔结合  -,
园岭花园 2室1厅 520万,单价63883元/平米,520,| 2室1厅 | 81.4平米 | 东南 | 其他,低楼层(共30层)  1991年建板楼  -,
旭飞花园地铁物业诚心卖,单价51823元/平米,145,| 1室0厅 | 27.98平米 | 东 | 精装,高楼层(共9层)  1998年建板楼  -,
金地名津中层 南向 看房随时 景观视野,单价61029元/平米,560,| 3室2厅 | 91.76平米 | 南 | 精装,低楼层(共32层)  2007年建板塔结合  -,
满五唯一！紧邻地铁！精装小三房！,单价120290元/平米,830,| 3室2厅 | 69平米 | 北 | 精装,中楼层(共11层)  2001年建板塔结合  -,
双地铁口物业 繁华地段 实用小两房 满五唯一,单价55718元/平米,230,| 2室1厅 | 41.28平米 | 东 | 精装,低楼层(共13层)  2000年建塔楼  -,
越众小区 近地铁口 户型方正实用2房 正南向 诚心卖,单价62145元/平米,415,| 3室1厅 | 66.78平米 | 南 | 简装,低楼层(共7层)  2009年建板塔结合  -,
荔园小学+红岭中学 总价低 待拆迁物业升值空间大,单价65090元/平米,465,| 2室1厅 | 71.44平米 | 南 北 | 简装,中楼层(共7层)  1990年建板塔结合  -,
皇御苑二期 东南向两房 户型方正,单价56722元/平米,346,| 2室2厅 | 61平米 | 南 | 精装,低楼层(共31层)  2003年建板塔结合  -,
