name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
万科金域蓝湾 近地铁 中高楼层,单价25000元/平米,260,| 3室2厅 | 104平米 | 西南 | 其他,中楼层(共25层)  2008年建塔楼  -,
依云小镇 单边别墅 毛坯单位 通风采光好,单价22449元/平米,550,| 5室2厅 | 245平米 | 北 | 毛坯,低楼层(共1层)  2009年建塔楼  -,
金桂园小区 实用两房,单价20589元/平米,140,| 2室1厅 | 68平米 | 西 | 其他,中楼层(共13层)  2000年建塔楼  -,
机场路贝丽花园 精装三房 厅出阳台,单价22273元/平米,245,| 3室2厅 | 110平米 | 东 | 其他,低楼层(共15层)  2009年建塔楼  -,
时代玫瑰园 二期高层 望花园,单价23810元/平米,300,| 3室2厅 | 126平米 | 南 | 其他,高楼层(共18层)  2004年建塔楼  -,
民航小区 实惠三房 普通装修 三房两厅,单价20000元/平米,200,| 3室2厅 | 100平米 | 南 | 其他,中楼层(共16层)  2000年建塔楼  -,
纵横缤城 方正两房 干净舒适 厅出阳台,单价18175元/平米,145,| 2室2厅 | 79.78平米 | 东 | 简装,中楼层(共18层)  2009年建塔楼  -,
黄石小区 电梯高层 黄金朝向 视野开阔,单价22331元/平米,230,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
岭南新世界 精致三房 格局方正 采光好,单价33334元/平米,350,| 3室2厅 | 105平米 | 西南 | 其他,低楼层(共17层)  2008年建塔楼  -,
腾龙阁 电梯中层 户型方正正规三房,单价20000元/平米,220,| 3室1厅 | 110平米 | 东北 | 简装,高楼层(共14层)  1999年建塔楼  -,
飞翔地铁口 万达对面 广顺花园2房,单价15715元/平米,110,| 2室1厅 | 70平米 | 东北 | 简装,高楼层(共6层)  1995年建塔楼  -,
广州富力城 北区稀缺 西南向三房,单价16466元/平米,150,| 3室2厅 | 91.1平米 | 西南 | 其他,低楼层(共17层)  2009年建塔楼  -,
瑞晖花园 实用小两房,单价11819元/平米,65,| 2室2厅 | 55平米 | 西南 | 其他,中楼层(共6层)  1990年建塔楼  -,
祥景花园复式单位放卖。采光通风一流,单价14118元/平米,120,| 2室1厅 | 85平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
温馨三房，采光好，实用面积大,单价23309元/平米,317,| 4室2厅 | 136平米 | 南 | 简装,中楼层(共13层)  2001年建塔楼  -,
恒大御景半岛 中层豪华大三房 保养新,单价18572元/平米,260,| 3室2厅 | 140平米 | 东 | 其他,低楼层(共31层)  2007年建塔楼  -,
满堂红链家 元凤华庭,单价24158元/平米,215,| 2室1厅 | 89平米 | 北 | 其他,中楼层(共11层)  2007年建塔楼  -,
同德花园 精选两房 电梯楼 小区管理,单价20064元/平米,120,| 2室1厅 | 59.81平米 | 西南 | 其他,中楼层(共15层)  1998年建塔楼  -,
汇侨新城 低楼层,单价14384元/平米,105,| 2室1厅 | 73平米 | 东 | 简装,中楼层(共9层)  1998年建塔楼  -,
黄石花园 新装修 南向小户型 投资首选,单价16522元/平米,38,| 1室1厅 | 23平米 | 南 | 其他,高楼层(共8层)  1997年建塔楼  -,
飞鹅西路 高层两房 精装修 大院管理,单价12858元/平米,90,| 2室1厅 | 70平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
云山名都 精装修 正南向 户型方正,单价27700元/平米,243.7,| 2室2厅 | 87.98平米 | 南 | 其他,中楼层(共18层)  塔楼  -,
云苑新村 采光通风  拎包入住,单价15741元/平米,85,| 2室1厅 | 54平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
机场路 新市花园 实用两房 采光好,单价15095元/平米,80,| 2室1厅 | 53平米 | 南 | 简装,中楼层(共9层)  1994年建塔楼  -,
新市 宏航苑 中层三房 格局方正 采光好,单价12942元/平米,110,| 3室1厅 | 85平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
机场路 康盈阁 东向精致装修 超大四房,单价20000元/平米,356,| 4室2厅 | 178平米 | 东 | 其他,高楼层(共11层)  1995年建塔楼  -,
走马岗路 和润花园 时尚温馨二房,单价17362元/平米,125,| 2室1厅 | 72平米 | 东 | 其他,中楼层(共6层)  1999年建塔楼  -,
景泰新村 间隔三房 东南靓向,单价14286元/平米,160,| 3室2厅 | 112平米 | 北 | 其他,高楼层(共8层)  2008年建塔楼  -,
祥景花园复式单位放卖。采光通风一流,单价13415元/平米,110,| 2室1厅 | 82平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
汇侨新城 楼梯楼中高层 实用三房,单价14943元/平米,130,| 3室2厅 | 87平米 | 西 | 其他,中楼层(共9层)  2000年建塔楼  -,
富力半岛花园 温馨二房 南北对流,单价21344元/平米,143,| 2室1厅 | 67平米 | 西北 | 简装,中楼层(共12层)  2000年建塔楼  -,
温馨二房，采光好，装修保养好，实用面积大,单价25715元/平米,180,| 2室1厅 | 70平米 | 东北 | 其他,中楼层(共13层)  2001年建塔楼  -,
雅怡花园 实用小2房 间隔方正  低楼层,单价16811元/平米,78,| 2室1厅 | 46.4平米 | 北 | 其他,低楼层(共9层)  1998年建塔楼  -,
机场路电梯小区 地铁沿线 南北对流三房超,单价20313元/平米,160,| 3室1厅 | 78.77平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
精装修免装修费 周边交通便利 配套设施成,单价26471元/平米,135,| 1室1厅 | 51平米 | 东南 | 其他,中楼层(共21层)  2012年建塔楼  -,
云景名都 方正两房 全新豪华装修,单价32104元/平米,235,| 2室2厅 | 73.2平米 | 西南 | 简装,低楼层(共23层)  2002年建塔楼  -,
中海金沙湾 实用2房 证满两年,单价22130元/平米,185,| 2室2厅 | 83.6平米 | 东北 | 其他,高楼层(共33层)  2007年建塔楼  -,
民航小区地铁稀缺户型南北对流三房送车位,单价15715元/平米,110,| 3室2厅 | 70平米 | 南 | 其他,低楼层(共4层)  1995年建塔楼  -,
汇侨新城 电梯楼 中层单位 温馨舒适,单价15077元/平米,98,| 2室1厅 | 65平米 | 北 | 简装,中楼层(共17层)  2000年建塔楼  -,
汇侨新城 三房两厅 超大阳台 格局方正,单价15518元/平米,180,| 3室2厅 | 116平米 | 南 | 简装,低楼层(共9层)  2000年建塔楼  -,
白云雅苑 两房一厅 通风采光好,单价15754元/平米,115,| 2室1厅 | 73平米 | 南 | 其他,中楼层(共9层)  2006年建塔楼  -,
远景路 吉兴大厦 南向双阳台 电梯三房,单价13811元/平米,108,| 3室2厅 | 78.2平米 | 南 | 其他,高楼层(共12层)  1997年建塔楼  -,
枫溪苑 温馨实用两房 格局方正,单价16667元/平米,90,| 2室1厅 | 54平米 | 暂无数据 | 精装,中楼层(共9层)  塔楼  -,
金碧新城 2室 新装修 格局方正,单价18116元/平米,125,| 2室2厅 | 69平米 | 南 | 简装,高楼层(共18层)  2005年建塔楼  -,
东南向3房106.7m²带主卫2楼带花园,单价23431元/平米,250,| 3室2厅 | 106.7平米 | 东南 | 精装,低楼层(共32层)  2006年建塔楼  -,
百顺台花园电梯三房望花园采光好,单价23452元/平米,265,| 3室1厅 | 113平米 | 南 | 其他,低楼层(共15层)  1999年建塔楼  -,
白兰花园 低层实用三房 地铁上盖,单价19757元/平米,190,| 3室1厅 | 96.17平米 | 东北 | 精装,中楼层(共7层)  1998年建塔楼  -,
金碧新城 地铁上盖 过五年唯一,单价18310元/平米,130,| 2室2厅 | 71平米 | 西 | 精装,高楼层(共11层)  2004年建塔楼  -,
舒适三房 电梯高层,单价11651元/平米,120,| 3室1厅 | 103平米 | 暂无数据 | 简装,高楼层(共17层)  1997年建塔楼  -,
汇侨新城  满五年 有钥匙 看房方便,单价14000元/平米,98,| 2室1厅 | 70平米 | 北 | 简装,中楼层(共17层)  2000年建塔楼  -,
保利春天里 实用三房 高层望花园,单价19231元/平米,175,| 3室1厅 | 91平米 | 暂无数据 | 其他,高楼层(共11层)  2011年建塔楼  -,
深业江悦湾 毛坯交房 南向 交通方便,单价21936元/平米,204,| 3室2厅 | 93平米 | 南 | 其他,中楼层(共25层)  塔楼  -,
正南向两房 地段好 有赠送面积,单价12097元/平米,75,| 2室1厅 | 62平米 | 南 | 简装,中楼层(共8层)  1993年建塔楼  -,
汇侨新苑 楼梯中层 东南向 采光好,单价11415元/平米,113,| 2室2厅 | 99平米 | 暂无数据 | 其他,中楼层(共9层)  1996年建塔楼  -,
机场路 万方园 电梯高层两房,单价20984元/平米,128,| 2室2厅 | 61平米 | 北 | 简装,中楼层(共18层)  1999年建塔楼  -,
时代玫瑰园 实用大三房 东向望花园,单价25397元/平米,320,| 3室2厅 | 126平米 | 东 | 简装,低楼层(共18层)  2004年建塔楼  -,
富力半岛花园 楼层好 提升你生活质量,单价20225元/平米,180,| 3室2厅 | 89平米 | 南 | 其他,中楼层(共33层)  2005年建塔楼  -,
金迪城市花园 交通便利 配套齐全,单价16582元/平米,130,| 2室1厅 | 78.4平米 | 北 | 其他,中楼层(共15层)  1995年建塔楼  -,
美景苑 电梯空中花园 一房一厅,单价21082元/平米,78,| 1室1厅 | 37平米 | 南 | 其他,低楼层(共9层)  2008年建塔楼  -,
晋福阁 三居室 过2年 随时看房,单价13581元/平米,110,| 2室2厅 | 81平米 | 暂无数据 | 精装,高楼层(共9层)  2003年建塔楼  -,
富力桃园 三房出售,单价19935元/平米,305,| 4室2厅 | 153平米 | 东南 | 其他,高楼层(共30层)  2004年建塔楼  -,
景云路小区 电梯高层两房 东南靓向,单价21939元/平米,215,| 3室2厅 | 98平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
云山锦绣家园 高楼层 环境好 大气方正,单价32468元/平米,500,| 5室2厅 | 154平米 | 东北 | 其他,高楼层(共12层)  2007年建塔楼  -,
新市 南航新村 电梯高层 实用两房,单价12210元/平米,105,| 3室2厅 | 86平米 | 东 | 其他,高楼层(共17层)  1997年建塔楼  -,
春晖闲庭 精装修三房 环境优雅 楼王单位,单价16792元/平米,225,| 3室2厅 | 134平米 | 南 | 其他,低楼层(共12层)  2004年建塔楼  -,
云东小区 实用两房可改三房 精装修带学位,单价18919元/平米,140,| 2室2厅 | 74平米 | 北 | 精装,高楼层(共7层)  1997年建塔楼  -,
上步花园 安静不吵 舒适干净开间,单价13143元/平米,46,| 1室1厅 | 35平米 | 西南 | 毛坯,高楼层(共9层)  1998年建塔楼  -,
视野好 正南向 豪华装修 空中豪宅,单价38962元/平米,900,| 3室2厅 | 231平米 | 暂无数据 | 其他,高楼层(共21层)  2006年建塔楼  -,
祥景花园 南向两房 格局方正 光线充足修,单价14756元/平米,110,| 2室1厅 | 74.55平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
元里大道 黄金地段 实用两房 间隔方正,单价12648元/平米,86,| 2室1厅 | 68平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
黄石花园 靓户型 户型方正实用,单价13096元/平米,110,| 2室2厅 | 84平米 | 南 | 其他,中楼层(共8层)  1997年建塔楼  -,
阳光花园 精装两房 南北对流 小区管理,单价13678元/平米,90,| 2室1厅 | 65.8平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
白云畔山 实用两房 带省一级学位,单价18590元/平米,145,| 2室2厅 | 78平米 | 南 | 其他,中楼层(共8层)  2003年建塔楼  -,
3房2厅  格局方正  采光一流,单价29578元/平米,420,| 3室1厅 | 142平米 | 北 | 简装,中楼层(共11层)  2002年建塔楼  -,
金域蓝湾 南北对流 望花园 保养新,单价25147元/平米,430,| 6室2厅 | 171平米 | 东南 | 精装,低楼层(共19层)  2008年建塔楼  -,
万科金域蓝湾 三房两厅 实用率高,单价25000元/平米,257.5,| 3室2厅 | 103平米 | 西北 | 其他,低楼层(共25层)  2008年建塔楼  -,
御金沙晓岛别墅 精装修 房子保养新,单价45455元/平米,900,| 4室2厅 | 198平米 | 东南 | 其他,低楼层(共1层)    -,
豪华户型 南北对流 双拼别墅,单价24086元/平米,790,| 5室2厅 | 328平米 | 南 | 其他,低楼层(共1层)  2008年建  -,
云山居 低楼层 三房 新装修 带花园,单价21334元/平米,160,| 3室1厅 | 75平米 | 南 | 其他,低楼层(共5层)  2000年建塔楼  -,
大金钟公安宿舍 实用三房 生活便利,单价18049元/平米,148,| 3室1厅 | 82平米 | 东 | 其他,低楼层(共5层)  1998年建塔楼  -,
富力阳光美居 南向望花园5房,单价17046元/平米,300,| 5室2厅 | 176平米 | 南 | 其他,高楼层(共6层)  2001年建塔楼  -,
佳地新都 方正两房 通风采光好,单价13135元/平米,88,| 2室1厅 | 67平米 | 东南 | 其他,高楼层(共9层)  1994年建塔楼  -,
黄石怡桂苑 电梯三房 采光很好 舒适通风,单价16924元/平米,110,| 3室1厅 | 65平米 | 北 | 其他,高楼层(共11层)  2001年建塔楼  -,
富力半岛豪装一线江景 大四房 南北通透,单价22951元/平米,280,| 4室2厅 | 122平米 | 西南 | 简装,低楼层(共27层)  2003年建塔楼  -,
恒达绿洲 望江单位 采光通风 环境舒适,单价19703元/平米,530,| 3室2厅 | 269平米 | 东 | 其他,中楼层(共31层)  2008年建塔楼  -,
富力桃园 豪华装修 保养好,单价22858元/平米,288,| 3室2厅 | 126平米 | 东北 | 精装,低楼层(共30层)  2004年建塔楼  -,
恒大绿洲花园 四房两厅 豪华装修 靓,单价20523元/平米,550,| 4室2厅 | 268平米 | 南 | 其他,低楼层(共30层)  2008年建塔楼  -,
怡富尚苑 4房2厅 户型正气 高楼层,单价16992元/平米,150,| 4室2厅 | 88.28平米 | 北 | 其他,中楼层(共16层)  1998年建塔楼  -,
外语外贸学院 小孩就读此学校的家庭首选,单价35065元/平米,270,| 3室2厅 | 77平米 | 东北 | 其他,中楼层(共5层)  1995年建塔楼  -,
时代玫瑰园 大气四房 全新装修,单价33334元/平米,420,| 3室2厅 | 126平米 | 东 | 其他,高楼层(共18层)  2004年建塔楼  -,
广州富力城 花园中心 大两房 非常实用,单价16478元/平米,145,| 2室2厅 | 88平米 | 东南 | 其他,高楼层(共18层)  2009年建塔楼  -,
春晖闲庭 地铁口方正大三房 单价便宜,单价16424元/平米,225,| 3室2厅 | 137平米 | 南 | 简装,低楼层(共7层)  2004年建塔楼  -,
保利西海岸 中楼层可望江望花园 采光好,单价25000元/平米,382.5,| 4室2厅 | 153平米 | 东南 | 其他,低楼层(共26层)  2010年建塔楼  -,
恒大御景半岛 高层一线望江景 实用大三房,单价19048元/平米,320,| 3室2厅 | 168平米 | 北 | 其他,高楼层(共31层)  2007年建塔楼  -,
乐嘉路 电视台宿舍 近地铁 实用大两房,单价18182元/平米,120,| 2室1厅 | 66平米 | 东 | 简装,中楼层(共9层)  1997年建塔楼  -,
云山居 精装两居室 业主自住 东向,单价15429元/平米,108,| 2室2厅 | 70平米 | 东南 | 其他,高楼层(共6层)  2000年建塔楼  -,
腾龙阁 电梯中层 户型方正正规三房,单价17778元/平米,160,| 3室1厅 | 90平米 | 东北 | 其他,中楼层(共14层)  1999年建塔楼  -,
天河御品 南向大三房 精装修 采光好,单价31968元/平米,390,| 3室2厅 | 122平米 | 南 | 精装,低楼层(共28层)  2010年建塔楼  -,
黄石花园 电梯两房 干净安静 格局方正,单价15295元/平米,130,| 2室1厅 | 85平米 | 东南 | 简装,中楼层(共14层)  1997年建塔楼  -,
哦的咳嗽啊打孔看都看大口水库哦哦都可怕看,单价19702元/平米,132,| 2室1厅 | 67平米 | 西 | 其他,中楼层(共9层)  1997年建塔楼  -,
岭南锦云峰 温馨两房 高层视野好,单价29269元/平米,240,| 2室2厅 | 82平米 | 北 | 其他,中楼层(共32层)  2008年建塔楼  -,
同德花园 低层两房 通风光线一流,单价15452元/平米,100,| 2室1厅 | 64.72平米 | 北 | 其他,中楼层(共8层)  1998年建塔楼  -,
贝丽花园精装电梯小洋房,格局好,环境优美,单价25472元/平米,135,| 2室1厅 | 53平米 | 东 | 简装,中楼层(共15层)  2009年建塔楼  -,
广州富力城 珍贵西南向三房 过五唯一,单价18585元/平米,210,| 3室2厅 | 113平米 | 西南 | 其他,低楼层(共18层)  2007年建塔楼  -,
景泰新村 低层两房 位置安静,单价20635元/平米,130,| 3室1厅 | 63平米 | 西南 | 其他,低楼层(共8层)  2008年建塔楼  -,
中海金沙湾 豪华四房入户花园  中层,单价22995元/平米,430,| 4室2厅 | 187平米 | 东南 | 其他,中楼层(共33层)  2009年建塔楼  -,
旧云东小区 实用三房， 保养好,单价17363元/平米,158,| 3室2厅 | 91平米 | 南 | 其他,中楼层(共6层)  1997年建塔楼  -,
云景名都 电梯高层 精装三房 户型方正,单价30475元/平米,270,| 3室2厅 | 88.6平米 | 西北 | 其他,高楼层(共18层)  2002年建塔楼  -,
佳地新都 1室1厅 40万,单价9524元/平米,40,| 1室1厅 | 42平米 | 南 | 其他,高楼层(共9层)  1994年建塔楼  -,
广州富力城 南向大三房 稀缺望花园,单价17700元/平米,200,| 3室2厅 | 113平米 | 西南 | 其他,低楼层(共18层)  2007年建塔楼  -,
景泰新村 抢手一房 正南向,单价17576元/平米,58,| 1室1厅 | 33平米 | 南 | 精装,中楼层(共7层)  2008年建塔楼  -,
侨爱苑 精装三房 通风采光一流,单价18614元/平米,188,| 3室2厅 | 101平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
棠安路单位房改 温馨两居 即买即入住,单价13096元/平米,55,| 2室1厅 | 42平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
深业江悦湾 全新毛坯 豪宅四房双阳台,单价23000元/平米,372.6,| 4室2厅 | 162平米 | 东南 | 其他,低楼层(共26层)  塔楼  -,
云山居 精装两房 南北通透,单价17453元/平米,120,| 2室2厅 | 68.76平米 | 北 | 其他,低楼层(共15层)  2000年建塔楼  -,
富力桃园D区 时尚精装 精品户型出售,单价24158元/平米,430,| 4室2厅 | 178平米 | 东南 | 简装,中楼层(共29层)  2004年建塔楼  -,
