name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
玉雅居，两房，近仙桐公园空气好,单价48953元/平米,285,| 2室2厅 | 58.22平米 | 东南 北 | 其他,低楼层(共10层)  1998年建板塔结合  -,
云景豪园 68平两房  采光好 无营业税,单价48530元/平米,330,| 2室1厅 | 68平米 | 东北 | 简装,中楼层(共31层)  2002年建板塔结合  -,
柏丽花园 三房两厅 满五唯一 带深中学位,单价61856元/平米,600,| 3室1厅 | 97平米 | 南 | 简装,中楼层(共32层)  1996年建塔楼  -,
长丰苑两室一厅68平满五唯一仅售315万,单价47059元/平米,320,| 2室1厅 | 68平米 | 东北 | 精装,中楼层(共30层)  2000年建板塔结合  -,
笋岗时尚新居 满五唯一 学位房 地铁口 业主诚售。,单价42648元/平米,145,| 1室1厅 | 34平米 | 西 | 其他,低楼层(共29层)  1999年建板塔结合  -,
红桂皇冠 一房一厅 朝南 精装,单价57318元/平米,235,| 1室1厅 | 41平米 | 南 | 精装,中楼层(共26层)  2006年建板塔结合  -,
万科东方尊峪两房两厅,单价61112元/平米,550,| 2室2厅 | 90平米 | 东南 | 精装,低楼层(共18层)  2006年建板塔结合  -,
花岗石公寓 优质两居 深圳中学学区房 出售,单价66915元/平米,540,| 2室2厅 | 80.7平米 | 南 北 | 简装,中楼层(共8层)  板塔结合  -,
太白居 南北通透  红本在手,单价47827元/平米,330,| 2室1厅 | 69平米 | 南 | 精装,高楼层(共7层)  1998年建板塔结合  -,
学位房，业主诚售,单价48276元/平米,420,| 3室1厅 | 87平米 | 南 | 简装,中楼层(共29层)  1999年建板塔结合  -,
精装修 满五唯一 红本在手 交通便利,单价52414元/平米,380,| 2室2厅 | 72.5平米 | 南 | 精装,中楼层(共8层)  1998年建板塔结合  -,
阳光天地业主急用钱低价出售，高层稀缺朝南,单价63367元/平米,640,| 3室1厅 | 101平米 | 南 | 简装,高楼层(共32层)  2002年建塔楼  -,
嘉宝田三期精装两房 格局方正 高层视野,单价63637元/平米,420,| 2室1厅 | 66平米 | 西 | 精装,中楼层(共26层)  2002年建塔楼  -,
源兴居 红本满五唯一 洪湖小学桂圆中学2房,单价58537元/平米,480,| 2室2厅 | 82平米 | 东 | 精装,中楼层(共32层)  2001年建板塔结合  -,
平层豪宅 私享40平大花园 全明通透格局 奢华私密,单价59776元/平米,798,| 3室1厅 | 133.5平米 | 南 北 | 简装,高楼层(共34层)  2002年建板塔结合  -,
阳光新干线 精装两居室 满五年唯一 近地铁 学区房,单价53226元/平米,330,| 2室1厅 | 62平米 | 北 | 精装,高楼层(共33层)  2005年建塔楼  -,
碧波双学,正规一房，厅出阳台，交通便利,单价54445元/平米,245,| 1室1厅 | 45平米 | 北 | 简装,中楼层(共23层)  板塔结合  -,
临近罗湖保健院 公交宿舍楼 周边配套齐全,单价38954元/平米,335,| 3室2厅 | 86平米 | 东南 | 精装,中楼层(共8层)    -,
绿景山庄 大三房 正南向,单价45632元/平米,470,| 3室2厅 | 103平米 | 南 | 其他,中楼层(共8层)  板塔结合  -,
万事达精装一房 楼下地铁口 周边配套完善,单价59556元/平米,268,| 1室1厅 | 45平米 | 西南 | 简装,低楼层(共31层)  2000年建板塔结合  -,
名泰轩 优质两居室 满五唯一 红本在手 黄贝岭,单价48000元/平米,288,| 2室2厅 | 60平米 | 南 | 其他,中楼层(共11层)  2001年建板塔结合  -,
万象城 核心商圈 城市天地 精装两房 随时可看,单价51725元/平米,300,| 2室2厅 | 58平米 | 西南 | 精装,中楼层(共39层)  2005年建板塔结合  -,
地铁口物业 居家两房 红本在手 有钥匙看房方便,单价50999元/平米,350,| 2室1厅 | 68.63平米 | 北 | 简装,低楼层(共31层)  2000年建板塔结合  -,
雍翠华府两房带阳台可改书房 满两年全明格局,单价47620元/平米,300,| 2室1厅 | 63平米 | 东 南 | 其他,低楼层(共32层)  2003年建板塔结合  -,
英达花园 精装修两居室 卧室出阳台,单价38574元/平米,265,| 2室2厅 | 68.7平米 | 南 | 精装,中楼层(共8层)  1995年建塔楼  -,
名骏豪庭两房改三房，高楼层，带罗外学区,单价50144元/平米,350,| 3室1厅 | 69.8平米 | 西北 | 简装,高楼层(共28层)  2003年建板塔结合  -,
东方凤雅台 两房 方正舒适 靠山社区 园林景观 安静,单价59153元/平米,349,| 2室1厅 | 59平米 | 北 | 简装,低楼层(共9层)  2002年建板塔结合  -,
鸿业苑，翠园中学学位未占用，交通便利。,单价73685元/平米,420,| 2室1厅 | 57平米 | 东北 | 精装,高楼层(共11层)  2000年建塔楼  -,
精致三房 前后不临街 南北向 厅出阳台,单价34416元/平米,265,| 3室1厅 | 77平米 | 南 北 | 其他,高楼层(共8层)  1998年建板塔结合  -,
锦上花 交通便利 配套齐全 过关方便,单价46722元/平米,285,| 2室1厅 | 61平米 | 西北 | 简装,中楼层(共33层)  2003年建板塔结合  -,
中航凯特 公寓不限购，位置繁华，配套设施齐全。,单价42858元/平米,150,| 1室0厅 | 35平米 | 东 | 其他,中楼层(共27层)  2008年建塔楼  -,
双城世纪 1房 商住两用 满五唯一,单价34839元/平米,135,| 1室0厅 | 38.75平米 | 东南 | 精装,高楼层(共7层)  2006年建板塔结合  -,
满两年，精装修，入户花园门口就是车位门口带私家花园,单价56068元/平米,998,| 4室2厅 | 178平米 | 东南 | 其他,低楼层(共7层)  2000年建板塔结合  -,
风格名苑精装两房户型方正楼层佳朝向好安静不临街,单价59375元/平米,380,| 2室1厅 | 64平米 | 西北 | 精装,中楼层(共30层)  2006年建板塔结合  -,
雍翠华府，东南向2房，观山景。,单价52070元/平米,268,| 2室1厅 | 51.47平米 | 东南 | 简装,中楼层(共35层)  2003年建板塔结合  -,
深中学位5房+户型实用可以重新装修+临洪湖公园临深中,单价147454元/平米,1100,| 5室2厅 | 74.6平米 | 南 北 | 其他,高楼层(共26层)  2003年建板塔结合  -,
奢华两房 经典户型 花园洋房 南北通透  拎包入住,单价44371元/平米,400,| 2室2厅 | 90.15平米 | 南 北 | 精装,高楼层(共6层)  1998年建板塔结合  -,
此房满两年，红本在手，业主诚意出售 看房方便,单价50000元/平米,230,| 1室1厅 | 46平米 | 北 | 其他,低楼层(共39层)  2005年建板塔结合  -,
泰和花园 2室2厅 350万,单价48031元/平米,350,| 2室2厅 | 72.87平米 | 南 | 其他,高楼层(共8层)  1998年建板塔结合  -,
红本在手满五年  待拆迁物业 有钥匙看房方便,单价57535元/平米,420,| 3室2厅 | 73平米 | 东南 | 简装,中楼层(共6层)  板塔结合  -,
阳光新干线  朝南精装两房  高楼层,单价52648元/平米,358,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共33层)  2005年建塔楼  -,
百仕达花园二期 2室1厅 440万,单价60274元/平米,440,| 2室1厅 | 73平米 | 南 北 | 精装,高楼层(共17层)  1999年建板塔结合  -,
旭飞正规一房一厅 双地铁口物业 生活便利,单价44872元/平米,175,| 1室1厅 | 39平米 | 南 | 简装,高楼层(共24层)  2001年建塔楼  -,
骏庭名园地铁口物业，学区房 投资过渡首选,单价60393元/平米,308,| 1室1厅 | 51平米 | 东 | 精装,高楼层(共31层)  1999年建板塔结合  -,
鹏兴花园二期经典两房 正南向中间楼层  满两年少税,单价54099元/平米,330,| 2室2厅 | 61平米 | 南 | 简装,中楼层(共16层)  2000年建板塔结合  -,
怡都大厦小区超彽单价，超大户型，超级便宜,单价27660元/平米,260,| 3室2厅 | 94平米 | 西南 | 其他,中楼层(共21层)  2000年建板塔结合  -,
汇鑫花园  三房两厅  红本无税  正南朝向,单价54898元/平米,510,| 3室2厅 | 92.9平米 | 南 | 精装,高楼层(共26层)  2000年建板楼  -,
红本在手水贝地铁口紧邻水贝珠宝基地总部洪湖公园旁,单价40567元/平米,215,| 2室1厅 | 53平米 | 南 | 简装,高楼层(共26层)  1996年建板塔结合  -,
畔山花园，大四房，楼层居中，靠山安静舒适,单价42565元/平米,498,| 4室2厅 | 117平米 | 西南 | 简装,中楼层(共8层)  1998年建板塔结合  -,
金城华庭面朝花园，满两年，螺岭学位 户型正格局合理,单价69061元/平米,350,| 2室1厅 | 50.68平米 | 南 | 精装,低楼层(共24层)  2003年建板塔结合  -,
柏丽花园两房 卧室出阳台 看深圳中学,单价69621元/平米,550,| 2室2厅 | 79平米 | 南 | 其他,高楼层(共32层)  1996年建塔楼  -,
高楼层，采光通风好，总价税费低。,单价48107元/平米,108,| 1室0厅 | 22.45平米 | 北 | 简装,高楼层(共24层)  2001年建塔楼  -,
新秀村小高层 两房两厅 红本无税,单价42858元/平米,330,| 2室1厅 | 77平米 | 南 | 简装,中楼层(共12层)  板塔结合  -,
京基东方都会 1居室 精装修 带平台 税费少,单价63334元/平米,228,| 1室1厅 | 36平米 | 东 | 其他,高楼层(共32层)  2004年建板塔结合  -,
朝南户型 厅出阳台 业主诚信出售 满两年！,单价52942元/平米,360,| 2室2厅 | 68平米 | 南 | 简装,中楼层(共35层)  2004年建板塔结合  -,
首付三十万，中间楼层，采光好，100米地铁口沃尔玛,单价39041元/平米,109,| 1室0厅 | 27.92平米 | 东北 | 简装,低楼层(共33层)  2002年建塔楼  -,
地铁口低投资高回报 百万总价买进罗湖 红本无增值税,单价40385元/平米,105,| 1室0厅 | 26平米 | 西南 | 简装,中楼层(共33层)  2002年建塔楼  -,
新银座华庭 户型方正 采光好 通风好,单价50256元/平米,315,| 2室1厅 | 62.68平米 | 南 | 其他,低楼层(共31层)  板塔结合  -,
罗湖太阳新城 东南向两房 已满两年无增值税 业主诚售,单价49842元/平米,330,| 2室2厅 | 66.21平米 | 东 南 | 简装,高楼层(共18层)  2002年建塔楼  -,
临近地铁，双碧波学位，正规两房，待拆迁物业。,单价60186元/平米,325,| 2室1厅 | 54平米 | 东南 | 简装,高楼层(共6层)  1982年建板塔结合  -,
总价低，交通方便，满两年，免增值税,单价37640元/平米,370,| 3室1厅 | 98.3平米 | 南 北 | 简装,高楼层(共7层)    -,
鸿翔花园 2室2厅 1000万,单价78741元/平米,1000,| 2室2厅 | 127平米 | 东北 | 精装,高楼层(共29层)  2006年建板塔结合  -,
佳宁娜广场 两居室 采光通风好 靠近口岸,单价38601元/平米,320,| 2室1厅 | 82.9平米 | 南 | 精装,中楼层(共31层)  2006年建板塔结合  -,
银晖名居 一房一厅 学区房 业主换房诚心出售,单价49181元/平米,180,| 1室1厅 | 36.6平米 | 南 | 精装,中楼层(共19层)  2005年建塔楼  -,
满五年70年住宅，临近地铁，中间楼层，红本,单价39216元/平米,400,| 3室2厅 | 102平米 | 南 | 简装,高楼层(共26层)  2009年建板塔结合  -,
金色都汇 2室1厅 350万,单价74469元/平米,350,| 2室1厅 | 47平米 | 东北 | 精装,中楼层(共25层)  2004年建塔楼  -,
朝南向无遮挡 红本在手 深中学位！！！,单价74837元/平米,320,| 1室1厅 | 42.76平米 | 南 | 简装,中楼层(共30层)  2000年建板塔结合  -,
全新装修大三房 中间楼层 直接入住,单价46667元/平米,406,| 3室2厅 | 87平米 | 南 北 | 精装,中楼层(共7层)  1988年建板塔结合  -,
东乐花园  五房这个价格您还要等吗？,单价35715元/平米,450,| 4室2厅 | 126平米 | 西北 | 其他,高楼层(共32层)  1993年建板塔结合  -,
百仕达8号楼稀缺复试 带顶楼花园看罗湖全景,单价79805元/平米,2450,| 7室2厅 | 307平米 | 南 | 精装,高楼层(共32层)  1997年建板塔结合  -,
云景豪园 紧邻地铁九号线 高楼层 户型方正,单价48530元/平米,330,| 2室1厅 | 68平米 | 东北 | 简装,中楼层(共31层)  2002年建板塔结合  -,
一梯两户，电梯房，南北通，满五年,单价42891元/平米,400,| 3室1厅 | 93.26平米 | 南 | 简装,中楼层(共11层)  2008年建板塔结合  -,
和平广场，精装大两房，视野开阔，温馨舒适，看房方便,单价57143元/平米,360,| 2室2厅 | 63平米 | 东南 | 简装,中楼层(共34层)  2000年建板塔结合  -,
金色年华正规三房 户型方正  采光充足,单价73424元/平米,660,| 3室2厅 | 89.89平米 | 南 | 精装,中楼层(共26层)  2005年建板塔结合  -,
百仕达8号楼 高层3+1房 东南朝向 红本在手 业主诚卖,单价61789元/平米,760,| 3室2厅 | 123平米 | 南 | 简装,高楼层(共32层)  1997年建板塔结合  -,
春风路 联城美园 单身公寓 无增值税,单价49611元/平米,140,| 1室0厅 | 28.22平米 | 北 | 简装,高楼层(共35层)  2006年建  -,
鸿翔花园 不限购不限贷 70年产权 豪宅花园社区,单价47561元/平米,195,| 1室0厅 | 41平米 | 北 | 精装,低楼层(共29层)  2006年建板塔结合  -,
精装修，南向两居室，安静无遮挡,单价51778元/平米,300,| 2室1厅 | 57.94平米 | 东南 | 简装,低楼层(共24层)  2001年建塔楼  -,
黄金楼层 ，住家两房，临近水贝珠宝商圈，,单价47414元/平米,275,| 2室1厅 | 58平米 | 西 北 | 简装,中楼层(共23层)  2001年建塔楼  -,
业主诚心出售 户型方正 看花园 满二年 红本在手,单价58995元/平米,528,| 2室1厅 | 89.5平米 | 北 | 其他,高楼层(共17层)  1999年建板塔结合  -,
黄金楼层，超级笋盘,单价41000元/平米,328,| 2室1厅 | 80平米 | 西 北 | 简装,中楼层(共23层)  1992年建塔楼  -,
中贸大厦 正规一房 70年产权住宅 首套首付三成 有学区,单价29816元/平米,145.5,| 1室1厅 | 48.8平米 | 西 | 简装,高楼层(共24层)  1993年建板塔结合  -,
合正锦园 优质人文社区 正规大两居 业主换房 诚心出售,单价57436元/平米,448,| 2室2厅 | 78平米 | 南 | 精装,中楼层(共11层)  2005年建板塔结合  -,
新郊小区 楼梯老小区 原始三房有改动,单价34349元/平米,265,| 3室1厅 | 77.15平米 | 东 西 | 简装,高楼层(共6层)    -,
旭飞华达园 1室1厅 198万,单价48889元/平米,198,| 1室1厅 | 40.5平米 | 西南 | 精装,中楼层(共21层)  2001年建塔楼  -,
标准一居室红本在手+卧室带阳台+随时可看西南向,单价43104元/平米,125,| 1室0厅 | 29平米 | 西南 | 简装,中楼层(共33层)  2002年建塔楼  -,
新出好房 精装修 无增值税 朝南户型 黄金楼层,单价63014元/平米,460,| 2室1厅 | 73平米 | 南 | 精装,中楼层(共18层)  1999年建板塔结合  -,
鹏城花园 4室2厅 320万,单价39507元/平米,320,| 4室2厅 | 81平米 | 南 | 其他,低楼层(共7层)  1995年建板塔结合  -,
居家三室，厅出阳台，户型方正。,单价50486元/平米,520,| 3室1厅 | 103平米 | 西南 | 其他,中楼层(共24层)  1998年建板塔结合  -,
春风路 凯越华庭 精装2房 户型方正,单价49772元/平米,240,| 2室1厅 | 48.22平米 | 东北 | 简装,中楼层(共29层)  2002年建塔楼  -,
森威大厦 精装三房 无营业税 交通便利,单价46261元/平米,480,| 3室1厅 | 103.76平米 | 东 | 精装,中楼层(共19层)  2000年建板塔结合  -,
百仕达一期方朝南大四房 满2年 看房方便,单价70589元/平米,1200,| 3室2厅 | 170平米 | 南 | 简装,中楼层(共8层)  1997年建板塔结合  -,
幸福里雅居  五室  满两年  红本将近五年,单价169115元/平米,8980,| 5室2厅 | 531平米 | 南 | 毛坯,高楼层(共49层)  塔楼  -,
毗邻万象城中怡大厦大三房 南北通透 红本在手 靓靓靓,单价61053元/平米,696,| 3室2厅 | 114平米 | 南 北 | 简装,高楼层(共21层)  2005年建板塔结合  -,
唯一一套前后带花园的复式在卖 错过不再有,单价66667元/平米,2000,| 7室2厅 | 300平米 | 南 | 简装,低楼层(共9层)  1998年建板塔结合  -,
骏庭名园红本在手 满五年 精装修朝东一房一厅,单价46667元/平米,238,| 1室1厅 | 51平米 | 东 | 精装,中楼层(共31层)  1999年建板塔结合  -,
笋岗品质小区，周边配套成熟，不临街安静,单价47728元/平米,315,| 2室1厅 | 66平米 | 北 | 其他,低楼层(共28层)  2003年建板塔结合  -,
东乐花园 2室2厅 380万,单价50000元/平米,380,| 2室2厅 | 76平米 | 南 | 简装,高楼层(共7层)  1988年建板塔结合  -,
湖景花园 3室1厅 440万,单价45834元/平米,440,| 3室1厅 | 96平米 | 西南 | 其他,低楼层(共32层)  1995年建板塔结合  -,
莲塘 东方凤雅台  正规二房 户型方正 双学位 采光充足,单价53334元/平米,320,| 2室1厅 | 60平米 | 东南 | 其他,高楼层(共9层)  2002年建板塔结合  -,
房子是正规的三房 南北通透 看房提前预约,单价51283元/平米,400,| 3室1厅 | 78平米 | 南 北 | 简装,高楼层(共7层)  1985年建板塔结合  -,
正规大三房 楼层好  采光好 视野开阔,单价51667元/平米,465,| 3室1厅 | 90平米 | 西南 | 简装,高楼层(共7层)  1985年建板塔结合  -,
